"Facility ID","Facility Name","Address","City","State","ZIP Code","County Name","Phone Number","Condition","Measure ID","Measure Name","STTag","Score","Sample","Footnote","Start Date","End Date"
39009F,PHILADELPHIA VA MEDICAL CENTER,3900 WOODLAND AVENUE,PHILADELPHIA,PA,19104,PHILADELPHIA,(215) 823-5857,Emergency Department,OP-18b,Median time from ED arrival to ED departure for discharged ED patients,Minutes,Not Available,Not Available,5,01/01/2019,12/31/2019
39009F,PHILADELPHIA VA MEDICAL CENTER,3900 WOODLAND AVENUE,PHILADELPHIA,PA,19104,PHILADELPHIA,(215) 823-5857,Emergency Department,OP-18c,Average time patients spent in the emergency department before being sent home,Minutes,Not Available,Not Available,5,01/01/2019,12/31/2019
39009F,PHILADELPHIA VA MEDICAL CENTER,3900 WOODLAND AVENUE,PHILADELPHIA,PA,19104,PHILADELPHIA,(215) 823-5857,Heart Attack or Chest Pain,OP-2,Fibrinolytic Therapy Received Within 30 Minutes of ED Arrival,Percentage,Not Available,Not Available,5,01/01/2019,12/31/2019
39009F,PHILADELPHIA VA MEDICAL CENTER,3900 WOODLAND AVENUE,PHILADELPHIA,PA,19104,PHILADELPHIA,(215) 823-5857,Emergency Department,OP-23,Head CT results,Percentage,Not Available,Not Available,5,01/01/2019,12/31/2019
39009F,PHILADELPHIA VA MEDICAL CENTER,3900 WOODLAND AVENUE,PHILADELPHIA,PA,19104,PHILADELPHIA,(215) 823-5857,Heart Attack or Chest Pain,OP-3b,Median Time to Transfer to Another Facility for Acute Coronary Intervention,Minutes,Not Available,Not Available,5,01/01/2019,12/31/2019
39012F,VA PITTSBURGH HEALTHCARE SYSTEM - UNIV DR,UNIVERSITY DRIVE,PITTSBURGH,PA,15240,ALLEGHENY,(412) 688-6100,Emergency Department,ED-2b,Admit Decision Time to ED Departure Time for Admitted Patients,Minutes,214,476,,01/01/2019,12/31/2019
39012F,VA PITTSBURGH HEALTHCARE SYSTEM - UNIV DR,UNIVERSITY DRIVE,PITTSBURGH,PA,15240,ALLEGHENY,(412) 688-6100,Preventive Care,IMM-3,Healthcare workers given influenza vaccination,Percentage,76,4304,,10/01/2019,03/31/2020
39012F,VA PITTSBURGH HEALTHCARE SYSTEM - UNIV DR,UNIVERSITY DRIVE,PITTSBURGH,PA,15240,ALLEGHENY,(412) 688-6100,Emergency Department,OP-18b,Median time from ED arrival to ED departure for discharged ED patients,Minutes,183,136,,01/01/2019,12/31/2019
39012F,VA PITTSBURGH HEALTHCARE SYSTEM - UNIV DR,UNIVERSITY DRIVE,PITTSBURGH,PA,15240,ALLEGHENY,(412) 688-6100,Emergency Department,OP-18c,Average time patients spent in the emergency department before being sent home,Minutes,186,23,,01/01/2019,12/31/2019
39012F,VA PITTSBURGH HEALTHCARE SYSTEM - UNIV DR,UNIVERSITY DRIVE,PITTSBURGH,PA,15240,ALLEGHENY,(412) 688-6100,Heart Attack or Chest Pain,OP-2,Fibrinolytic Therapy Received Within 30 Minutes of ED Arrival,Percentage,Not Available,Not Available,5,01/01/2019,12/31/2019
39012F,VA PITTSBURGH HEALTHCARE SYSTEM - UNIV DR,UNIVERSITY DRIVE,PITTSBURGH,PA,15240,ALLEGHENY,(412) 688-6100,Emergency Department,OP-23,Head CT results,Percentage,Not Available,Not Available,1,01/01/2019,12/31/2019
39012F,VA PITTSBURGH HEALTHCARE SYSTEM - UNIV DR,UNIVERSITY DRIVE,PITTSBURGH,PA,15240,ALLEGHENY,(412) 688-6100,Heart Attack or Chest Pain,OP-3b,Median Time to Transfer to Another Facility for Acute Coronary Intervention,Minutes,Not Available,Not Available,1,01/01/2019,12/31/2019
39013F,WILKES BARRE VA MEDICAL CENTER,1111 EAST END BOULEVARD,WILKES-BARRE,PA,18711,LUZERNE,(570) 824-3521,Emergency Department,ED-2b,Admit Decision Time to ED Departure Time for Admitted Patients,Minutes,80,419,,01/01/2019,12/31/2019
39013F,WILKES BARRE VA MEDICAL CENTER,1111 EAST END BOULEVARD,WILKES-BARRE,PA,18711,LUZERNE,(570) 824-3521,Preventive Care,IMM-3,Healthcare workers given influenza vaccination,Percentage,86,1388,,10/01/2019,03/31/2020
39013F,WILKES BARRE VA MEDICAL CENTER,1111 EAST END BOULEVARD,WILKES-BARRE,PA,18711,LUZERNE,(570) 824-3521,Emergency Department,OP-18b,Median time from ED arrival to ED departure for discharged ED patients,Minutes,Not Available,Not Available,5,01/01/2019,12/31/2019
39013F,WILKES BARRE VA MEDICAL CENTER,1111 EAST END BOULEVARD,WILKES-BARRE,PA,18711,LUZERNE,(570) 824-3521,Emergency Department,OP-18c,Average time patients spent in the emergency department before being sent home,Minutes,Not Available,Not Available,5,01/01/2019,12/31/2019
39013F,WILKES BARRE VA MEDICAL CENTER,1111 EAST END BOULEVARD,WILKES-BARRE,PA,18711,LUZERNE,(570) 824-3521,Heart Attack or Chest Pain,OP-2,Fibrinolytic Therapy Received Within 30 Minutes of ED Arrival,Percentage,Not Available,Not Available,5,01/01/2019,12/31/2019
39013F,WILKES BARRE VA MEDICAL CENTER,1111 EAST END BOULEVARD,WILKES-BARRE,PA,18711,LUZERNE,(570) 824-3521,Emergency Department,OP-23,Head CT results,Percentage,Not Available,Not Available,5,01/01/2019,12/31/2019
39013F,WILKES BARRE VA MEDICAL CENTER,1111 EAST END BOULEVARD,WILKES-BARRE,PA,18711,LUZERNE,(570) 824-3521,Heart Attack or Chest Pain,OP-3b,Median Time to Transfer to Another Facility for Acute Coronary Intervention,Minutes,Not Available,Not Available,5,01/01/2019,12/31/2019
40003F,SAN JUAN VA MEDICAL CENTER,10 CALLE CASIA,SAN JUAN,PR,00921,SAN JUAN,(800) 449-8729,Emergency Department,ED-2b,Admit Decision Time to ED Departure Time for Admitted Patients,Minutes,182,894,,01/01/2019,12/31/2019
40003F,SAN JUAN VA MEDICAL CENTER,10 CALLE CASIA,SAN JUAN,PR,00921,SAN JUAN,(800) 449-8729,Preventive Care,IMM-3,Healthcare workers given influenza vaccination,Percentage,62,3566,,10/01/2019,03/31/2020
40003F,SAN JUAN VA MEDICAL CENTER,10 CALLE CASIA,SAN JUAN,PR,00921,SAN JUAN,(800) 449-8729,Emergency Department,OP-18b,Median time from ED arrival to ED departure for discharged ED patients,Minutes,392,308,,01/01/2019,12/31/2019
40003F,SAN JUAN VA MEDICAL CENTER,10 CALLE CASIA,SAN JUAN,PR,00921,SAN JUAN,(800) 449-8729,Emergency Department,OP-18c,Average time patients spent in the emergency department before being sent home,Minutes,Not Available,Not Available,1,01/01/2019,12/31/2019
40003F,SAN JUAN VA MEDICAL CENTER,10 CALLE CASIA,SAN JUAN,PR,00921,SAN JUAN,(800) 449-8729,Heart Attack or Chest Pain,OP-2,Fibrinolytic Therapy Received Within 30 Minutes of ED Arrival,Percentage,Not Available,Not Available,5,01/01/2019,12/31/2019
40003F,SAN JUAN VA MEDICAL CENTER,10 CALLE CASIA,SAN JUAN,PR,00921,SAN JUAN,(800) 449-8729,Emergency Department,OP-23,Head CT results,Percentage,5,22,,01/01/2019,12/31/2019
40003F,SAN JUAN VA MEDICAL CENTER,10 CALLE CASIA,SAN JUAN,PR,00921,SAN JUAN,(800) 449-8729,Heart Attack or Chest Pain,OP-3b,Median Time to Transfer to Another Facility for Acute Coronary Intervention,Minutes,Not Available,Not Available,5,01/01/2019,12/31/2019
41005F,PROVIDENCE VA MEDICAL CENTER,830 CHALKSTONE AVENUE,PROVIDENCE,RI,02908,PROVIDENCE,(401) 457-3042,Emergency Department,ED-2b,Admit Decision Time to ED Departure Time for Admitted Patients,Minutes,170,395,,01/01/2019,12/31/2019
41005F,PROVIDENCE VA MEDICAL CENTER,830 CHALKSTONE AVENUE,PROVIDENCE,RI,02908,PROVIDENCE,(401) 457-3042,Preventive Care,IMM-3,Healthcare workers given influenza vaccination,Percentage,85,1913,,10/01/2019,03/31/2020
41005F,PROVIDENCE VA MEDICAL CENTER,830 CHALKSTONE AVENUE,PROVIDENCE,RI,02908,PROVIDENCE,(401) 457-3042,Emergency Department,OP-18b,Median time from ED arrival to ED departure for discharged ED patients,Minutes,Not Available,Not Available,5,01/01/2019,12/31/2019
41005F,PROVIDENCE VA MEDICAL CENTER,830 CHALKSTONE AVENUE,PROVIDENCE,RI,02908,PROVIDENCE,(401) 457-3042,Emergency Department,OP-18c,Average time patients spent in the emergency department before being sent home,Minutes,Not Available,Not Available,5,01/01/2019,12/31/2019
41005F,PROVIDENCE VA MEDICAL CENTER,830 CHALKSTONE AVENUE,PROVIDENCE,RI,02908,PROVIDENCE,(401) 457-3042,Heart Attack or Chest Pain,OP-2,Fibrinolytic Therapy Received Within 30 Minutes of ED Arrival,Percentage,Not Available,Not Available,5,01/01/2019,12/31/2019
41005F,PROVIDENCE VA MEDICAL CENTER,830 CHALKSTONE AVENUE,PROVIDENCE,RI,02908,PROVIDENCE,(401) 457-3042,Emergency Department,OP-23,Head CT results,Percentage,Not Available,Not Available,5,01/01/2019,12/31/2019
41005F,PROVIDENCE VA MEDICAL CENTER,830 CHALKSTONE AVENUE,PROVIDENCE,RI,02908,PROVIDENCE,(401) 457-3042,Heart Attack or Chest Pain,OP-3b,Median Time to Transfer to Another Facility for Acute Coronary Intervention,Minutes,Not Available,Not Available,5,01/01/2019,12/31/2019
42011F,COLUMBIA SC VA MEDICAL CENTER,6439 GARNERS FERRY ROAD,COLUMBIA,SC,29209,RICHLAND,(803) 695-7980,Emergency Department,ED-2b,Admit Decision Time to ED Departure Time for Admitted Patients,Minutes,160,454,,01/01/2019,12/31/2019
42011F,COLUMBIA SC VA MEDICAL CENTER,6439 GARNERS FERRY ROAD,COLUMBIA,SC,29209,RICHLAND,(803) 695-7980,Preventive Care,IMM-3,Healthcare workers given influenza vaccination,Percentage,91,2888,,10/01/2019,03/31/2020
42011F,COLUMBIA SC VA MEDICAL CENTER,6439 GARNERS FERRY ROAD,COLUMBIA,SC,29209,RICHLAND,(803) 695-7980,Emergency Department,OP-18b,Median time from ED arrival to ED departure for discharged ED patients,Minutes,Not Available,Not Available,5,01/01/2019,12/31/2019
42011F,COLUMBIA SC VA MEDICAL CENTER,6439 GARNERS FERRY ROAD,COLUMBIA,SC,29209,RICHLAND,(803) 695-7980,Emergency Department,OP-18c,Average time patients spent in the emergency department before being sent home,Minutes,Not Available,Not Available,5,01/01/2019,12/31/2019
42011F,COLUMBIA SC VA MEDICAL CENTER,6439 GARNERS FERRY ROAD,COLUMBIA,SC,29209,RICHLAND,(803) 695-7980,Heart Attack or Chest Pain,OP-2,Fibrinolytic Therapy Received Within 30 Minutes of ED Arrival,Percentage,Not Available,Not Available,5,01/01/2019,12/31/2019
42011F,COLUMBIA SC VA MEDICAL CENTER,6439 GARNERS FERRY ROAD,COLUMBIA,SC,29209,RICHLAND,(803) 695-7980,Emergency Department,OP-23,Head CT results,Percentage,Not Available,Not Available,5,01/01/2019,12/31/2019
42011F,COLUMBIA SC VA MEDICAL CENTER,6439 GARNERS FERRY ROAD,COLUMBIA,SC,29209,RICHLAND,(803) 695-7980,Heart Attack or Chest Pain,OP-3b,Median Time to Transfer to Another Facility for Acute Coronary Intervention,Minutes,Not Available,Not Available,5,01/01/2019,12/31/2019
42029F,CHARLESTON VA MEDICAL CENTER,109 BEE STREET,CHARLESTON,SC,29401,CHARLESTON,(843) 577-5011,Emergency Department,ED-2b,Admit Decision Time to ED Departure Time for Admitted Patients,Minutes,206,386,,01/01/2019,12/31/2019
42029F,CHARLESTON VA MEDICAL CENTER,109 BEE STREET,CHARLESTON,SC,29401,CHARLESTON,(843) 577-5011,Preventive Care,IMM-3,Healthcare workers given influenza vaccination,Percentage,79,3316,,10/01/2019,03/31/2020
42029F,CHARLESTON VA MEDICAL CENTER,109 BEE STREET,CHARLESTON,SC,29401,CHARLESTON,(843) 577-5011,Emergency Department,OP-18b,Median time from ED arrival to ED departure for discharged ED patients,Minutes,126,196,,01/01/2019,12/31/2019
42029F,CHARLESTON VA MEDICAL CENTER,109 BEE STREET,CHARLESTON,SC,29401,CHARLESTON,(843) 577-5011,Emergency Department,OP-18c,Average time patients spent in the emergency department before being sent home,Minutes,228,11,,01/01/2019,12/31/2019
42029F,CHARLESTON VA MEDICAL CENTER,109 BEE STREET,CHARLESTON,SC,29401,CHARLESTON,(843) 577-5011,Heart Attack or Chest Pain,OP-2,Fibrinolytic Therapy Received Within 30 Minutes of ED Arrival,Percentage,Not Available,Not Available,1,01/01/2019,12/31/2019
42029F,CHARLESTON VA MEDICAL CENTER,109 BEE STREET,CHARLESTON,SC,29401,CHARLESTON,(843) 577-5011,Emergency Department,OP-23,Head CT results,Percentage,Not Available,Not Available,1,01/01/2019,12/31/2019
42029F,CHARLESTON VA MEDICAL CENTER,109 BEE STREET,CHARLESTON,SC,29401,CHARLESTON,(843) 577-5011,Heart Attack or Chest Pain,OP-3b,Median Time to Transfer to Another Facility for Acute Coronary Intervention,Minutes,Not Available,Not Available,5,01/01/2019,12/31/2019
43002F,VA BLACK HILLS HEALTHCARE SYSTEM - FORT MEADE,113 COMANCHE ROAD,FORT MEADE,SD,57741,MEADE,(605) 347-2511,Emergency Department,ED-2b,Admit Decision Time to ED Departure Time for Admitted Patients,Minutes,52,275,,01/01/2019,12/31/2019
43002F,VA BLACK HILLS HEALTHCARE SYSTEM - FORT MEADE,113 COMANCHE ROAD,FORT MEADE,SD,57741,MEADE,(605) 347-2511,Preventive Care,IMM-3,Healthcare workers given influenza vaccination,Percentage,84,1207,,10/01/2019,03/31/2020
43002F,VA BLACK HILLS HEALTHCARE SYSTEM - FORT MEADE,113 COMANCHE ROAD,FORT MEADE,SD,57741,MEADE,(605) 347-2511,Emergency Department,OP-18b,Median time from ED arrival to ED departure for discharged ED patients,Minutes,Not Available,Not Available,5,01/01/2019,12/31/2019
43002F,VA BLACK HILLS HEALTHCARE SYSTEM - FORT MEADE,113 COMANCHE ROAD,FORT MEADE,SD,57741,MEADE,(605) 347-2511,Emergency Department,OP-18c,Average time patients spent in the emergency department before being sent home,Minutes,Not Available,Not Available,5,01/01/2019,12/31/2019
43002F,VA BLACK HILLS HEALTHCARE SYSTEM - FORT MEADE,113 COMANCHE ROAD,FORT MEADE,SD,57741,MEADE,(605) 347-2511,Heart Attack or Chest Pain,OP-2,Fibrinolytic Therapy Received Within 30 Minutes of ED Arrival,Percentage,Not Available,Not Available,5,01/01/2019,12/31/2019
43002F,VA BLACK HILLS HEALTHCARE SYSTEM - FORT MEADE,113 COMANCHE ROAD,FORT MEADE,SD,57741,MEADE,(605) 347-2511,Emergency Department,OP-23,Head CT results,Percentage,Not Available,Not Available,5,01/01/2019,12/31/2019
43002F,VA BLACK HILLS HEALTHCARE SYSTEM - FORT MEADE,113 COMANCHE ROAD,FORT MEADE,SD,57741,MEADE,(605) 347-2511,Heart Attack or Chest Pain,OP-3b,Median Time to Transfer to Another Facility for Acute Coronary Intervention,Minutes,Not Available,Not Available,5,01/01/2019,12/31/2019
43003F,VA BLACK HILLS HEALTHCARE SYSTEM - HOT SPRINGS,500 NORTH 5TH STREET,HOT SPRINGS,SD,57747,FALL RIVER,(605) 745-2000,Emergency Department,ED-2b,Admit Decision Time to ED Departure Time for Admitted Patients,Minutes,Not Available,Not Available,"5, 24",01/01/2019,12/31/2019
43003F,VA BLACK HILLS HEALTHCARE SYSTEM - HOT SPRINGS,500 NORTH 5TH STREET,HOT SPRINGS,SD,57747,FALL RIVER,(605) 745-2000,Preventive Care,IMM-3,Healthcare workers given influenza vaccination,Percentage,Not Available,Not Available,"5, 24",10/01/2019,03/31/2020
43003F,VA BLACK HILLS HEALTHCARE SYSTEM - HOT SPRINGS,500 NORTH 5TH STREET,HOT SPRINGS,SD,57747,FALL RIVER,(605) 745-2000,Emergency Department,OP-18b,Median time from ED arrival to ED departure for discharged ED patients,Minutes,Not Available,Not Available,"5, 24",01/01/2019,12/31/2019
43003F,VA BLACK HILLS HEALTHCARE SYSTEM - HOT SPRINGS,500 NORTH 5TH STREET,HOT SPRINGS,SD,57747,FALL RIVER,(605) 745-2000,Emergency Department,OP-18c,Average time patients spent in the emergency department before being sent home,Minutes,Not Available,Not Available,"5, 24",01/01/2019,12/31/2019
43003F,VA BLACK HILLS HEALTHCARE SYSTEM - HOT SPRINGS,500 NORTH 5TH STREET,HOT SPRINGS,SD,57747,FALL RIVER,(605) 745-2000,Heart Attack or Chest Pain,OP-2,Fibrinolytic Therapy Received Within 30 Minutes of ED Arrival,Percentage,Not Available,Not Available,"5, 24",01/01/2019,12/31/2019
43003F,VA BLACK HILLS HEALTHCARE SYSTEM - HOT SPRINGS,500 NORTH 5TH STREET,HOT SPRINGS,SD,57747,FALL RIVER,(605) 745-2000,Emergency Department,OP-23,Head CT results,Percentage,Not Available,Not Available,"5, 24",01/01/2019,12/31/2019
43003F,VA BLACK HILLS HEALTHCARE SYSTEM - HOT SPRINGS,500 NORTH 5TH STREET,HOT SPRINGS,SD,57747,FALL RIVER,(605) 745-2000,Heart Attack or Chest Pain,OP-3b,Median Time to Transfer to Another Facility for Acute Coronary Intervention,Minutes,Not Available,Not Available,"5, 24",01/01/2019,12/31/2019
43005F,SIOUX FALLS VA MEDICAL CENTER,2501 WEST 22ND STREET,SIOUX FALLS,SD,57117,MINNEHAHA,(605) 336-3230,Emergency Department,ED-2b,Admit Decision Time to ED Departure Time for Admitted Patients,Minutes,134,310,,01/01/2019,12/31/2019
43005F,SIOUX FALLS VA MEDICAL CENTER,2501 WEST 22ND STREET,SIOUX FALLS,SD,57117,MINNEHAHA,(605) 336-3230,Preventive Care,IMM-3,Healthcare workers given influenza vaccination,Percentage,95,1247,,10/01/2019,03/31/2020
43005F,SIOUX FALLS VA MEDICAL CENTER,2501 WEST 22ND STREET,SIOUX FALLS,SD,57117,MINNEHAHA,(605) 336-3230,Emergency Department,OP-18b,Median time from ED arrival to ED departure for discharged ED patients,Minutes,Not Available,Not Available,5,01/01/2019,12/31/2019
43005F,SIOUX FALLS VA MEDICAL CENTER,2501 WEST 22ND STREET,SIOUX FALLS,SD,57117,MINNEHAHA,(605) 336-3230,Emergency Department,OP-18c,Average time patients spent in the emergency department before being sent home,Minutes,Not Available,Not Available,5,01/01/2019,12/31/2019
43005F,SIOUX FALLS VA MEDICAL CENTER,2501 WEST 22ND STREET,SIOUX FALLS,SD,57117,MINNEHAHA,(605) 336-3230,Heart Attack or Chest Pain,OP-2,Fibrinolytic Therapy Received Within 30 Minutes of ED Arrival,Percentage,Not Available,Not Available,5,01/01/2019,12/31/2019
43005F,SIOUX FALLS VA MEDICAL CENTER,2501 WEST 22ND STREET,SIOUX FALLS,SD,57117,MINNEHAHA,(605) 336-3230,Emergency Department,OP-23,Head CT results,Percentage,Not Available,Not Available,5,01/01/2019,12/31/2019
43005F,SIOUX FALLS VA MEDICAL CENTER,2501 WEST 22ND STREET,SIOUX FALLS,SD,57117,MINNEHAHA,(605) 336-3230,Heart Attack or Chest Pain,OP-3b,Median Time to Transfer to Another Facility for Acute Coronary Intervention,Minutes,Not Available,Not Available,5,01/01/2019,12/31/2019
44013F,MEMPHIS VA MEDICAL CENTER,1030 JEFFERSON AVENUE,MEMPHIS,TN,38104,SHELBY,(901) 577-7200,Emergency Department,ED-2b,Admit Decision Time to ED Departure Time for Admitted Patients,Minutes,273,577,,01/01/2019,12/31/2019
44013F,MEMPHIS VA MEDICAL CENTER,1030 JEFFERSON AVENUE,MEMPHIS,TN,38104,SHELBY,(901) 577-7200,Preventive Care,IMM-3,Healthcare workers given influenza vaccination,Percentage,69,2788,,10/01/2019,03/31/2020
44013F,MEMPHIS VA MEDICAL CENTER,1030 JEFFERSON AVENUE,MEMPHIS,TN,38104,SHELBY,(901) 577-7200,Emergency Department,OP-18b,Median time from ED arrival to ED departure for discharged ED patients,Minutes,252,84,,01/01/2019,12/31/2019
44013F,MEMPHIS VA MEDICAL CENTER,1030 JEFFERSON AVENUE,MEMPHIS,TN,38104,SHELBY,(901) 577-7200,Emergency Department,OP-18c,Average time patients spent in the emergency department before being sent home,Minutes,347,21,,01/01/2019,12/31/2019
44013F,MEMPHIS VA MEDICAL CENTER,1030 JEFFERSON AVENUE,MEMPHIS,TN,38104,SHELBY,(901) 577-7200,Heart Attack or Chest Pain,OP-2,Fibrinolytic Therapy Received Within 30 Minutes of ED Arrival,Percentage,Not Available,Not Available,5,01/01/2019,12/31/2019
44013F,MEMPHIS VA MEDICAL CENTER,1030 JEFFERSON AVENUE,MEMPHIS,TN,38104,SHELBY,(901) 577-7200,Emergency Department,OP-23,Head CT results,Percentage,36,11,,01/01/2019,12/31/2019
44013F,MEMPHIS VA MEDICAL CENTER,1030 JEFFERSON AVENUE,MEMPHIS,TN,38104,SHELBY,(901) 577-7200,Heart Attack or Chest Pain,OP-3b,Median Time to Transfer to Another Facility for Acute Coronary Intervention,Minutes,Not Available,Not Available,5,01/01/2019,12/31/2019
44016F,MOUNTAIN HOME VA MEDICAL CENTER,CORNER OF LAMONT STREET AND VETERANS WAY,MOUNTAIN HOME,TN,37684,WASHINGTON,(423) 926-1171,Emergency Department,ED-2b,Admit Decision Time to ED Departure Time for Admitted Patients,Minutes,69,515,,01/01/2019,12/31/2019
44016F,MOUNTAIN HOME VA MEDICAL CENTER,CORNER OF LAMONT STREET AND VETERANS WAY,MOUNTAIN HOME,TN,37684,WASHINGTON,(423) 926-1171,Preventive Care,IMM-3,Healthcare workers given influenza vaccination,Percentage,68,2666,,10/01/2019,03/31/2020
44016F,MOUNTAIN HOME VA MEDICAL CENTER,CORNER OF LAMONT STREET AND VETERANS WAY,MOUNTAIN HOME,TN,37684,WASHINGTON,(423) 926-1171,Emergency Department,OP-18b,Median time from ED arrival to ED departure for discharged ED patients,Minutes,Not Available,Not Available,5,01/01/2019,12/31/2019
44016F,MOUNTAIN HOME VA MEDICAL CENTER,CORNER OF LAMONT STREET AND VETERANS WAY,MOUNTAIN HOME,TN,37684,WASHINGTON,(423) 926-1171,Emergency Department,OP-18c,Average time patients spent in the emergency department before being sent home,Minutes,Not Available,Not Available,5,01/01/2019,12/31/2019
44016F,MOUNTAIN HOME VA MEDICAL CENTER,CORNER OF LAMONT STREET AND VETERANS WAY,MOUNTAIN HOME,TN,37684,WASHINGTON,(423) 926-1171,Heart Attack or Chest Pain,OP-2,Fibrinolytic Therapy Received Within 30 Minutes of ED Arrival,Percentage,Not Available,Not Available,5,01/01/2019,12/31/2019
44016F,MOUNTAIN HOME VA MEDICAL CENTER,CORNER OF LAMONT STREET AND VETERANS WAY,MOUNTAIN HOME,TN,37684,WASHINGTON,(423) 926-1171,Emergency Department,OP-23,Head CT results,Percentage,Not Available,Not Available,5,01/01/2019,12/31/2019
44016F,MOUNTAIN HOME VA MEDICAL CENTER,CORNER OF LAMONT STREET AND VETERANS WAY,MOUNTAIN HOME,TN,37684,WASHINGTON,(423) 926-1171,Heart Attack or Chest Pain,OP-3b,Median Time to Transfer to Another Facility for Acute Coronary Intervention,Minutes,Not Available,Not Available,5,01/01/2019,12/31/2019
44017F,VA MIDDLE TENNESSEE HEALTHCARE SYSTEM - MURFREESBORO,3400 LEBANON PIKE,MURFREESBORO,TN,37129,RUTHERFORD,(615) 867-6000,Emergency Department,ED-2b,Admit Decision Time to ED Departure Time for Admitted Patients,Minutes,Not Available,Not Available,"5, 24",01/01/2019,12/31/2019
44017F,VA MIDDLE TENNESSEE HEALTHCARE SYSTEM - MURFREESBORO,3400 LEBANON PIKE,MURFREESBORO,TN,37129,RUTHERFORD,(615) 867-6000,Preventive Care,IMM-3,Healthcare workers given influenza vaccination,Percentage,Not Available,Not Available,"5, 24",10/01/2019,03/31/2020
44017F,VA MIDDLE TENNESSEE HEALTHCARE SYSTEM - MURFREESBORO,3400 LEBANON PIKE,MURFREESBORO,TN,37129,RUTHERFORD,(615) 867-6000,Emergency Department,OP-18b,Median time from ED arrival to ED departure for discharged ED patients,Minutes,Not Available,Not Available,"5, 24",01/01/2019,12/31/2019
44017F,VA MIDDLE TENNESSEE HEALTHCARE SYSTEM - MURFREESBORO,3400 LEBANON PIKE,MURFREESBORO,TN,37129,RUTHERFORD,(615) 867-6000,Emergency Department,OP-18c,Average time patients spent in the emergency department before being sent home,Minutes,Not Available,Not Available,"5, 24",01/01/2019,12/31/2019
44017F,VA MIDDLE TENNESSEE HEALTHCARE SYSTEM - MURFREESBORO,3400 LEBANON PIKE,MURFREESBORO,TN,37129,RUTHERFORD,(615) 867-6000,Heart Attack or Chest Pain,OP-2,Fibrinolytic Therapy Received Within 30 Minutes of ED Arrival,Percentage,Not Available,Not Available,"5, 24",01/01/2019,12/31/2019
44017F,VA MIDDLE TENNESSEE HEALTHCARE SYSTEM - MURFREESBORO,3400 LEBANON PIKE,MURFREESBORO,TN,37129,RUTHERFORD,(615) 867-6000,Emergency Department,OP-23,Head CT results,Percentage,Not Available,Not Available,"5, 24",01/01/2019,12/31/2019
44017F,VA MIDDLE TENNESSEE HEALTHCARE SYSTEM - MURFREESBORO,3400 LEBANON PIKE,MURFREESBORO,TN,37129,RUTHERFORD,(615) 867-6000,Heart Attack or Chest Pain,OP-3b,Median Time to Transfer to Another Facility for Acute Coronary Intervention,Minutes,Not Available,Not Available,"5, 24",01/01/2019,12/31/2019
44018F,VA MIDDLE TENNESSEE HEALTHCARE SYSTEM,1310 24TH AVENUE SOUTH,NASHVILLE,TN,37212,DAVIDSON,(615) 327-5332,Emergency Department,ED-2b,Admit Decision Time to ED Departure Time for Admitted Patients,Minutes,228,416,,01/01/2019,12/31/2019
44018F,VA MIDDLE TENNESSEE HEALTHCARE SYSTEM,1310 24TH AVENUE SOUTH,NASHVILLE,TN,37212,DAVIDSON,(615) 327-5332,Preventive Care,IMM-3,Healthcare workers given influenza vaccination,Percentage,71,4948,,10/01/2019,03/31/2020
44018F,VA MIDDLE TENNESSEE HEALTHCARE SYSTEM,1310 24TH AVENUE SOUTH,NASHVILLE,TN,37212,DAVIDSON,(615) 327-5332,Emergency Department,OP-18b,Median time from ED arrival to ED departure for discharged ED patients,Minutes,234,250,,01/01/2019,12/31/2019
44018F,VA MIDDLE TENNESSEE HEALTHCARE SYSTEM,1310 24TH AVENUE SOUTH,NASHVILLE,TN,37212,DAVIDSON,(615) 327-5332,Emergency Department,OP-18c,Average time patients spent in the emergency department before being sent home,Minutes,354,22,,01/01/2019,12/31/2019
44018F,VA MIDDLE TENNESSEE HEALTHCARE SYSTEM,1310 24TH AVENUE SOUTH,NASHVILLE,TN,37212,DAVIDSON,(615) 327-5332,Heart Attack or Chest Pain,OP-2,Fibrinolytic Therapy Received Within 30 Minutes of ED Arrival,Percentage,Not Available,Not Available,5,01/01/2019,12/31/2019
44018F,VA MIDDLE TENNESSEE HEALTHCARE SYSTEM,1310 24TH AVENUE SOUTH,NASHVILLE,TN,37212,DAVIDSON,(615) 327-5332,Emergency Department,OP-23,Head CT results,Percentage,Not Available,Not Available,1,01/01/2019,12/31/2019
44018F,VA MIDDLE TENNESSEE HEALTHCARE SYSTEM,1310 24TH AVENUE SOUTH,NASHVILLE,TN,37212,DAVIDSON,(615) 327-5332,Heart Attack or Chest Pain,OP-3b,Median Time to Transfer to Another Facility for Acute Coronary Intervention,Minutes,Not Available,Not Available,1,01/01/2019,12/31/2019
45060F,VA AMARILLO HEALTHCARE SYSTEM,6010 AMARILLO BLVD. WEST,AMARILLO,TX,79106,POTTER,(806) 355-9703,Emergency Department,ED-2b,Admit Decision Time to ED Departure Time for Admitted Patients,Minutes,63,491,,01/01/2019,12/31/2019
45060F,VA AMARILLO HEALTHCARE SYSTEM,6010 AMARILLO BLVD. WEST,AMARILLO,TX,79106,POTTER,(806) 355-9703,Preventive Care,IMM-3,Healthcare workers given influenza vaccination,Percentage,91,1399,,10/01/2019,03/31/2020
