"State","Measure ID","Measure Name","Number of Hospitals Worse","Number of Hospitals Same","Number of Hospitals Better","Number of Hospitals Too Few","Footnote","Start Date","End Date","Number of Hospitals Fewer","Number of Hospitals Average","Number of Hospitals More","Number of Hospitals Too Small"
NH,READM_30_HIP_KNEE,Rate of readmission after hip/knee replacement,0,21,0,3,,07/01/2016,06/30/2019,Not Applicable,Not Applicable,Not Applicable,Not Applicable
NH,READM_30_HOSP_WIDE,Rate of readmission after discharge from hospital (hospital-wide),0,26,0,0,,07/01/2018,06/30/2019,Not Applicable,Not Applicable,Not Applicable,Not Applicable
NH,READM_30_PN,Pneumonia (PN) 30-Day Readmission Rate,0,26,0,0,,07/01/2016,06/30/2019,Not Applicable,Not Applicable,Not Applicable,Not Applicable
NJ,EDAC_30_AMI,Hospital return days for heart attack patients,Not Applicable,Not Applicable,Not Applicable,Not Applicable,,07/01/2016,06/30/2019,0,31,30,4
NJ,EDAC_30_HF,Hospital return days for heart failure patients,Not Applicable,Not Applicable,Not Applicable,Not Applicable,,07/01/2016,06/30/2019,1,24,40,0
NJ,EDAC_30_PN,Hospital return days for pneumonia patients,Not Applicable,Not Applicable,Not Applicable,Not Applicable,,07/01/2016,06/30/2019,0,15,50,0
NJ,OP_32,"Rate of unplanned hospital visits after colonoscopy (per 1,000 colonoscopies)",0,63,0,0,,01/01/2016,12/31/2018,Not Applicable,Not Applicable,Not Applicable,Not Applicable
NJ,OP_35_ADM,Rate of inpatient admissions for patients receiving outpatient chemotherapy,6,34,0,20,,01/01/2018,12/31/2018,Not Applicable,Not Applicable,Not Applicable,Not Applicable
NJ,OP_35_ED,Rate of emergency department (ED) visits for patients receiving outpatient chemotherapy,0,39,1,20,,01/01/2018,12/31/2018,Not Applicable,Not Applicable,Not Applicable,Not Applicable
NJ,OP_36,Ratio of unplanned hospital visits after hospital outpatient surgery,1,51,8,4,,01/01/2018,12/31/2018,Not Applicable,Not Applicable,Not Applicable,Not Applicable
NJ,READM_30_AMI,Acute Myocardial Infarction (AMI) 30-Day Readmission Rate,0,61,0,4,,07/01/2016,06/30/2019,Not Applicable,Not Applicable,Not Applicable,Not Applicable
NJ,READM_30_CABG,Rate of readmission for CABG,0,17,0,1,,07/01/2016,06/30/2019,Not Applicable,Not Applicable,Not Applicable,Not Applicable
NJ,READM_30_COPD,Rate of readmission for chronic obstructive pulmonary disease (COPD) patients,1,64,0,0,,07/01/2016,06/30/2019,Not Applicable,Not Applicable,Not Applicable,Not Applicable
NJ,READM_30_HF,Heart failure (HF) 30-Day Readmission Rate,3,60,2,0,,07/01/2016,06/30/2019,Not Applicable,Not Applicable,Not Applicable,Not Applicable
NJ,READM_30_HIP_KNEE,Rate of readmission after hip/knee replacement,1,48,1,12,,07/01/2016,06/30/2019,Not Applicable,Not Applicable,Not Applicable,Not Applicable
NJ,READM_30_HOSP_WIDE,Rate of readmission after discharge from hospital (hospital-wide),14,49,2,0,,07/01/2018,06/30/2019,Not Applicable,Not Applicable,Not Applicable,Not Applicable
NJ,READM_30_PN,Pneumonia (PN) 30-Day Readmission Rate,7,57,1,0,,07/01/2016,06/30/2019,Not Applicable,Not Applicable,Not Applicable,Not Applicable
NM,EDAC_30_AMI,Hospital return days for heart attack patients,Not Applicable,Not Applicable,Not Applicable,Not Applicable,,07/01/2016,06/30/2019,4,7,1,23
NM,EDAC_30_HF,Hospital return days for heart failure patients,Not Applicable,Not Applicable,Not Applicable,Not Applicable,,07/01/2016,06/30/2019,1,29,1,9
NM,EDAC_30_PN,Hospital return days for pneumonia patients,Not Applicable,Not Applicable,Not Applicable,Not Applicable,,07/01/2016,06/30/2019,5,27,4,5
NM,OP_32,"Rate of unplanned hospital visits after colonoscopy (per 1,000 colonoscopies)",0,27,0,5,,01/01/2016,12/31/2018,Not Applicable,Not Applicable,Not Applicable,Not Applicable
NM,OP_35_ADM,Rate of inpatient admissions for patients receiving outpatient chemotherapy,0,11,0,14,,01/01/2018,12/31/2018,Not Applicable,Not Applicable,Not Applicable,Not Applicable
NM,OP_35_ED,Rate of emergency department (ED) visits for patients receiving outpatient chemotherapy,0,11,0,14,,01/01/2018,12/31/2018,Not Applicable,Not Applicable,Not Applicable,Not Applicable
NM,OP_36,Ratio of unplanned hospital visits after hospital outpatient surgery,2,19,1,9,,01/01/2018,12/31/2018,Not Applicable,Not Applicable,Not Applicable,Not Applicable
NM,READM_30_AMI,Acute Myocardial Infarction (AMI) 30-Day Readmission Rate,0,12,0,23,,07/01/2016,06/30/2019,Not Applicable,Not Applicable,Not Applicable,Not Applicable
NM,READM_30_CABG,Rate of readmission for CABG,0,5,0,0,,07/01/2016,06/30/2019,Not Applicable,Not Applicable,Not Applicable,Not Applicable
NM,READM_30_COPD,Rate of readmission for chronic obstructive pulmonary disease (COPD) patients,0,32,0,9,,07/01/2016,06/30/2019,Not Applicable,Not Applicable,Not Applicable,Not Applicable
NM,READM_30_HF,Heart failure (HF) 30-Day Readmission Rate,0,29,2,9,,07/01/2016,06/30/2019,Not Applicable,Not Applicable,Not Applicable,Not Applicable
NM,READM_30_HIP_KNEE,Rate of readmission after hip/knee replacement,0,18,0,8,,07/01/2016,06/30/2019,Not Applicable,Not Applicable,Not Applicable,Not Applicable
NM,READM_30_HOSP_WIDE,Rate of readmission after discharge from hospital (hospital-wide),0,39,1,2,,07/01/2018,06/30/2019,Not Applicable,Not Applicable,Not Applicable,Not Applicable
NM,READM_30_PN,Pneumonia (PN) 30-Day Readmission Rate,0,34,2,5,,07/01/2016,06/30/2019,Not Applicable,Not Applicable,Not Applicable,Not Applicable
NV,EDAC_30_AMI,Hospital return days for heart attack patients,Not Applicable,Not Applicable,Not Applicable,Not Applicable,,07/01/2016,06/30/2019,2,16,3,10
NV,EDAC_30_HF,Hospital return days for heart failure patients,Not Applicable,Not Applicable,Not Applicable,Not Applicable,,07/01/2016,06/30/2019,5,17,7,7
NV,EDAC_30_PN,Hospital return days for pneumonia patients,Not Applicable,Not Applicable,Not Applicable,Not Applicable,,07/01/2016,06/30/2019,1,17,14,6
NV,OP_32,"Rate of unplanned hospital visits after colonoscopy (per 1,000 colonoscopies)",0,23,0,3,,01/01/2016,12/31/2018,Not Applicable,Not Applicable,Not Applicable,Not Applicable
NV,OP_35_ADM,Rate of inpatient admissions for patients receiving outpatient chemotherapy,1,6,0,19,,01/01/2018,12/31/2018,Not Applicable,Not Applicable,Not Applicable,Not Applicable
NV,OP_35_ED,Rate of emergency department (ED) visits for patients receiving outpatient chemotherapy,1,6,0,19,,01/01/2018,12/31/2018,Not Applicable,Not Applicable,Not Applicable,Not Applicable
NV,OP_36,Ratio of unplanned hospital visits after hospital outpatient surgery,3,20,0,5,,01/01/2018,12/31/2018,Not Applicable,Not Applicable,Not Applicable,Not Applicable
NV,READM_30_AMI,Acute Myocardial Infarction (AMI) 30-Day Readmission Rate,0,21,0,10,,07/01/2016,06/30/2019,Not Applicable,Not Applicable,Not Applicable,Not Applicable
NV,READM_30_CABG,Rate of readmission for CABG,1,11,0,0,,07/01/2016,06/30/2019,Not Applicable,Not Applicable,Not Applicable,Not Applicable
NV,READM_30_COPD,Rate of readmission for chronic obstructive pulmonary disease (COPD) patients,1,29,0,6,,07/01/2016,06/30/2019,Not Applicable,Not Applicable,Not Applicable,Not Applicable
NV,READM_30_HF,Heart failure (HF) 30-Day Readmission Rate,4,24,1,7,,07/01/2016,06/30/2019,Not Applicable,Not Applicable,Not Applicable,Not Applicable
NV,READM_30_HIP_KNEE,Rate of readmission after hip/knee replacement,0,23,0,3,,07/01/2016,06/30/2019,Not Applicable,Not Applicable,Not Applicable,Not Applicable
NV,READM_30_HOSP_WIDE,Rate of readmission after discharge from hospital (hospital-wide),8,25,1,3,,07/01/2018,06/30/2019,Not Applicable,Not Applicable,Not Applicable,Not Applicable
NV,READM_30_PN,Pneumonia (PN) 30-Day Readmission Rate,5,27,0,6,,07/01/2016,06/30/2019,Not Applicable,Not Applicable,Not Applicable,Not Applicable
NY,EDAC_30_AMI,Hospital return days for heart attack patients,Not Applicable,Not Applicable,Not Applicable,Not Applicable,,07/01/2016,06/30/2019,3,51,49,58
NY,EDAC_30_HF,Hospital return days for heart failure patients,Not Applicable,Not Applicable,Not Applicable,Not Applicable,,07/01/2016,06/30/2019,2,60,95,14
NY,EDAC_30_PN,Hospital return days for pneumonia patients,Not Applicable,Not Applicable,Not Applicable,Not Applicable,,07/01/2016,06/30/2019,6,45,113,11
NY,OP_32,"Rate of unplanned hospital visits after colonoscopy (per 1,000 colonoscopies)",0,146,1,4,,01/01/2016,12/31/2018,Not Applicable,Not Applicable,Not Applicable,Not Applicable
NY,OP_35_ADM,Rate of inpatient admissions for patients receiving outpatient chemotherapy,3,66,1,71,,01/01/2018,12/31/2018,Not Applicable,Not Applicable,Not Applicable,Not Applicable
NY,OP_35_ED,Rate of emergency department (ED) visits for patients receiving outpatient chemotherapy,0,66,4,71,,01/01/2018,12/31/2018,Not Applicable,Not Applicable,Not Applicable,Not Applicable
NY,OP_36,Ratio of unplanned hospital visits after hospital outpatient surgery,5,116,4,23,,01/01/2018,12/31/2018,Not Applicable,Not Applicable,Not Applicable,Not Applicable
NY,READM_30_AMI,Acute Myocardial Infarction (AMI) 30-Day Readmission Rate,0,103,0,58,,07/01/2016,06/30/2019,Not Applicable,Not Applicable,Not Applicable,Not Applicable
NY,READM_30_CABG,Rate of readmission for CABG,1,31,0,4,,07/01/2016,06/30/2019,Not Applicable,Not Applicable,Not Applicable,Not Applicable
NY,READM_30_COPD,Rate of readmission for chronic obstructive pulmonary disease (COPD) patients,5,151,0,13,,07/01/2016,06/30/2019,Not Applicable,Not Applicable,Not Applicable,Not Applicable
NY,READM_30_HF,Heart failure (HF) 30-Day Readmission Rate,13,144,0,14,,07/01/2016,06/30/2019,Not Applicable,Not Applicable,Not Applicable,Not Applicable
NY,READM_30_HIP_KNEE,Rate of readmission after hip/knee replacement,0,96,3,36,,07/01/2016,06/30/2019,Not Applicable,Not Applicable,Not Applicable,Not Applicable
NY,READM_30_HOSP_WIDE,Rate of readmission after discharge from hospital (hospital-wide),39,120,4,6,,07/01/2018,06/30/2019,Not Applicable,Not Applicable,Not Applicable,Not Applicable
NY,READM_30_PN,Pneumonia (PN) 30-Day Readmission Rate,22,142,0,11,,07/01/2016,06/30/2019,Not Applicable,Not Applicable,Not Applicable,Not Applicable
OH,EDAC_30_AMI,Hospital return days for heart attack patients,Not Applicable,Not Applicable,Not Applicable,Not Applicable,,07/01/2016,06/30/2019,6,64,15,64
OH,EDAC_30_HF,Hospital return days for heart failure patients,Not Applicable,Not Applicable,Not Applicable,Not Applicable,,07/01/2016,06/30/2019,24,103,19,8
OH,EDAC_30_PN,Hospital return days for pneumonia patients,Not Applicable,Not Applicable,Not Applicable,Not Applicable,,07/01/2016,06/30/2019,25,98,28,5
OH,OP_32,"Rate of unplanned hospital visits after colonoscopy (per 1,000 colonoscopies)",1,147,0,6,,01/01/2016,12/31/2018,Not Applicable,Not Applicable,Not Applicable,Not Applicable
OH,OP_35_ADM,Rate of inpatient admissions for patients receiving outpatient chemotherapy,2,69,0,74,,01/01/2018,12/31/2018,Not Applicable,Not Applicable,Not Applicable,Not Applicable
OH,OP_35_ED,Rate of emergency department (ED) visits for patients receiving outpatient chemotherapy,0,70,1,74,,01/01/2018,12/31/2018,Not Applicable,Not Applicable,Not Applicable,Not Applicable
OH,OP_36,Ratio of unplanned hospital visits after hospital outpatient surgery,8,124,5,20,,01/01/2018,12/31/2018,Not Applicable,Not Applicable,Not Applicable,Not Applicable
OH,READM_30_AMI,Acute Myocardial Infarction (AMI) 30-Day Readmission Rate,2,82,1,64,,07/01/2016,06/30/2019,Not Applicable,Not Applicable,Not Applicable,Not Applicable
OH,READM_30_CABG,Rate of readmission for CABG,0,51,0,6,,07/01/2016,06/30/2019,Not Applicable,Not Applicable,Not Applicable,Not Applicable
OH,READM_30_COPD,Rate of readmission for chronic obstructive pulmonary disease (COPD) patients,1,146,0,9,,07/01/2016,06/30/2019,Not Applicable,Not Applicable,Not Applicable,Not Applicable
OH,READM_30_HF,Heart failure (HF) 30-Day Readmission Rate,3,140,3,8,,07/01/2016,06/30/2019,Not Applicable,Not Applicable,Not Applicable,Not Applicable
OH,READM_30_HIP_KNEE,Rate of readmission after hip/knee replacement,0,132,2,13,,07/01/2016,06/30/2019,Not Applicable,Not Applicable,Not Applicable,Not Applicable
OH,READM_30_HOSP_WIDE,Rate of readmission after discharge from hospital (hospital-wide),8,148,5,3,,07/01/2018,06/30/2019,Not Applicable,Not Applicable,Not Applicable,Not Applicable
OH,READM_30_PN,Pneumonia (PN) 30-Day Readmission Rate,3,147,1,5,,07/01/2016,06/30/2019,Not Applicable,Not Applicable,Not Applicable,Not Applicable
OK,EDAC_30_AMI,Hospital return days for heart attack patients,Not Applicable,Not Applicable,Not Applicable,Not Applicable,,07/01/2016,06/30/2019,5,22,5,57
OK,EDAC_30_HF,Hospital return days for heart failure patients,Not Applicable,Not Applicable,Not Applicable,Not Applicable,,07/01/2016,06/30/2019,12,56,9,41
OK,EDAC_30_PN,Hospital return days for pneumonia patients,Not Applicable,Not Applicable,Not Applicable,Not Applicable,,07/01/2016,06/30/2019,24,65,13,18
OK,OP_32,"Rate of unplanned hospital visits after colonoscopy (per 1,000 colonoscopies)",0,80,0,10,,01/01/2016,12/31/2018,Not Applicable,Not Applicable,Not Applicable,Not Applicable
OK,OP_35_ADM,Rate of inpatient admissions for patients receiving outpatient chemotherapy,1,21,0,49,,01/01/2018,12/31/2018,Not Applicable,Not Applicable,Not Applicable,Not Applicable
OK,OP_35_ED,Rate of emergency department (ED) visits for patients receiving outpatient chemotherapy,2,20,0,49,,01/01/2018,12/31/2018,Not Applicable,Not Applicable,Not Applicable,Not Applicable
OK,OP_36,Ratio of unplanned hospital visits after hospital outpatient surgery,3,55,3,26,,01/01/2018,12/31/2018,Not Applicable,Not Applicable,Not Applicable,Not Applicable
OK,READM_30_AMI,Acute Myocardial Infarction (AMI) 30-Day Readmission Rate,1,31,0,57,,07/01/2016,06/30/2019,Not Applicable,Not Applicable,Not Applicable,Not Applicable
OK,READM_30_CABG,Rate of readmission for CABG,0,15,0,3,,07/01/2016,06/30/2019,Not Applicable,Not Applicable,Not Applicable,Not Applicable
OK,READM_30_COPD,Rate of readmission for chronic obstructive pulmonary disease (COPD) patients,0,86,1,31,,07/01/2016,06/30/2019,Not Applicable,Not Applicable,Not Applicable,Not Applicable
OK,READM_30_HF,Heart failure (HF) 30-Day Readmission Rate,0,75,2,41,,07/01/2016,06/30/2019,Not Applicable,Not Applicable,Not Applicable,Not Applicable
OK,READM_30_HIP_KNEE,Rate of readmission after hip/knee replacement,0,49,0,11,,07/01/2016,06/30/2019,Not Applicable,Not Applicable,Not Applicable,Not Applicable
OK,READM_30_HOSP_WIDE,Rate of readmission after discharge from hospital (hospital-wide),6,103,7,11,,07/01/2018,06/30/2019,Not Applicable,Not Applicable,Not Applicable,Not Applicable
OK,READM_30_PN,Pneumonia (PN) 30-Day Readmission Rate,0,101,1,18,,07/01/2016,06/30/2019,Not Applicable,Not Applicable,Not Applicable,Not Applicable
OR,EDAC_30_AMI,Hospital return days for heart attack patients,Not Applicable,Not Applicable,Not Applicable,Not Applicable,,07/01/2016,06/30/2019,6,17,0,34
OR,EDAC_30_HF,Hospital return days for heart failure patients,Not Applicable,Not Applicable,Not Applicable,Not Applicable,,07/01/2016,06/30/2019,12,41,1,6
OR,EDAC_30_PN,Hospital return days for pneumonia patients,Not Applicable,Not Applicable,Not Applicable,Not Applicable,,07/01/2016,06/30/2019,18,34,5,4
OR,OP_32,"Rate of unplanned hospital visits after colonoscopy (per 1,000 colonoscopies)",0,45,0,4,,01/01/2016,12/31/2018,Not Applicable,Not Applicable,Not Applicable,Not Applicable
OR,OP_35_ADM,Rate of inpatient admissions for patients receiving outpatient chemotherapy,0,24,0,26,,01/01/2018,12/31/2018,Not Applicable,Not Applicable,Not Applicable,Not Applicable
OR,OP_35_ED,Rate of emergency department (ED) visits for patients receiving outpatient chemotherapy,0,24,0,26,,01/01/2018,12/31/2018,Not Applicable,Not Applicable,Not Applicable,Not Applicable
OR,OP_36,Ratio of unplanned hospital visits after hospital outpatient surgery,2,31,1,18,,01/01/2018,12/31/2018,Not Applicable,Not Applicable,Not Applicable,Not Applicable
OR,READM_30_AMI,Acute Myocardial Infarction (AMI) 30-Day Readmission Rate,0,21,2,34,,07/01/2016,06/30/2019,Not Applicable,Not Applicable,Not Applicable,Not Applicable
OR,READM_30_CABG,Rate of readmission for CABG,0,9,1,2,,07/01/2016,06/30/2019,Not Applicable,Not Applicable,Not Applicable,Not Applicable
OR,READM_30_COPD,Rate of readmission for chronic obstructive pulmonary disease (COPD) patients,0,52,0,9,,07/01/2016,06/30/2019,Not Applicable,Not Applicable,Not Applicable,Not Applicable
OR,READM_30_HF,Heart failure (HF) 30-Day Readmission Rate,0,50,4,6,,07/01/2016,06/30/2019,Not Applicable,Not Applicable,Not Applicable,Not Applicable
OR,READM_30_HIP_KNEE,Rate of readmission after hip/knee replacement,0,40,0,7,,07/01/2016,06/30/2019,Not Applicable,Not Applicable,Not Applicable,Not Applicable
OR,READM_30_HOSP_WIDE,Rate of readmission after discharge from hospital (hospital-wide),0,53,6,2,,07/01/2018,06/30/2019,Not Applicable,Not Applicable,Not Applicable,Not Applicable
OR,READM_30_PN,Pneumonia (PN) 30-Day Readmission Rate,0,57,0,4,,07/01/2016,06/30/2019,Not Applicable,Not Applicable,Not Applicable,Not Applicable
PA,EDAC_30_AMI,Hospital return days for heart attack patients,Not Applicable,Not Applicable,Not Applicable,Not Applicable,,07/01/2016,06/30/2019,11,72,17,56
PA,EDAC_30_HF,Hospital return days for heart failure patients,Not Applicable,Not Applicable,Not Applicable,Not Applicable,,07/01/2016,06/30/2019,19,114,19,9
PA,EDAC_30_PN,Hospital return days for pneumonia patients,Not Applicable,Not Applicable,Not Applicable,Not Applicable,,07/01/2016,06/30/2019,16,105,35,5
PA,OP_32,"Rate of unplanned hospital visits after colonoscopy (per 1,000 colonoscopies)",2,148,0,6,,01/01/2016,12/31/2018,Not Applicable,Not Applicable,Not Applicable,Not Applicable
PA,OP_35_ADM,Rate of inpatient admissions for patients receiving outpatient chemotherapy,3,84,1,58,,01/01/2018,12/31/2018,Not Applicable,Not Applicable,Not Applicable,Not Applicable
PA,OP_35_ED,Rate of emergency department (ED) visits for patients receiving outpatient chemotherapy,1,83,4,58,,01/01/2018,12/31/2018,Not Applicable,Not Applicable,Not Applicable,Not Applicable
PA,OP_36,Ratio of unplanned hospital visits after hospital outpatient surgery,5,128,12,15,,01/01/2018,12/31/2018,Not Applicable,Not Applicable,Not Applicable,Not Applicable
PA,READM_30_AMI,Acute Myocardial Infarction (AMI) 30-Day Readmission Rate,0,100,0,56,,07/01/2016,06/30/2019,Not Applicable,Not Applicable,Not Applicable,Not Applicable
PA,READM_30_CABG,Rate of readmission for CABG,0,53,0,6,,07/01/2016,06/30/2019,Not Applicable,Not Applicable,Not Applicable,Not Applicable
PA,READM_30_COPD,Rate of readmission for chronic obstructive pulmonary disease (COPD) patients,1,152,0,7,,07/01/2016,06/30/2019,Not Applicable,Not Applicable,Not Applicable,Not Applicable
PA,READM_30_HF,Heart failure (HF) 30-Day Readmission Rate,2,144,6,9,,07/01/2016,06/30/2019,Not Applicable,Not Applicable,Not Applicable,Not Applicable
PA,READM_30_HIP_KNEE,Rate of readmission after hip/knee replacement,5,119,1,25,,07/01/2016,06/30/2019,Not Applicable,Not Applicable,Not Applicable,Not Applicable
PA,READM_30_HOSP_WIDE,Rate of readmission after discharge from hospital (hospital-wide),10,147,7,5,,07/01/2018,06/30/2019,Not Applicable,Not Applicable,Not Applicable,Not Applicable
PA,READM_30_PN,Pneumonia (PN) 30-Day Readmission Rate,4,151,1,5,,07/01/2016,06/30/2019,Not Applicable,Not Applicable,Not Applicable,Not Applicable
PR,EDAC_30_AMI,Hospital return days for heart attack patients,Not Applicable,Not Applicable,Not Applicable,Not Applicable,,07/01/2016,06/30/2019,0,5,4,36
PR,EDAC_30_HF,Hospital return days for heart failure patients,Not Applicable,Not Applicable,Not Applicable,Not Applicable,,07/01/2016,06/30/2019,1,8,14,24
PR,EDAC_30_PN,Hospital return days for pneumonia patients,Not Applicable,Not Applicable,Not Applicable,Not Applicable,,07/01/2016,06/30/2019,0,10,16,24
PR,OP_32,"Rate of unplanned hospital visits after colonoscopy (per 1,000 colonoscopies)",0,12,0,22,,01/01/2016,12/31/2018,Not Applicable,Not Applicable,Not Applicable,Not Applicable
PR,OP_35_ADM,Rate of inpatient admissions for patients receiving outpatient chemotherapy,0,1,0,17,,01/01/2018,12/31/2018,Not Applicable,Not Applicable,Not Applicable,Not Applicable
PR,OP_35_ED,Rate of emergency department (ED) visits for patients receiving outpatient chemotherapy,0,1,0,17,,01/01/2018,12/31/2018,Not Applicable,Not Applicable,Not Applicable,Not Applicable
PR,OP_36,Ratio of unplanned hospital visits after hospital outpatient surgery,0,8,0,35,,01/01/2018,12/31/2018,Not Applicable,Not Applicable,Not Applicable,Not Applicable
PR,READM_30_AMI,Acute Myocardial Infarction (AMI) 30-Day Readmission Rate,1,8,0,36,,07/01/2016,06/30/2019,Not Applicable,Not Applicable,Not Applicable,Not Applicable
PR,READM_30_CABG,Rate of readmission for CABG,0,1,0,8,,07/01/2016,06/30/2019,Not Applicable,Not Applicable,Not Applicable,Not Applicable
PR,READM_30_COPD,Rate of readmission for chronic obstructive pulmonary disease (COPD) patients,1,7,0,38,,07/01/2016,06/30/2019,Not Applicable,Not Applicable,Not Applicable,Not Applicable
PR,READM_30_HF,Heart failure (HF) 30-Day Readmission Rate,1,22,0,24,,07/01/2016,06/30/2019,Not Applicable,Not Applicable,Not Applicable,Not Applicable
PR,READM_30_HIP_KNEE,Rate of readmission after hip/knee replacement,0,5,0,27,,07/01/2016,06/30/2019,Not Applicable,Not Applicable,Not Applicable,Not Applicable
PR,READM_30_HOSP_WIDE,Rate of readmission after discharge from hospital (hospital-wide),2,46,0,3,,07/01/2018,06/30/2019,Not Applicable,Not Applicable,Not Applicable,Not Applicable
PR,READM_30_PN,Pneumonia (PN) 30-Day Readmission Rate,2,24,0,24,,07/01/2016,06/30/2019,Not Applicable,Not Applicable,Not Applicable,Not Applicable
RI,EDAC_30_AMI,Hospital return days for heart attack patients,Not Applicable,Not Applicable,Not Applicable,Not Applicable,,07/01/2016,06/30/2019,0,7,2,2
RI,EDAC_30_HF,Hospital return days for heart failure patients,Not Applicable,Not Applicable,Not Applicable,Not Applicable,,07/01/2016,06/30/2019,0,10,1,0
RI,EDAC_30_PN,Hospital return days for pneumonia patients,Not Applicable,Not Applicable,Not Applicable,Not Applicable,,07/01/2016,06/30/2019,2,9,0,1
RI,OP_32,"Rate of unplanned hospital visits after colonoscopy (per 1,000 colonoscopies)",0,11,0,0,,01/01/2016,12/31/2018,Not Applicable,Not Applicable,Not Applicable,Not Applicable
RI,OP_35_ADM,Rate of inpatient admissions for patients receiving outpatient chemotherapy,0,7,0,3,,01/01/2018,12/31/2018,Not Applicable,Not Applicable,Not Applicable,Not Applicable
RI,OP_35_ED,Rate of emergency department (ED) visits for patients receiving outpatient chemotherapy,0,6,1,3,,01/01/2018,12/31/2018,Not Applicable,Not Applicable,Not Applicable,Not Applicable
RI,OP_36,Ratio of unplanned hospital visits after hospital outpatient surgery,0,10,0,0,,01/01/2018,12/31/2018,Not Applicable,Not Applicable,Not Applicable,Not Applicable
RI,READM_30_AMI,Acute Myocardial Infarction (AMI) 30-Day Readmission Rate,0,9,0,2,,07/01/2016,06/30/2019,Not Applicable,Not Applicable,Not Applicable,Not Applicable
RI,READM_30_CABG,Rate of readmission for CABG,0,1,0,0,,07/01/2016,06/30/2019,Not Applicable,Not Applicable,Not Applicable,Not Applicable
RI,READM_30_COPD,Rate of readmission for chronic obstructive pulmonary disease (COPD) patients,0,11,0,0,,07/01/2016,06/30/2019,Not Applicable,Not Applicable,Not Applicable,Not Applicable
RI,READM_30_HF,Heart failure (HF) 30-Day Readmission Rate,0,11,0,0,,07/01/2016,06/30/2019,Not Applicable,Not Applicable,Not Applicable,Not Applicable
RI,READM_30_HIP_KNEE,Rate of readmission after hip/knee replacement,0,9,0,1,,07/01/2016,06/30/2019,Not Applicable,Not Applicable,Not Applicable,Not Applicable
RI,READM_30_HOSP_WIDE,Rate of readmission after discharge from hospital (hospital-wide),4,7,0,0,,07/01/2018,06/30/2019,Not Applicable,Not Applicable,Not Applicable,Not Applicable
RI,READM_30_PN,Pneumonia (PN) 30-Day Readmission Rate,0,11,0,1,,07/01/2016,06/30/2019,Not Applicable,Not Applicable,Not Applicable,Not Applicable
SC,EDAC_30_AMI,Hospital return days for heart attack patients,Not Applicable,Not Applicable,Not Applicable,Not Applicable,,07/01/2016,06/30/2019,6,19,5,27
SC,EDAC_30_HF,Hospital return days for heart failure patients,Not Applicable,Not Applicable,Not Applicable,Not Applicable,,07/01/2016,06/30/2019,2,36,15,8
SC,EDAC_30_PN,Hospital return days for pneumonia patients,Not Applicable,Not Applicable,Not Applicable,Not Applicable,,07/01/2016,06/30/2019,1,32,24,3
SC,OP_32,"Rate of unplanned hospital visits after colonoscopy (per 1,000 colonoscopies)",0,55,0,1,,01/01/2016,12/31/2018,Not Applicable,Not Applicable,Not Applicable,Not Applicable
SC,OP_35_ADM,Rate of inpatient admissions for patients receiving outpatient chemotherapy,1,19,0,19,,01/01/2018,12/31/2018,Not Applicable,Not Applicable,Not Applicable,Not Applicable
SC,OP_35_ED,Rate of emergency department (ED) visits for patients receiving outpatient chemotherapy,0,19,1,19,,01/01/2018,12/31/2018,Not Applicable,Not Applicable,Not Applicable,Not Applicable
SC,OP_36,Ratio of unplanned hospital visits after hospital outpatient surgery,3,40,7,5,,01/01/2018,12/31/2018,Not Applicable,Not Applicable,Not Applicable,Not Applicable
SC,READM_30_AMI,Acute Myocardial Infarction (AMI) 30-Day Readmission Rate,0,30,0,27,,07/01/2016,06/30/2019,Not Applicable,Not Applicable,Not Applicable,Not Applicable
SC,READM_30_CABG,Rate of readmission for CABG,0,17,0,0,,07/01/2016,06/30/2019,Not Applicable,Not Applicable,Not Applicable,Not Applicable
SC,READM_30_COPD,Rate of readmission for chronic obstructive pulmonary disease (COPD) patients,0,52,1,6,,07/01/2016,06/30/2019,Not Applicable,Not Applicable,Not Applicable,Not Applicable
SC,READM_30_HF,Heart failure (HF) 30-Day Readmission Rate,2,50,1,8,,07/01/2016,06/30/2019,Not Applicable,Not Applicable,Not Applicable,Not Applicable
SC,READM_30_HIP_KNEE,Rate of readmission after hip/knee replacement,1,33,2,15,,07/01/2016,06/30/2019,Not Applicable,Not Applicable,Not Applicable,Not Applicable
SC,READM_30_HOSP_WIDE,Rate of readmission after discharge from hospital (hospital-wide),1,54,4,1,,07/01/2018,06/30/2019,Not Applicable,Not Applicable,Not Applicable,Not Applicable
SC,READM_30_PN,Pneumonia (PN) 30-Day Readmission Rate,2,55,0,3,,07/01/2016,06/30/2019,Not Applicable,Not Applicable,Not Applicable,Not Applicable
SD,EDAC_30_AMI,Hospital return days for heart attack patients,Not Applicable,Not Applicable,Not Applicable,Not Applicable,,07/01/2016,06/30/2019,2,4,0,32
SD,EDAC_30_HF,Hospital return days for heart failure patients,Not Applicable,Not Applicable,Not Applicable,Not Applicable,,07/01/2016,06/30/2019,5,22,1,28
SD,EDAC_30_PN,Hospital return days for pneumonia patients,Not Applicable,Not Applicable,Not Applicable,Not Applicable,,07/01/2016,06/30/2019,12,30,2,12
