"Facility ID","Facility Name","Address","City","State","ZIP Code","County","Telephone","Patients who reported that staff definitely gave care in a professional way and the facility was clean","Patients who reported that staff somewhat gave care in a professional way or the facility was somewhat clean","Patients who reported that staff did not give care in a professional way or the facility was not clean","Facilities and staff linear mean score","Patients who reported that staff definitely communicated about what to expect during and after the procedure","Patients who reported that staff somewhat communicated about what to expect during and after the procedure","Patients who reported that staff did not communicate about what to expect during and after the procedure","Communication about your procedure linear mean score","Patients who gave the facility a rating of 9 or 10 on a scale from 0 (lowest) to 10 (highest)","Patients who gave the facility a rating of 7 or 8 on a scale from 0 (lowest) to 10 (highest)","Patients who gave the facility a rating of 0 to 6 on a scale from 0 (lowest) to 10 (highest)","Patients’ rating of the facility linear mean score","Patients who reported YES they would DEFINITELY recommend the facility to family or friends.","Patients who reported PROBABLY YES they would recommend the facility to family or friends.","Patients who reported NO, they would not recommend the facility to family or friends.","Patients recommending the facility linear mean score","Footnote","Number of Sampled Patients","Number of Completed Surveys","Survey Response Rate Percent","Start Date","End Date"
420007,SPARTANBURG MEDICAL CENTER,101 E WOOD ST,SPARTANBURG,SC,29303,SPARTANBURG,(864) 560-6554,97,3,0,98,91,7,2,94,84,13,3,94,84,15,1,94,,6657,1864,28,01/01/2019,12/31/2019
420027,ANMED HEALTH,800 N FANT ST,ANDERSON,SC,29621,ANDERSON,(864) 512-2830,98,2,0,99,93,6,1,96,85,13,2,94,82,17,1,93,,3336,852,26,01/01/2019,12/31/2019
420053,NEWBERRY COUNTY MEMORIAL HOSPITAL,2669 KINARD ST,NEWBERRY,SC,29108,NEWBERRY,(803) 405-7145,99,1,0,99,94,5,1,96,86,12,2,94,79,19,2,92,,1107,350,32,01/01/2019,12/31/2019
420066,LAKE CITY COMMUNITY HOSPITAL,258 N RON MCNAIR BLVD,LAKE CITY,SC,29560,FLORENCE,(843) 374-2036,96,4,0,98,95,4,1,97,86,11,3,93,75,19,6,89,,369,103,28,01/01/2019,12/31/2019
420071,SELF REGIONAL HEALTHCARE,1325 SPRING STREET,GREENWOOD,SC,29646,GREENWOOD,(864) 227-4111,97,3,0,98,89,9,2,94,85,13,2,93,82,16,2,93,2,2622,601,23,01/01/2019,12/31/2019
420072,HAMPTON REGIONAL MEDICAL CENTER,595 WEST CAROLINA AVENUE,VARNVILLE,SC,29944,HAMPTON,(803) 943-2771,95,4,1,97,88,7,5,91,77,18,5,92,81,17,2,92,,656,130,20,01/01/2019,12/31/2019
420082,AIKEN REGIONAL MEDICAL CENTER,302 UNIVERSITY PARKWAY,AIKEN,SC,29801,AIKEN,(803) 641-5900,94,5,1,97,87,9,4,91,79,18,3,92,69,28,3,89,,989,260,26,01/01/2019,12/31/2019
420103,PELHAM MEDICAL CENTER,250 WESTMORELAND ROAD,GREER,SC,29651,GREENVILLE,(864) 560-6554,98,2,0,99,92,6,2,95,86,10,4,94,87,11,2,95,,1771,502,28,01/01/2019,12/31/2019
430005,"PRAIRIE LAKES HEALTHCARE SYSTEM, INC",401 9TH AVENUE NW,WATERTOWN,SD,57201,CODINGTON,(605) 882-7000,97,2,1,98,90,8,2,94,83,14,3,93,80,18,2,93,,2641,590,23,01/01/2019,12/31/2019
430008,BROOKINGS HEALTH SYSTEM,300 22ND AVE,BROOKINGS,SD,57006,BROOKINGS,(605) 696-9000,98,2,0,99,94,5,1,96,90,7,3,95,87,12,1,95,,1707,324,19,01/01/2019,12/31/2019
430048,REGIONAL HEALTH SPEARFISH HOSPITAL,1440 N MAIN ST,SPEARFISH,SD,57783,LAWRENCE,(605) 644-4000,98,2,0,99,92,7,1,95,84,14,2,94,88,11,1,96,,2493,391,16,01/01/2019,12/31/2019
430077,REGIONAL HEALTH RAPID CITY HOSPITAL,353 FAIRMONT BLVD,RAPID CITY,SD,57701,PENNINGTON,(605) 755-1000,95,4,1,97,90,8,2,94,73,21,6,90,76,19,5,90,,6272,832,13,01/01/2019,12/31/2019
430089,DUNES SURGICAL HOSPITAL,600 N SIOUX POINT ROAD,DAKOTA DUNES,SD,57049,UNION,(605) 232-3332,97,3,0,98,91,7,2,94,84,15,1,94,88,11,1,95,,1009,384,39,01/01/2019,12/31/2019
430093,SAME DAY SURGERY CENTER LLC,651 CATHEDRAL DRIVE,RAPID CITY,SD,57701,PENNINGTON,(605) 755-9900,98,1,1,99,92,7,1,95,87,10,3,93,85,13,2,94,,763,141,19,01/01/2019,12/31/2019
430095,AVERA HEART HOSPITAL OF SOUTH DAKOTA,4500 W 69TH ST,SIOUX FALLS,SD,57108,LINCOLN,(605) 977-7000,98,2,0,99,87,10,3,92,89,11,0,96,93,6,1,98,,714,400,56,01/01/2019,12/31/2019
431320,REGIONAL HEALTH LEAD-DEADWOOD HOSPITAL,61 CHARLES STREET,DEADWOOD,SD,57732,LAWRENCE,(605) 717-6000,98,2,0,99,93,6,1,96,87,10,3,94,89,11,0,96,3,349,59,17,01/01/2019,12/31/2019
431321,REGIONAL HEALTH STURGIS HOSPITAL,2140 JUNCTION AVE,STURGIS,SD,57785,MEADE,(605) 720-2400,96,4,0,98,91,5,4,94,71,27,2,91,76,24,0,92,3,229,38,17,01/01/2019,12/31/2019
440009,CUMBERLAND MEDICAL CENTER,421 S MAIN ST,CROSSVILLE,TN,38555,CUMBERLAND,(931) 484-9511,96,3,1,98,90,8,2,94,81,16,3,92,78,19,3,91,2,2048,757,37,01/01/2019,12/31/2019
440010,WAYNE MEDICAL CENTER,103 J V MANGUBAT DR,WAYNESBORO,TN,38485,WAYNE,(931) 722-5411,97,3,0,99,96,4,0,98,87,8,5,93,85,13,2,95,3,118,50,42,01/01/2019,12/31/2019
440015,UNIVERSITY OF TN MEDICAL CENTER,1924 ALCOA HIGHWAY,KNOXVILLE,TN,37920,KNOX,(865) 544-9000,97,3,0,98,93,6,1,96,90,9,1,96,89,10,1,96,,7710,2179,28,01/01/2019,12/31/2019
440016,BAPTIST MEMORIAL HOSPITAL - CARROLL COUNTY,631 RB WILSON DR,HUNTINGDON,TN,38344,CARROLL,(731) 986-4461,97,3,0,98,90,9,1,95,84,15,1,94,81,18,1,93,,675,180,27,01/01/2019,12/31/2019
440018,SYCAMORE SHOALS HOSPITAL,1501 WEST ELK AVENUE,ELIZABETHTON,TN,37643,CARTER,(423) 542-1300,96,3,1,98,93,5,2,96,83,14,3,93,81,17,2,93,,1143,347,30,01/01/2019,12/31/2019
440030,MORRISTOWN HAMBLEN HOSPITAL ASSOCIATION,908 W 4TH NORTH ST,MORRISTOWN,TN,37814,HAMBLEN,(423) 586-4231,96,3,1,98,90,8,2,94,82,16,2,93,79,19,2,92,2,1848,507,27,01/01/2019,12/31/2019
440031,ROANE MEDICAL CENTER,8045 ROANE MEDICAL CENTER DRIVE,HARRIMAN,TN,37748,ROANE,(865) 316-1000,97,3,0,99,91,7,2,95,87,11,2,95,84,15,1,94,2,1521,436,29,01/01/2019,12/31/2019
440034,METHODIST MEDICAL CENTER OF OAK RIDGE,990 OAK RIDGE TURNPIKE,OAK RIDGE,TN,37830,ANDERSON,(865) 835-1000,97,2,1,98,90,8,2,94,84,12,4,93,81,16,3,92,2,2144,616,29,01/01/2019,12/31/2019
440039,VANDERBILT UNIVERSITY MEDICAL CENTER,1211 MEDICAL CENTER DRIVE,NASHVILLE,TN,37232,DAVIDSON,(615) 322-3454,97,3,0,98,94,5,1,96,89,9,2,95,89,9,2,96,,20644,4916,24,01/01/2019,12/31/2019
440048,BAPTIST MEMORIAL HOSPITAL,6019 WALNUT GROVE ROAD,MEMPHIS,TN,38120,SHELBY,(901) 226-5000,97,2,1,98,92,7,1,96,90,8,2,95,87,11,2,94,,6024,1347,22,01/01/2019,12/31/2019
440049,METHODIST HEALTHCARE MEMPHIS HOSPITALS,1265 UNION AVE SUITE 700,MEMPHIS,TN,38104,SHELBY,(901) 516-8274,96,3,1,98,90,8,2,94,86,11,3,94,82,15,3,92,,8065,1912,24,01/01/2019,12/31/2019
440057,CLAIBORNE MEDICAL CENTER,1850 OLD KNOXVILLE HIGHWAY,TAZEWELL,TN,37879,CLAIBORNE,(423) 626-4211,99,1,0,99,96,4,0,98,90,9,1,96,89,10,1,96,2,613,228,37,01/01/2019,12/31/2019
440059,COOKEVILLE REGIONAL MEDICAL CENTER,1 MEDICAL CENTER BOULEVARD,COOKEVILLE,TN,38501,PUTNAM,(931) 783-2000,95,4,1,97,88,10,2,93,81,16,3,92,80,17,3,92,,3959,1145,29,01/01/2019,12/31/2019
440063,JOHNSON CITY MEDICAL CENTER,400 N STATE OF FRANKLIN RD,JOHNSON CITY,TN,37604,WASHINGTON,(423) 431-6111,95,4,1,97,88,9,3,93,76,17,7,90,72,24,4,89,,1733,397,23,01/01/2019,12/31/2019
440073,MAURY REGIONAL HOSPITAL,1224 TROTWOOD AVE,COLUMBIA,TN,38401,MAURY,(931) 381-1111,97,3,0,98,93,6,1,96,90,9,1,95,88,11,1,95,,1770,490,28,01/01/2019,12/31/2019
440081,LECONTE MEDICAL CENTER,742 MIDDLECREEK ROAD,SEVIERVILLE,TN,37862,SEVIER,(865) 446-7500,97,2,1,98,92,7,1,95,86,12,2,94,76,21,3,91,2,1589,474,30,01/01/2019,12/31/2019
440104,ERLANGER MEDICAL CENTER,975 E 3RD ST,CHATTANOOGA,TN,37403,HAMILTON,(423) 778-7000,96,4,0,98,93,6,1,96,85,12,3,94,83,14,3,93,,4425,1089,25,01/01/2019,12/31/2019
440110,FORT LOUDOUN MEDICAL CENTER,550 FORT LOUDON MEDICAL CENTER DR,LENOIR CITY,TN,37772,LOUDON,(865) 271-6000,97,3,0,98,92,7,1,95,88,11,1,95,85,14,1,94,2,1524,592,39,01/01/2019,12/31/2019
440125,FORT SANDERS REGIONAL MEDICAL CENTER,1901 W CLINCH AVE,KNOXVILLE,TN,37916,KNOX,(865) 541-1101,96,3,1,98,92,6,2,95,83,14,3,93,86,12,2,95,2,1631,412,25,01/01/2019,12/31/2019
440130,BAPTIST MEMORIAL HOSPITAL UNION CITY,1201 BISHOP ST,UNION CITY,TN,38261,OBION,(731) 885-2410,97,3,0,99,92,7,1,96,88,11,1,95,82,16,2,93,,1358,402,30,01/01/2019,12/31/2019
440131,BAPTIST MEMORIAL HOSPITAL TIPTON,1995 HIGHWAY 51 S,COVINGTON,TN,38019,TIPTON,(901) 476-2621,95,4,1,97,90,7,3,93,82,15,3,94,87,12,1,95,,741,123,17,01/01/2019,12/31/2019
440132,HENRY COUNTY MEDICAL CENTER,301 TYSON AV,PARIS,TN,38242,HENRY,(731) 642-1220,,,,,,,,,,,,,,,,,4,,,,,
440173,PARKWEST MEDICAL CENTER,9352 PARK WEST BLVD,KNOXVILLE,TN,37923,KNOX,(865) 970-9800,96,3,1,97,88,9,3,92,83,13,4,93,82,16,2,93,2,1697,498,29,01/01/2019,12/31/2019
440176,INDIAN PATH COMMUNITY HOSPITAL,2000 BROOKSIDE DR,KINGSPORT,TN,37660,SULLIVAN,(423) 431-1941,95,4,1,97,90,8,2,94,80,16,4,91,77,20,3,91,,1551,387,25,01/01/2019,12/31/2019
440184,FRANKLIN WOODS COMMUNITY HOSPITAL,300 MED TECH PARKWAY,JOHNSON CITY,TN,37604,WASHINGTON,(423) 302-1120,94,5,1,97,90,8,2,94,79,18,3,92,82,15,3,93,,1800,427,24,01/01/2019,12/31/2019
441309,MARSHALL MEDICAL CENTER,1080 NORTH ELLINGTON PARKWAY,LEWISBURG,TN,37091,MARSHALL,(931) 359-6276,98,2,0,99,92,7,1,96,84,15,1,94,77,23,0,92,3,273,95,35,01/01/2019,12/31/2019
450007,PETERSON REGIONAL MEDICAL CENTER,551 HILL COUNTRY DRIVE,KERRVILLE,TX,78028,KERR,(830) 896-4200,98,2,0,99,93,5,2,96,90,9,1,96,87,11,2,94,,1977,717,36,01/01/2019,12/31/2019
450023,CITIZENS MEDICAL CENTER,2701 HOSPITAL DRIVE,VICTORIA,TX,77901,VICTORIA,(361) 573-9181,97,3,0,98,88,9,3,93,83,15,2,93,84,15,1,94,,2699,820,33,01/01/2019,12/31/2019
450032,GOOD SHEPHERD MEDICAL CENTER MARSHALL,700 E MARSHALL AVE,LONGVIEW,TX,75601,HARRISON,(903) 927-6712,97,3,0,99,92,6,2,95,86,12,2,94,81,17,2,93,,4082,1016,26,01/01/2019,12/31/2019
450034,CHRISTUS SOUTHEAST TEXAS- ST ELIZABETH,2830 CALDER AVENUE,BEAUMONT,TX,77702,JEFFERSON,(409) 892-7171,96,4,0,98,90,7,3,94,84,13,3,94,84,13,3,93,,1695,421,25,01/01/2019,12/31/2019
450039,JPS HEALTH NETWORK,1500 S MAIN ST,FORT WORTH,TX,76104,TARRANT,(817) 921-3431,96,3,1,98,92,6,2,95,90,8,2,95,89,10,1,96,,4840,879,19,01/01/2019,12/31/2019
450040,COVENANT MEDICAL CENTER,3615 19TH STREET,LUBBOCK,TX,79410,LUBBOCK,(806) 725-4431,95,4,1,97,88,10,2,93,82,14,4,92,79,17,4,91,,3324,698,27,01/01/2019,12/31/2019
450044,UT SOUTHWESTERN UNIVERSITY HOSPITAL - WILLIAM P. CLEMENTS JR.,6201 HARRY HINES BLVD,DALLAS,TX,75390,DALLAS,(214) 633-5555,97,3,0,98,94,5,1,96,92,6,2,96,92,6,2,96,,5575,1521,27,01/01/2019,12/31/2019
450046,CHRISTUS SPOHN HOSPITAL CORPUS CHRISTI,600 ELIZABETH STREET,CORPUS CHRISTI,TX,78404,NUECES,(361) 902-4103,96,4,0,98,91,7,2,95,87,10,3,94,81,17,2,92,,2108,467,22,01/01/2019,12/31/2019
450064,TEXAS HEALTH ARLINGTON MEMORIAL HOSPITAL,800 W RANDOL MILL RD,ARLINGTON,TX,76012,TARRANT,(817) 548-6100,97,3,0,98,92,7,1,95,88,9,3,94,83,14,3,93,2,2540,570,25,01/01/2019,12/31/2019
450080,TITUS REGIONAL MEDICAL CENTER,2001 N JEFFERSON,MOUNT PLEASANT,TX,75455,TITUS,(903) 577-6000,97,3,0,98,93,6,1,96,82,15,3,92,72,24,4,89,,1485,360,24,01/01/2019,12/31/2019
450082,CHRISTUS SPOHN HOSPITAL BEEVILLE,1500 E HOUSTON HWY,BEEVILLE,TX,78102,BEE,(361) 354-2000,92,5,3,95,93,7,0,96,94,6,0,95,68,28,4,87,3,138,21,15,01/01/2019,12/31/2019
450090,NORTH TEXAS MEDICAL CENTER,1900 HOSPITAL BLVD,GAINESVILLE,TX,76240,COOKE,(940) 612-8600,,,,,,,,,,,,,,,,,4,,,,,
450092,FORT DUNCAN MEDICAL CENTER,3333 N FOSTER MALDONADO BLVD,EAGLE PASS,TX,78852,MAVERICK,(830) 773-5321,91,8,1,95,86,10,4,91,77,18,5,90,68,27,5,87,,1768,241,14,01/01/2019,12/31/2019
450102,CHRISTUS MOTHER FRANCES HOSPITAL,800 EAST DAWSON,TYLER,TX,75701,SMITH,(903) 593-8441,96,3,1,98,91,7,2,95,86,10,4,94,86,12,2,94,,8490,2227,26,01/01/2019,12/31/2019
450104,GUADALUPE REGIONAL MEDICAL CENTER,1215 E COURT ST,SEGUIN,TX,78155,GUADALUPE,(830) 379-2411,97,3,0,98,90,8,2,94,87,10,3,95,81,17,2,93,,1752,418,27,01/01/2019,12/31/2019
450119,SOUTH TEXAS HEALTH SYSTEM,1102 W TRENTON ROAD,EDINBURG,TX,78539,HIDALGO,(956) 632-4484,94,5,1,96,88,9,3,93,83,13,4,93,81,15,4,92,,3503,572,16,01/01/2019,12/31/2019
450133,MIDLAND MEMORIAL HOSPITAL,400 ROSALIND REDFERN GROVER PARKWAY,MIDLAND,TX,79701,MIDLAND,(432) 685-1111,,,,,,,,,,,,,,,,,4,,,,,
450135,TEXAS HEALTH HARRIS METHODIST HOSPITAL FORT WORTH,1301 PENNSYLVANIA AVENUE,FORT WORTH,TX,76104,TARRANT,(817) 250-2100,97,3,0,98,91,7,2,95,88,10,2,95,86,12,2,94,2,6115,1156,24,01/01/2019,12/31/2019
450148,TEXAS HEALTH HARRIS METHODIST HOSPITAL CLEBURNE,201 WALLS DRIVE,CLEBURNE,TX,76033,JOHNSON,(817) 641-2551,99,1,0,99,94,5,1,97,92,7,1,96,84,15,1,94,2,978,203,22,01/01/2019,12/31/2019
450154,VAL VERDE REGIONAL MEDICAL CENTER,801 BEDELL AVE,DEL RIO,TX,78840,VAL VERDE,(830) 775-8566,96,3,1,98,93,5,2,96,85,14,1,94,86,13,1,95,,1273,141,12,01/01/2019,12/31/2019
450163,CHRISTUS SPOHN HOSPITAL KLEBERG,1311 EAST GENERAL CAVAZOS BLVD,KINGSVILLE,TX,78363,KLEBERG,(361) 595-1661,98,2,0,99,97,3,0,99,90,7,3,95,81,15,4,91,,461,153,33,01/01/2019,12/31/2019
450209,NORTHWEST TEXAS HOSPITAL,1501 S COULTER ST,AMARILLO,TX,79106,POTTER,(806) 354-1110,98,2,0,99,94,5,1,96,87,12,1,94,84,14,2,93,,998,187,19,01/01/2019,12/31/2019
450235,MEMORIAL HOSPITAL,1110 NORTH SARAH DEWITT DRIVE,GONZALES,TX,78629,GONZALES,(830) 672-7581,98,2,0,99,90,7,3,94,87,10,3,94,83,15,2,93,,628,154,25,01/01/2019,12/31/2019
450236,CHRISTUS MOTHER FRANCES HOSPITAL SULPHUR SPRINGS,115 AIRPORT RD,SULPHUR SPRINGS,TX,75482,HOPKINS,(903) 885-7671,96,3,1,97,91,8,1,95,84,13,3,93,82,16,2,93,,1445,337,23,01/01/2019,12/31/2019
450237,CHRISTUS SANTA ROSA MEDICAL CENTER,2827 BABCOCK ROAD,SAN ANTONIO,TX,78229,BEXAR,(210) 704-3342,96,4,0,98,92,6,2,95,88,8,4,94,84,13,3,93,,2460,630,26,01/01/2019,12/31/2019
450253,BELLVILLE ST JOSEPH HEALTH CENTER,44 N CUMMINGS ST,BELLVILLE,TX,77418,AUSTIN,(979) 865-3141,,,,,,,,,,,,,,,,,4,,,,,
450292,TEXAS HEALTH PRESBYTERIAN HOSPITAL KAUFMAN,850 ED HALL,KAUFMAN,TX,75142,KAUFMAN,(972) 932-7200,98,2,0,99,92,5,3,94,87,11,2,95,83,14,3,93,2,570,161,29,01/01/2019,12/31/2019
450324,TEXOMA MEDICAL CENTER,5016 S US HIGHWAY 75,DENISON,TX,75020,GRAYSON,(903) 416-4000,97,3,0,98,92,6,2,95,80,18,2,94,83,15,2,94,,937,246,26,01/01/2019,12/31/2019
450351,TEXAS HEALTH HARRIS METHODIST HOSPITAL STEPHENVILL,411 N BELKNAP ST,STEPHENVILLE,TX,76401,ERATH,(254) 965-1500,98,2,0,99,94,5,1,97,89,10,1,95,84,15,1,94,2,1140,427,38,01/01/2019,12/31/2019
450352,HUNT REGIONAL MEDICAL CENTER,4215 JOE RAMSEY BLVD,GREENVILLE,TX,75401,HUNT,(903) 408-5000,97,2,1,98,90,7,3,94,85,13,2,94,85,13,2,94,,3392,637,20,01/01/2019,12/31/2019
450370,COLUMBUS COMMUNITY HOSPITAL,110 SHULT DR,COLUMBUS,TX,78934,COLORADO,(979) 732-2371,98,2,0,99,93,6,1,96,89,10,1,95,89,11,0,96,,1750,299,17,01/01/2019,12/31/2019
450411,EASTLAND MEMORIAL HOSPITAL,304 S DAUGHERTY,EASTLAND,TX,76448,EASTLAND,(254) 629-2601,97,3,0,98,90,8,2,94,77,21,2,92,76,23,1,92,,432,126,29,01/01/2019,12/31/2019
450419,TEXAS HEALTH HARRIS METHODIST HOSPITAL AZLE,108 DENVER TRAIL,AZLE,TX,76020,TARRANT,(817) 444-8700,98,2,0,99,95,4,1,97,82,16,2,93,81,17,2,93,2,464,124,28,01/01/2019,12/31/2019
450422,BAYLOR SCOTT AND WHITE MEDICAL CENTER UPTOWN,2727 EAST LEMMON AVENUE BUILDING I,DALLAS,TX,75204,DALLAS,(214) 443-3000,98,1,1,99,92,6,2,95,92,6,2,96,89,7,4,94,,997,280,28,01/01/2019,12/31/2019
450451,GLEN ROSE MEDICAL CENTER,1021 HOLDEN STREET,GLEN ROSE,TX,76043,SOMERVELL,(254) 897-2215,98,2,0,99,94,5,1,96,89,9,2,95,93,5,2,97,,729,109,15,01/01/2019,12/31/2019
450462,TEXAS HEALTH PRESBYTERIAN HOSPITAL DALLAS,8200 WALNUT HILL LANE,DALLAS,TX,75231,DALLAS,(214) 345-6789,97,3,0,98,92,6,2,95,89,9,2,95,88,10,2,95,2,3968,835,24,01/01/2019,12/31/2019
450465,MATAGORDA REGIONAL MEDICAL CENTER,104 7TH STREET,BAY CITY,TX,77414,MATAGORDA,(979) 245-6383,96,4,0,98,89,8,3,93,78,18,4,92,73,25,2,90,,1453,294,20,01/01/2019,12/31/2019
450469,WILSON N JONES REGIONAL MEDICAL CENTER,500 N HIGHLAND AVENUE,SHERMAN,TX,75091,GRAYSON,(903) 870-4611,97,3,0,99,90,7,3,93,84,12,4,94,82,14,4,92,,979,179,18,01/01/2019,12/31/2019
450539,COVENANT HOSPITAL PLAINVIEW,2601 DIMMITT RD,PLAINVIEW,TX,79072,HALE,(806) 296-5531,97,3,0,98,93,6,1,96,88,10,2,95,85,14,1,95,,797,211,28,01/01/2019,12/31/2019
450571,SHANNON MEDICAL CENTER,120 EAST HARRIS AVENUE,SAN ANGELO,TX,76903,TOM GREEN,(325) 653-6741,98,2,0,99,93,6,1,96,86,13,1,95,89,10,1,96,,1639,442,28,01/01/2019,12/31/2019
450597,CUERO REGIONAL HOSPITAL,2550 N ESPLANADE,CUERO,TX,77954,DE WITT,(361) 275-6191,97,3,0,99,94,5,1,97,89,8,3,94,76,22,2,91,,734,216,30,01/01/2019,12/31/2019
450604,HILL COUNTRY MEMORIAL HOSPITAL INC,1020 SOUTH STATE HIGHWAY 16,FREDERICKSBURG,TX,78624,GILLESPIE,(830) 997-4353,98,2,0,99,94,5,1,97,92,7,1,96,91,8,1,96,,1237,465,38,01/01/2019,12/31/2019
450639,TEXAS HEALTH HARRIS METHODIST HURST-EULESS-BEDFORD,1600 HOSPITAL PARKWAY,BEDFORD,TX,76022,TARRANT,(817) 848-4000,99,1,0,99,92,7,1,96,90,9,1,96,86,12,2,94,2,2463,493,25,01/01/2019,12/31/2019
450643,DOCTORS HOSPITAL OF LAREDO,10700 MCPHERSON ROAD,LAREDO,TX,78041,WEBB,(956) 523-2000,95,4,1,97,91,7,2,94,86,11,3,94,88,10,2,95,,1747,345,20,01/01/2019,12/31/2019
450678,BAYLOR SCOTT & WHITE MEDICAL CENTER-WHITE ROCK,9440 POPPY DR,DALLAS,TX,75218,DALLAS,(214) 324-6100,93,6,1,96,89,8,3,93,78,18,4,91,76,20,4,90,,1498,266,19,01/01/2019,12/31/2019
450686,UNIVERSITY MEDICAL CENTER,602 INDIANA AVENUE,LUBBOCK,TX,79415,LUBBOCK,(806) 775-8200,98,2,0,99,93,5,2,96,90,8,2,96,87,11,2,94,,1504,333,22,01/01/2019,12/31/2019
450743,TEXAS HEALTH PRESBYTERIAN HOSPITAL DENTON,3000 N I-35,DENTON,TX,76201,DENTON,(940) 898-7000,96,3,1,98,91,8,1,95,89,8,3,95,85,14,1,95,2,1992,401,22,01/01/2019,12/31/2019
450755,COVENANT HOSPITAL LEVELLAND,1900 COLLEGE AVE,LEVELLAND,TX,79336,HOCKLEY,(806) 894-4963,99,1,0,99,95,4,1,97,88,12,0,94,87,13,0,96,3,201,59,31,01/01/2019,12/31/2019
450771,TEXAS HEALTH PRESBYTERIAN HOSPITAL PLANO,6200 W PARKER RD,PLANO,TX,75093,COLLIN,(972) 981-8000,97,3,0,98,91,7,2,94,90,8,2,95,88,10,2,95,2,2906,644,24,01/01/2019,12/31/2019
450774,TOPS SURGICAL SPECIALTY HOSPITAL,17080 RED OAK DRIVE,HOUSTON,TX,77090,HARRIS,(281) 539-2900,99,1,0,99,94,5,1,97,92,7,1,96,92,7,1,97,,760,212,28,01/01/2019,12/31/2019
450779,TEXAS HEALTH HARRIS METHODIST HOSPITAL SOUTHWEST F,6100 HARRIS PKWY,FORT WORTH,TX,76132,TARRANT,(817) 433-5000,98,2,0,99,94,5,1,96,91,7,2,96,91,8,1,96,2,4116,1066,28,01/01/2019,12/31/2019
450801,CHRISTUS ST MICHAEL HEALTH SYSTEM,2600 ST MICHAEL DR,TEXARKANA,TX,75504,BOWIE,(903) 614-1000,97,3,0,98,90,8,2,94,88,11,1,95,86,13,1,94,,2865,806,28,01/01/2019,12/31/2019
450808,NORTHWEST HILLS SURGICAL HOSPITAL,6818 AUSTIN CTR BLVD SUITE 100,AUSTIN,TX,78731,TRAVIS,(512) 346-1994,98,2,0,99,92,7,1,96,89,10,1,95,88,10,2,95,,3081,758,25,01/01/2019,12/31/2019
450828,CHRISTUS SPOHN HOSPITAL ALICE,2500 E MAIN STREET,ALICE,TX,78332,JIM WELLS,(361) 661-8016,95,5,0,97,92,6,2,95,83,11,6,93,69,30,1,90,3,278,56,20,01/01/2019,12/31/2019
450840,TEXAS HEALTH PRESBYTERIAN HOSPITAL ALLEN,1105 CENTRAL EXPRESSWAY NORTH,ALLEN,TX,75013,COLLIN,(972) 747-6197,95,4,1,97,92,6,2,95,90,8,2,95,85,14,1,94,2,1253,301,25,01/01/2019,12/31/2019
450853,BAYLOR SCOTT & WHITE MEDICAL CENTER - FRISCO,5601 WARREN PARKWAY,FRISCO,TX,75034,DENTON,(214) 618-2000,97,2,1,98,90,8,2,94,94,4,2,96,93,5,2,96,,1311,290,22,01/01/2019,12/31/2019
450860,SUGAR LAND SURGICAL HOSPITAL LLP,16906 SOUTHWEST FREEWAY,SUGAR LAND,TX,77479,FORT BEND,(281) 243-1000,99,1,0,99,92,6,2,95,92,7,1,96,89,9,2,95,,966,208,22,01/01/2019,12/31/2019
450864,BAYLOR SCOTT & WHITE TEXAS SPINE & JOINT HOSPITAL,1814 ROSELAND BOULEVARD,TYLER,TX,75701,SMITH,(903) 525-3300,98,2,0,99,89,9,2,94,90,8,2,95,90,9,1,96,,482,152,32,01/01/2019,12/31/2019
450869,DOCTORS HOSPITAL AT RENAISSANCE,5501 SOUTH MCCOLL,EDINBURG,TX,78539,HIDALGO,(956) 362-8677,,,,,,,,,,,,,,,,,4,,,,,
450871,ARISE AUSTIN MEDICAL CENTER,3003 BEE CAVES ROAD,AUSTIN,TX,78746,TRAVIS,(512) 347-9888,97,2,1,98,90,8,2,94,87,12,1,95,90,9,1,96,,2148,303,14,01/01/2019,12/31/2019
450874,BAYLOR SURGICAL HOSPITAL AT LAS COLINAS,400 WEST LYNDON B JOHNSON SUITE 101B,IRVING,TX,75063,DALLAS,(972) 868-4000,99,1,0,99,95,4,1,97,90,8,2,95,90,8,2,96,,601,147,24,01/01/2019,12/31/2019
450876,LUBBOCK HEART HOSPITAL LP,4810 NORTH LOOP 289,LUBBOCK,TX,79416,LUBBOCK,(806) 687-7777,98,2,0,99,90,8,2,94,86,11,3,94,89,9,2,96,,401,139,35,01/01/2019,12/31/2019
450880,BAYLOR SCOTT AND WHITE SURGICAL HOSPITAL FORTWORTH,1800 PARK PLACE AVENUE,FORT WORTH,TX,76110,TARRANT,(682) 703-5600,99,1,0,99,95,4,1,97,92,7,1,97,90,8,2,96,,1114,308,28,01/01/2019,12/31/2019
450883,BAYLOR MEDICAL CENTER AT TROPHY CLUB,2850 E STATE HIGHWAY 114,TROPHY CLUB,TX,76262,DENTON,(817) 837-4600,97,3,0,99,94,5,1,96,93,5,2,95,83,15,2,93,3,452,94,21,01/01/2019,12/31/2019
450888,TEXAS HEALTH HARRIS METHODIST HOSPITAL SOUTHLAKE,1545 E SOUTHLAKE BLVD,SOUTHLAKE,TX,76092,TARRANT,(817) 748-8700,99,1,0,99,93,6,1,96,95,5,0,97,93,7,0,97,,1736,473,27,01/01/2019,12/31/2019
