"Facility ID","Facility Name","Address","City/Town","State","ZIP Code","County/Parish","Telephone Number","Patients who reported that staff definitely gave care in a professional way and the facility was clean","Patients who reported that staff somewhat gave care in a professional way or the facility was somewhat clean","Patients who reported that staff did not give care in a professional way or the facility was not clean","Facilities and staff linear mean score","Patients who reported that staff definitely communicated about what to expect during and after the procedure","Patients who reported that staff somewhat communicated about what to expect during and after the procedure","Patients who reported that staff did not communicate about what to expect during and after the procedure","Communication about your procedure linear mean score","Patients who gave the facility a rating of 9 or 10 on a scale from 0 (lowest) to 10 (highest)","Patients who gave the facility a rating of 7 or 8 on a scale from 0 (lowest) to 10 (highest)","Patients who gave the facility a rating of 0 to 6 on a scale from 0 (lowest) to 10 (highest)","Patients’ rating of the facility linear mean score","Patients who reported YES they would DEFINITELY recommend the facility to family or friends","Patients who reported PROBABLY YES they would recommend the facility to family or friends","Patients who reported NO, they would not recommend the facility to family or friends","Patients recommending the facility linear mean score","Footnote","Number of Sampled Patients","Number of Completed Surveys","Survey Response Rate Percent","Start Date","End Date"
44C0001069,METHODIST SURGERY CENTER GERMANTOWN LP,1363 SOUTH GERMANTOWN RD.,GERMANTOWN,TN,38138,,(901) 516-1420,,,,,,,,,,,,,,,,,4,,,,,
44C0001073,BAPTIST SURGERY CENTER DBA BAPTIST AMBULATORY SURGERY CENTER,312 21ST AVE NORTH,NASHVILLE,TN,37203,,(615) 321-7330,98,2,0,99,94,5,1,96,90,9,1,95,88,10,2,95,,1142,285,25,01/01/2022,12/31/2022
44C0001087,CLARKSVILLE SURGERY CENTER LLC,793 WEATHERLY DR,CLARKSVILLE,TN,37043,,(931) 645-1373,97,3,0,98,92,7,1,95,90,9,1,96,87,12,1,95,,1043,350,34,01/01/2022,12/31/2022
44C0001088,MIDDLE TENNESSEE AMBULATORY SURGERY CENTER,1800 MEDICAL CENTER PARKWAY SUITE 120,MURFREESBORO,TN,37129,,(615) 849-7500,98,2,0,99,90,8,2,94,90,8,2,95,86,13,1,95,,1362,339,25,01/01/2022,12/31/2022
44C0001097,MOUNTAIN EMPIRE SURGERY CENTER,601 MED TECH PARKWAY,JOHNSON CITY,TN,37604,,(423) 610-1020,96,3,1,98,91,8,1,95,87,10,3,94,87,11,2,94,,1011,311,31,01/01/2022,12/31/2022
44C0001112,PARKWEST SURGERY CENTER,9430 PARKWEST BLVD SUITE 210,KNOXVILLE,TN,37923,,(865) 531-0494,98,2,0,99,91,7,2,95,90,9,1,96,91,8,1,97,,1439,478,33,01/01/2022,12/31/2022
44C0001118,URLOGY AMBULATORY SURGERY CENTER LLC,"1325 WOLF PARK DR. , SUITE 101",GERMANTOWN,TN,38138,,(901) 516-1420,,,,,,,,,,,,,,,,,4,,,,,
44C0001119,SAINT THOMAS CAMPUS SURGICARE LP,4230 HARDING RD SUITE 300,NASHVILLE,TN,37205,,(615) 783-1260,99,1,0,99,93,6,1,96,93,7,0,96,92,8,0,97,,1135,354,31,01/01/2022,12/31/2022
44C0001124,AMBULATORY SURGICAL ASSOCIATES LLC,"725 KINGS LN,",TULLAHOMA,TN,37388,,(931) 455-1976,98,2,0,99,91,7,2,95,89,9,2,95,88,11,1,95,,1043,394,38,01/01/2022,12/31/2022
44C0001133,BAPTIST PLAZA SURGICARE LP,2004 HAYES ST,NASHVILLE,TN,37203,,(615) 515-4000,96,4,0,98,95,4,1,97,93,7,0,96,88,11,1,95,,1355,284,21,01/01/2022,12/31/2022
44C0001140,SAINT FRANCIS SURGERY CENTER,5999 PARK AVE,MEMPHIS,TN,38119,,(901) 818-1080,98,1,1,98,92,7,1,95,90,9,1,95,86,13,1,95,,1001,306,31,01/01/2022,12/31/2022
44C0001155,CHATTANOOGA PAIN MANAGEMENT CENTER LLC DBA CHATTANOOGA PAIN SURGERY CENTER,1016 EXECUTIVE DR,HIXSON,TN,37343,,(423) 648-4525,,,,,,,,,,,,,,,,,4,,,,,
44C0001159,HOLSTON VALLEY AMBULATORY SURGERY CENTER LLC,103 WEST STONE DR,KINGSPORT,TN,37660,,(423) 224-4910,98,2,0,99,93,5,2,95,90,8,2,95,91,9,0,97,,1080,301,28,01/01/2022,12/31/2022
44C0001160,PATIENT PARTNERS LLC,890 NORTH BLUE JAY WAY,GALLATIN,TN,37066,,(615) 575-9000,97,3,0,98,93,6,1,96,89,9,2,95,88,9,3,95,,1174,378,32,01/01/2022,12/31/2022
44C0001161,FRANKLIN ENDOSCOPY CENTER LLC,9160 CAROTHERS PARKWAY SUITE 100,FRANKLIN,TN,37067,,(615) 550-6066,97,3,0,98,90,8,2,94,88,11,1,95,87,11,2,95,,1457,473,32,01/01/2022,12/31/2022
44C0001165,HAMILTON EYE INSTITUTE SURGERY CENTER LP,"930 MADISON AVE., SUITE 370",MEMPHIS,TN,38103,,(901) 516-1420,,,,,,,,,,,,,,,,,4,,,,,
44C0001166,LEBANON ENDOSCOPY CENTER LLC DBA LEBANON ENDOSCOPY CENTER,100 PHYSICIANS WAY SUITE 340,LEBANON,TN,37090,,(615) 466-9532,99,1,0,99,94,5,1,97,93,6,1,97,93,6,1,97,,1370,382,28,01/01/2022,12/31/2022
44C0001169,PROVIDENCE SURGERY CENTER,5002 CROSSINGS CIR SUITE 110,MOUNT JULIET,TN,37122,,(615) 553-9100,97,3,0,99,94,5,1,97,91,8,1,96,89,10,1,96,,1603,437,27,01/01/2022,12/31/2022
44C0001177,MID STATE ENDOSCOPY CENTER,1115 DOW ST SUITE A,MURFREESBORO,TN,37130,,(615) 848-9234,,,,,,,,,,,,,,,,,4,,,,,
44C0001204,SAINT THOMAS SURGERY CENTER NEW SALEM LLC DBA NEW SALEM SURGERY CENTER,2755 NEW SALEM HIGHWAY SUITE 100,MURFREESBORO,TN,37128,,(615) 900-1366,,,,,,,,,,,,,,,,,4,,,,,
45C0001018,CONROE SURGERY CENTER 2 LLC,"1501 RIVER POINTE DR, #200",CONROE,TX,77304,,(469) 893-6573,97,3,0,98,92,6,2,95,87,10,3,94,87,11,2,95,,1114,343,31,01/01/2022,12/31/2022
45C0001021,MEMORIAL HERMANN WEST HOUSTON SURGERY CENTER LLC,970 CAMPBELL RD,HOUSTON,TX,77024,,(713) 461-3547,96,3,1,97,88,10,2,93,88,7,5,93,84,12,4,93,,1522,301,20,01/01/2022,12/31/2022
45C0001035,MEMORIAL HERMANN SURGERY CENTER MAIN STREET,7515 MAIN STREET SUITE 800,HOUSTON,TX,77030,,(713) 799-9990,95,4,1,97,88,9,3,93,81,14,5,93,78,19,3,91,,1559,223,14,01/01/2022,12/31/2022
45C0001039,BAYLOR SURGICARE,3920 WORTH ST.,DALLAS,TX,75246,,(214) 820-2581,97,3,0,99,91,7,2,94,89,9,2,95,87,11,2,95,,1661,383,23,01/01/2022,12/31/2022
45C0001077,DOCTORS UNITED SURGERY CENTER,5146 PRESTON,PASADENA,TX,77505,,(346) 203-5536,97,2,1,98,91,7,2,95,90,8,2,95,90,8,2,96,,1714,441,26,01/01/2022,12/31/2022
45C0001091,GARLAND SURGICARE PARTNERS LTD DBA BAYLOR SURGICARE AT GARLAND,530 CLARA BARTON BLVD SUITE 100,GARLAND,TX,75042,,(972) 494-2400,98,1,1,99,92,6,2,95,89,10,1,95,87,11,2,94,,1071,261,24,01/01/2022,12/31/2022
45C0001133,BAYLOR SURGICARE AT NORTH DALLAS LLC DBA BAYLOR SCOTT AND WHITE SURGICARE NORTH DALLAS,12230 COIT RD SUITE 200,DALLAS,TX,75251,,(469) 374-6400,96,3,1,98,91,7,2,95,86,9,5,94,83,13,4,93,,982,185,19,01/01/2022,12/31/2022
45C0001139,GCSA AMBULATORY SURGERY CENTER LLC,8214 WURZBACH RD.,SAN ANTONIO,TX,78229,,(210) 614-1234,,,,,,,,,,,,,,,,,4,,,,,
45C0001149,MEMORIAL HERMANN SURGERY CENTER WOODLANDS PARKWAY,1441 WOODSTEAD CT SUITE 100,THE WOODLANDS,TX,77380,,(281) 825-4725,98,2,0,99,93,6,1,96,93,7,0,97,89,10,1,96,,1091,233,21,01/01/2022,12/31/2022
45C0001161,SOUTH PLAINS ENDOSCOPY CENTER,3610 24TH ST,LUBBOCK,TX,79410,,(806) 797-1015,,,,,,,,,,,,,,,,,4,,,,,
45C0001194,MEMORIAL HERMANN BAY AREA ENDOSCOPY CENTER LLC DBA BAY AREA ENDOSCOPY,444 FM 1959 RD SUITE B,HOUSTON,TX,77034,,(281) 892-2420,95,5,0,98,87,9,4,91,85,11,4,93,83,14,3,93,,895,184,21,01/01/2022,12/31/2022
45C0001196,BAYLOR SURGICARE AT OAKMONT,7200 OAKMONT BLVD.,FORT WORTH,TX,76132,,(817) 732-3300,97,2,1,98,91,7,2,95,85,13,2,94,81,17,2,93,,1361,322,24,01/01/2022,12/31/2022
45C0001205,DESOTO SURGICARE PARTNERS LTD,7992 WEST VIRGINIA DR.,DALLAS,TX,75237,,(972) 283-2400,98,2,0,99,90,8,2,94,85,12,3,93,78,19,3,91,,780,230,30,01/01/2022,12/31/2022
45C0001221,VICTORIA SURGERY CENTER,105 JAMES COLEMAN DR.,VICTORIA,TX,77904,,(361) 578-0234,,,,,,,,,,,,,,,,,4;5,,,,,
45C0001233,HILL COUNTRY MEMORIAL SURGERY CENTER,204 GATEWAY NORTH SUITE B,MARBLE FALLS,TX,78654,,(830) 798-1821,98,2,0,99,95,4,1,97,90,8,2,95,90,8,2,96,,491,209,43,01/01/2022,12/31/2022
45C0001240,GOLDEN TRIANGLE SURGERY CENTER LLC DBA BAPTIST BEAUMONT SURGICAL AFFILIATES,3560 COLLEGE STREET,BEAUMONT,TX,77701,,(409) 835-7070,98,2,0,99,94,5,1,96,89,9,2,95,88,10,2,95,2,1820,600,33,01/01/2022,12/31/2022
45C0001243,NORTHWEST SURGERY CENTER RED OAK,17322 RED OAK DR,HOUSTON,TX,77090,,(281) 895-9100,97,3,0,99,93,6,1,96,89,10,1,95,84,15,1,94,,1629,453,28,01/01/2022,12/31/2022
45C0001245,CORPUS CHRISTI SURGICARE LTD DBA CORPUS CHRISTI OUTPATIENT SURGERY CENTER,3636 SOUTH ALAMEDA ST SUITE A,CORPUS CHRISTI,TX,78411,,(361) 853-2200,98,2,0,99,94,5,1,96,92,7,1,96,90,8,2,96,,1613,418,26,01/01/2022,12/31/2022
45C0001247,PASO DEL NORTE SURGERY CENTER,125 W. CASTELLANO,EL PASO,TX,79912,,(915) 532-8200,96,3,1,97,91,7,2,95,90,9,1,95,90,8,2,96,,1093,197,18,01/01/2022,12/31/2022
45C0001250,SHORELINE SURGERY CENTER LLP DBA CHRISTUS SPOHN-SURGICARE OF CORPUS CHRISTI,718 ELIZABETH ST,CORPUS CHRISTI,TX,78404,,(361) 882-3204,98,2,0,99,91,7,2,95,89,8,3,95,84,13,3,93,,972,311,32,01/01/2022,12/31/2022
45C0001257,BAYLOR SCOTT AND WHITE SURGICARE DENTON,350 SOUTH IH 35 EAST,DENTON,TX,76205,,(940) 323-1393,97,3,0,99,93,6,1,96,90,8,2,95,88,11,1,96,,1227,408,33,01/01/2022,12/31/2022
45C0001264,TEXAN SURGERY CENTER,7000 NORTH MOPAC EXPRESSWAY SUITE 120,AUSTIN,TX,78731,,(512) 342-0900,95,4,1,97,92,7,1,96,86,11,3,94,82,17,1,93,,1382,439,32,01/01/2022,12/31/2022
45C0001267,NMC SURGERY CENTER LP DBA THE SURGERY CENTER OF NACOGDOCHES,4948 N E STALLINGS DR,NACOGDOCHES,TX,75965,,(936) 568-3595,98,2,0,99,94,5,1,96,94,5,1,97,92,7,1,97,,1312,371,28,01/01/2022,12/31/2022
45C0001274,VICTORIA AMBULATORY SURGERY CENTER DBA THE SURGERY CENTER,6370 NORTH NAVARRO ST,VICTORIA,TX,77904,,(361) 570-8311,98,2,0,99,92,7,1,96,94,5,1,97,93,6,1,97,,966,292,30,01/01/2022,12/31/2022
45C0001277,TEXAS ENDOSCOPY PLANO,6405 WEST PARKER #370,PLANO,TX,75093,,(214) 778-2570,98,2,0,99,90,8,2,94,91,7,2,95,88,11,1,96,,1095,218,20,01/01/2022,12/31/2022
45C0001298,NORTH HOUSTON ENDOSCOPY AND SURGERY,275 LANTERN BEND SUITE 400,HOUSTON,TX,77090,,(281) 440-5797,96,4,0,98,91,8,1,95,88,9,3,94,85,12,3,93,,1087,248,23,01/01/2022,12/31/2022
45C0001301,BAYLOR SCOTT & WHITE SURGICARE GRAPEVINE,2040 WEST STATE HWY 114,GRAPEVINE,TX,76051,,(817) 410-4300,99,1,0,99,91,8,1,95,86,13,1,94,84,15,1,94,,1563,283,18,01/01/2022,12/31/2022
45C0001307,TEXAS ORTHOPEDICS SURGERY CENTER,4700 SETON CENTER PARKWAY SUITE 100,AUSTIN,TX,78759,,(512) 608-4647,97,3,0,98,92,6,2,95,89,10,1,95,86,13,1,95,,1730,368,21,01/01/2022,12/31/2022
45C0001315,PARK CITIES SURGERY CENTER LLC DBA PARK CITIES SURGERY CENTER,6901 SNIDER PLAZA SUITE 300,UNIVERSITY PARK,TX,75205,,(214) 706-6901,98,1,1,99,91,7,2,95,90,8,2,96,91,8,1,97,,822,175,21,01/01/2022,12/31/2022
45C0001318,BAYLOR SCOTT AND WHITE SURGICARE CARROLLTON,4780 NORTH JOSEY LANE,CARROLLTON,TX,75010,,(972) 395-2210,97,3,0,98,92,6,2,95,87,11,2,95,88,10,2,95,,1315,248,19,01/01/2022,12/31/2022
45C0001338,SAN ANTONIO ENDOSCOPY CENTER,8550 DATAPOINT DR SUITE 100,SAN ANTONIO,TX,78229,,(210) 615-7232,98,2,0,99,92,6,2,95,93,7,0,97,92,7,1,97,,1162,265,23,01/01/2022,12/31/2022
45C0001344,MIDLAND TEXAS SURGICAL CENTER LLC,5609 DEAUVILLE BLVD,MIDLAND,TX,79706,,(432) 699-4224,98,2,0,99,94,5,1,96,94,5,1,96,92,6,2,96,,1204,282,23,01/01/2022,12/31/2022
45C0001345,GAB ENDOSCOPY CENTER LLC,621 CAMDEN STREET SUITE 102,SAN ANTONIO,TX,78215,,(210) 253-3430,,,,,,,,,,,,,,,,,4,,,,,
45C0001351,THEDA OAKS GASTROENTEROLOGY AND ENDOSCOPY CENTER LLC,19226 STONE HUE SUITE 103,SAN ANTONIO,TX,78258,,(210) 268-0100,95,4,1,97,88,9,3,92,86,12,2,94,82,15,3,93,,1275,292,23,01/01/2022,12/31/2022
45C0001355,BAYLOR SCOTT & WHITE SURGICARE PLANO,1701 OHIO DR,PLANO,TX,75093,,(214) 291-3000,97,3,0,99,89,9,2,93,89,9,2,95,84,15,1,94,,1060,242,23,01/01/2022,12/31/2022
45C0001357,BAYLOR SCOTT AND WHITE SURGICARE FORT WORTH,750 12TH AVE,FORT WORTH,TX,76104,,(817) 334-5101,96,3,1,98,90,9,1,95,90,7,3,95,84,13,3,93,,1263,274,22,01/01/2022,12/31/2022
45C0001363,MEMORIAL HERMANN ENDOSCOPY CENTER NORTH LOOP,1900 NORTH LOOP WEST SUITE #550,HOUSTON,TX,77018,,(713) 396-1300,96,3,1,98,91,7,2,95,88,10,2,95,85,12,3,93,,2843,369,13,01/01/2022,12/31/2022
45C0001364,ROCKWALL AMBULATORY SURGERY CENTER LLP,825 WEST YELLOWJACKET LN,ROCKWALL,TX,75087,,(972) 772-6166,98,2,0,99,94,5,1,96,90,7,3,95,90,8,2,96,,1806,385,21,01/01/2022,12/31/2022
45C0001369,MEMORIAL HERMANN SURGERY CENTER GREATER HEIGHTS,1631 NORTH LOOP WEST SUITE #300,HOUSTON,TX,77008,,(713) 396-1300,97,3,0,98,92,6,2,95,92,7,1,96,88,10,2,95,,1699,307,18,01/01/2022,12/31/2022
45C0001370,TEXAS INTERNATIONAL ENDOSCOPY CENTER LP,6620 MAIN ST STE 1500,HOUSTON,TX,77030,,(713) 520-8432,97,3,0,98,93,6,1,96,88,9,3,95,88,10,2,95,,1304,288,22,01/01/2022,12/31/2022
45C0001374,EL PASO DAY SURGERY LLC,1300 MURCHISON,EL PASO,TX,79902,,(915) 373-4180,97,3,0,98,89,9,2,93,90,8,2,95,86,12,2,94,,1575,362,23,01/01/2022,12/31/2022
45C0001384,TUSCAN SURGERY CENTER AT LAS COLINAS,701 TUSCAN DR SUITE 100,IRVING,TX,75039,,(214) 442-1900,98,2,0,99,91,7,2,94,91,7,2,96,93,6,1,97,,1227,252,21,01/01/2022,12/31/2022
45C0001391,NORTH TEXAS ENDOSCOPY PARTNERS,"2023 W. MCDERMOTT DR., # 240",ALLEN,TX,75013,,(972) 781-1482,97,3,0,98,89,9,2,94,90,9,1,96,88,10,2,95,,1479,330,22,01/01/2022,12/31/2022
45C0001393,NORTH GARLAND SURGERY CENTER LLP DBA BAYLOR SCOTT AND WHITE SURGICARE NORTH GARLAND,7150 NORTH GEORGE BUSH HWY SUITE 101,GARLAND,TX,75044,,(214) 703-1800,98,2,0,99,92,6,2,95,89,10,1,95,87,12,1,95,,1239,297,24,01/01/2022,12/31/2022
45C0001396,CENTENNIAL ASC LLC,4401 COIT RD #100,FRISCO,TX,75035,,(469) 893-6573,96,3,1,97,89,9,2,93,87,9,4,94,83,14,3,93,,2092,377,18,01/01/2022,12/31/2022
45C0001406,MEMORIAL HERMANN SURGERY CENTER THE WOODLANDS LLP DBA MEMORIAL HERMANN SURGERY CENTER THE WOODLANDS,9200 PINECROFT DR SUITE 200,THE WOODLANDS,TX,77380,,(281) 297-9500,98,2,0,99,93,6,1,96,92,6,2,97,90,8,2,96,,1083,209,19,01/01/2022,12/31/2022
45C0001412,CEDAR PARK SURGERY CENTER LLP DBA HILL COUNTRY SURGERY CENTER,801 EAST WHITESTONE BLVD SUITE 100,CEDAR PARK,TX,78613,,(512) 528-2000,98,2,0,99,90,8,2,94,93,6,1,97,90,9,1,96,,1787,347,19,01/01/2022,12/31/2022
45C0001421,MEMORIAL HERMANN SURGERY CENTER RICHMOND LLC,1517 THOMPSON RD SUITE 100,RICHMOND,TX,77469,,(281) 344-5444,96,3,1,98,92,6,2,95,86,11,3,94,84,13,3,93,,2094,353,17,01/01/2022,12/31/2022
45C0001422,LONE STAR ENDOSCOPY-KELLER,180 BEAR CREEK PARKWAY,KELLER,TX,76248,,(817) 337-3671,98,2,0,99,94,5,1,97,97,2,1,98,96,3,1,98,,952,226,24,01/01/2022,12/31/2022
45C0001434,MEMORIAL HERMANN SURGERY CENTER BRAZORIA LLC,2760 BRAZOS PARKWAY,ANGLETON,TX,77515,,(979) 848-5910,99,1,0,99,93,6,1,96,93,6,1,97,90,9,1,96,,1164,266,23,01/01/2022,12/31/2022
45C0001442,MEMORIAL HERMANN SURGERY CENTER KINGSLAND,21720 KINGSLAND BLVD SUITE 101,KATY,TX,77450,,(281) 579-5655,98,2,0,99,90,8,2,94,88,10,2,95,89,9,2,95,,1514,224,15,01/01/2022,12/31/2022
45C0001443,MEMORIAL HERMANN SURGERY CENTER SOUTHWEST,7789 SOUTHWEST FREEWAY SUITE 200,HOUSTON,TX,77074,,(713) 343-3100,98,1,1,99,92,6,2,95,89,9,2,95,84,13,3,93,,1559,269,17,01/01/2022,12/31/2022
45C0001446,MEMORIAL HERMANN SURGERY CENTER TEXAS MEDICAL CENTER,6400 FANNIN ST SUITE 1500,HOUSTON,TX,77030,,(713) 790-7710,96,3,1,97,92,6,2,95,88,10,2,95,87,11,2,95,,2245,354,16,01/01/2022,12/31/2022
45C0001447,MEMORIAL HERMANN SURGERY CENTER KATY,23920 KATY FREEWAY,KATY,TX,77494,,(281) 644-3200,96,4,0,98,92,7,1,95,88,11,1,95,82,15,3,93,,1743,274,16,01/01/2022,12/31/2022
45C0001449,MEMORIAL HERMANN SURGERY CENTER SUGAR LAND LLP,17510 WEST GRAND PARKWAY SOUTH SUITE 200,SUGAR LAND,TX,77479,,(281) 238-1600,98,2,0,99,94,4,2,96,91,9,0,96,87,11,2,95,,1099,182,17,01/01/2022,12/31/2022
45C0001458,NORTHWEST SURGERY CENTER LLP,11111 RESEARCH BLVD SUITE 350,AUSTIN,TX,78759,,(512) 349-4010,98,2,0,99,93,6,1,96,88,10,2,95,84,14,2,94,,1400,297,21,01/01/2022,12/31/2022
45C0001465,EL PASO CENTER FOR GASTROINTESTINAL ENDOSCOPY LLC,1620 N. MESA ST,EL PASO,TX,79902,,(915) 545-5300,96,3,1,98,90,7,3,94,91,8,1,96,88,10,2,95,,1801,370,21,01/01/2022,12/31/2022
45C0001471,BAYLOR SURGICARE AT GRANBURY LLC,1717 PALUXY RD.,GRANBURY,TX,76048,,(817) 579-8863,98,2,0,99,94,5,1,96,92,7,1,96,92,7,1,97,,1285,449,35,01/01/2022,12/31/2022
45C0001477,GCSA AMBULATORY SURGERY CENTER LLC,855 PROTON RD.,SAN ANTONIO,TX,78258,,(210) 614-1234,,,,,,,,,,,,,,,,,4,,,,,
45C0001481,HYDE PARK SURGERY CENTER,4611 GUADALUPE ST SUITE 100,AUSTIN,TX,78751,,(512) 420-2303,97,3,0,99,90,9,1,94,89,10,1,95,84,15,1,94,,1278,267,21,01/01/2022,12/31/2022
45C0001486,BAYLOR SCOTT & WHITE SURGICARE AT MANSFIELD,280 REGENCY PARKWAY,MANSFIELD,TX,76063,,(469) 387-2313,98,2,0,99,92,6,2,95,96,3,1,97,94,6,0,98,,1158,208,18,01/01/2022,12/31/2022
45C0001509,MEDICAL PARK TOWER SURGERY CENTER,1301 WEST 38TH ST SUITE 109,AUSTIN,TX,78705,,(512) 354-3011,97,2,1,98,90,9,1,94,84,14,2,94,84,14,2,94,,1163,312,27,01/01/2022,12/31/2022
45C0001513,MEMORIAL HERMANN MEMORIAL VILLAGE SURGERY CENTER,1120 BUSINESS CENTER DR SUITE 110,HOUSTON,TX,77043,,(713) 337-1111,94,4,2,96,90,8,2,94,83,14,3,93,79,17,4,91,,1033,189,18,01/01/2022,12/31/2022
45C0001522,WILLIAMSON SURGERY CENTER,"301 SETON PKWY, STE 200",ROUND ROCK,TX,78665,,(512) 861-4214,98,2,0,99,94,5,1,96,91,8,1,96,89,10,1,96,,1362,399,29,01/01/2022,12/31/2022
45C0001536,KIRBY GLEN SURGERY CENTER,2459 S. BRAESWOOD BLVD.,HOUSTON,TX,77030,,(713) 529-8600,93,6,1,96,90,8,2,94,78,18,4,91,74,22,4,89,,1296,317,24,01/01/2022,12/31/2022
45C0001561,SURGCENTER OF PLANO,6101 WINDHAVEN PARKWAY SUITE 195,PLANO,TX,75093,,(469) 209-7054,97,3,0,98,91,7,2,95,87,11,2,95,85,13,2,94,,1416,402,28,01/01/2022,12/31/2022
45C0001567,GASTROENTEROLOGY CONSULTANTS OF SAN ANTONIO STONE CREEK,12850 TOEPPERWEIN RD,LIVE OAK,TX,78233,,(210) 614-1234,,,,,,,,,,,,,,,,,4,,,,,
45C0001570,LONE STAR ENDOSCOPY CENTER LLC,1001 SURREY LANE,FLOWER MOUND,TX,75022,,(214) 513-6300,98,2,0,99,91,7,2,95,93,6,1,97,92,7,1,97,,1390,331,24,01/01/2022,12/31/2022
45C0001582,BEAR CREEK SURGERY CENTER LLC,100 BOURLAND RD SUITE 110,KELLER,TX,76248,,(817) 518-9130,98,2,0,99,94,5,1,97,91,7,2,96,88,10,2,95,,1371,353,26,01/01/2022,12/31/2022
45C0001597,NORTH PINES SURGERY CENTER LLC,4019 I 45 N SUITE 150,CONROE,TX,77304,,(936) 641-8181,99,1,0,99,93,6,1,96,92,8,0,97,90,9,1,96,2,1167,210,18,01/01/2022,12/31/2022
45C0001607,MEMORIAL HERMANN SURGERY CENTER PINECROFT,9305 PINECROFT DR SUITE 200,SPRING,TX,77380,,(832) 823-5156,98,2,0,99,93,6,1,96,93,7,0,97,93,6,1,97,,1572,306,19,01/01/2022,12/31/2022
45C0001638,METHODIST CRAIG RANCH SURGERY CENTER,6045 ALMA RD SUITE 100,MCKINNEY,TX,75070,,(469) 907-1650,97,3,0,98,90,8,2,94,90,10,0,96,91,9,0,97,,1862,356,19,01/01/2022,12/31/2022
45C0001646,LONE STAR ENDOSCOPY CENTER SOUTHLAKE,515 SOUTH NOLEN DR,SOUTHLAKE,TX,76092,,(817) 912-1999,98,2,0,99,92,7,1,95,96,3,1,97,94,6,0,98,,1362,375,28,01/01/2022,12/31/2022
45C0001656,BAYLOR SURGICARE AT BAYLOR PLANO LLC DBA BAYLOR SCOTT AND WHITE SURGICARE AT PLANO ALLIANCE,4825 ALLIANCE BLVD SUTE 300,PLANO,TX,75093,,(469) 367-0700,95,4,1,97,89,8,3,93,84,11,5,93,79,17,4,91,,1747,361,21,01/01/2022,12/31/2022
45C0001657,BAYLOR SCOTT AND WHITE SPORTS SURGERY CENTER AT THE STAR,3800 GAYLORD PARKWAY SUITE 410,FRISCO,TX,75034,,(972) 668-5911,98,2,0,99,93,6,1,96,94,6,0,97,91,8,1,96,,1750,327,19,01/01/2022,12/31/2022
45C0001678,HILL COUNTRY SURGERY CENTER LLC DBA SURGERY CENTER BOERNE,112 HERFF RD SUITE 200,BOERNE,TX,78006,,(830) 331-7700,98,2,0,99,93,6,1,96,94,5,1,97,91,8,1,96,,1706,471,28,01/01/2022,12/31/2022
45C0001695,SURGCENTER OF GREATER DALLAS,11411 EAST NORTHWEST HWY SUITE 220,DALLAS,TX,75218,,(469) 214-4344,,,,,,,,,,,,,,,,,4,,,,,
46C0001003,AVENUES SURGICAL CENTER,359 EAST 8TH AVE,SALT LAKE CITY,UT,84103,,(801) 792-2815,98,2,0,99,92,7,1,95,88,10,2,95,87,12,1,95,,957,246,26,01/01/2022,12/31/2022
46C0001004,MCKAY DEE SURGICAL CENTER LLC,"3903 HARRISON BLVD., STE. 100",OGDEN,UT,84403,,(801) 387-3600,97,3,0,99,92,7,1,95,91,7,2,96,89,10,1,96,,1981,528,27,01/01/2022,12/31/2022
49C0001009,CENTRAL VIRGINIA SURGI-CENTER LP DBA SURGI-CENTER OF CENTRAL VIRGINIA,1500 DIXON ST SUITE 101,FREDERICKSBURG,VA,22401,,(540) 371-5349,97,3,0,98,91,7,2,95,86,12,2,94,88,11,1,95,,1058,386,36,01/01/2022,12/31/2022
49C0001012,VIRGINIA BEACH AMBULATORY SURGERY CENTER,1700 WILL O WISP DR,VIRGINIA BEACH,VA,23454,,(757) 496-6400,98,2,0,99,94,5,1,96,91,8,1,96,91,9,0,97,,1688,475,28,01/01/2022,12/31/2022
49C0001017,KAISER FOUNDATION HEALTH PLAN OF THE MID ATLANTIC STAT,8008 WESTPARK DR,MC LEAN,VA,22102,,(703) 490-8400,98,2,0,99,94,5,1,96,89,10,1,95,86,12,2,94,,3427,913,27,01/01/2022,12/31/2022
49C0001034,MARY IMMACULATE AMBULATORY SURGERY CENTER LLC,12720 MCMANUS BLVD SUITE 103,NEWPORT NEWS,VA,23602,,(757) 369-7000,97,3,0,98,92,7,1,96,89,10,1,95,87,12,1,95,,1124,288,26,01/01/2022,12/31/2022
49C0001039,PRINCE WILLIAM AMBULATORY SURGERY CENTER,8644 SUDLEY RD,MANASSAS,VA,20110,,(703) 369-8525,98,2,0,99,92,7,1,95,89,10,1,95,87,12,1,95,,1409,463,33,01/01/2022,12/31/2022
49C0001044,ST. MARY'S AMBULATORY SURGERY CENTER,1501 MAPLE AVE SUITE 300,RICHMOND,VA,23226,,(804) 287-7881,98,2,0,99,92,7,1,96,93,6,1,96,90,9,1,96,,1103,314,28,01/01/2022,12/31/2022
49C0001047,BON SECOURS SURGERY CENTER AT VIRGINIA BEACH LLC,828 HEALTHY WAY SUITE 115,VIRGINIA BEACH,VA,23462,,(757) 495-8070,98,2,0,99,94,5,1,96,93,5,2,96,89,9,2,95,,996,322,32,01/01/2022,12/31/2022
