"Facility ID","Facility Name","Address","City/Town","State","ZIP Code","County/Parish","Telephone Number","Patients who reported that staff definitely gave care in a professional way and the facility was clean","Patients who reported that staff somewhat gave care in a professional way or the facility was somewhat clean","Patients who reported that staff did not give care in a professional way or the facility was not clean","Facilities and staff linear mean score","Patients who reported that staff definitely communicated about what to expect during and after the procedure","Patients who reported that staff somewhat communicated about what to expect during and after the procedure","Patients who reported that staff did not communicate about what to expect during and after the procedure","Communication about your procedure linear mean score","Patients who gave the facility a rating of 9 or 10 on a scale from 0 (lowest) to 10 (highest)","Patients who gave the facility a rating of 7 or 8 on a scale from 0 (lowest) to 10 (highest)","Patients who gave the facility a rating of 0 to 6 on a scale from 0 (lowest) to 10 (highest)","Patients' rating of the facility linear mean score","Patients who reported YES they would DEFINITELY recommend the facility to family or friends","Patients who reported PROBABLY YES they would recommend the facility to family or friends","Patients who reported NO, they would not recommend the facility to family or friends","Patients recommending the facility linear mean score","Footnote","Number of Sampled Patients","Number of Completed Surveys","Survey Response Rate Percent","Start Date","End Date"
25C0001046,COLUMBUS ORTHOPAEDIC OUTPATIENT CENTER,640 LEIGH DR,COLUMBUS,MS,39705,,(662) 328-7123,98,2,0,99,89,7,4,93,91,7,2,96,85,14,1,94,2,741,195,26,04/01/2023,03/31/2024
25C0001058,CENTER FOR DIGESTIVE HEALTH LLC,589 GARFIELD ST,TUPELO,MS,38801,,(662) 377-4173,97,3,0,99,92,6,2,95,91,7,2,96,88,11,1,96,,1846,413,22,04/01/2023,03/31/2024
25C0001069,G I DIAGNOSTIC AND THERAPEUTIC CENTER LLC,"7668 AIRWAYS BLVD, BUILDING # 2",SOUTHAVEN,MS,38671,,(662) 349-6950,,,,,,,,,,,,,,,,,4,,,,,
26C0001021,CREEKWOOD SURGERY CENTER LP,211 NORTHEAST 54TH ST SUITE 100,KANSAS CITY,MO,64118,,(816) 988-2553,97,2,1,98,92,6,2,95,86,13,1,95,86,12,2,94,,1220,322,26,04/01/2023,03/31/2024
26C0001028,SAINT LUKES GI DIAGNOSTICS LLC,4321 WASHINGTON STE. 5600,KANSAS CITY,MO,64111,,(816) 416-8353,96,3,1,98,90,8,2,94,83,13,4,93,82,14,4,92,,1342,327,24,04/01/2023,03/31/2024
26C0001060,SOUTH COUNTY OUTPATIENT ENDOSCOPY SERVICES LP DBA SOUTH COUNTY OUTPATIENT ENDOSCOPY SERVICES,5139 MATTIS RD  SUITE 100,ST LOUIS,MO,63128,,(314) 729-9780,98,2,0,99,93,6,1,96,92,6,2,96,88,10,2,95,,1246,485,39,04/01/2023,03/31/2024
26C0001061,DES PERES SQUARE SURGERY CENTER,1050 OLD DES PERES RD. STE. 150,ST LOUIS,MO,63131,,(314) 569-2918,97,3,0,98,91,7,2,95,88,10,2,95,87,12,1,95,,1848,569,31,04/01/2023,03/31/2024
26C0001066,MIDWEST DIGESTIVE HEALTH CENTER LLC,3601 NORTHEAST RALPH POWELL RD,LEES SUMMIT,MO,64064,,(816) 251-1255,98,2,0,99,95,4,1,97,95,4,1,97,92,7,1,97,,1557,421,27,04/01/2023,03/31/2024
26C0001069,BRIARCLIFF AMBULATORY SURGERY CENTER LP DBA BRIARCLIFF SURGERY CENTER,4150 NORTH MULBERRY DR SUITE 100,KANSAS CITY,MO,64116,,(816) 214-4364,96,4,0,98,92,6,2,95,88,9,3,94,84,12,4,93,,1534,396,26,04/01/2023,03/31/2024
26C0001080,MID RIVERS SURGERY CENTER,5401 VETERANS MEMOIRAL PARKWAY,ST PETERS,MO,63376,,(636) 441-0906,97,3,0,98,94,5,1,96,88,11,1,95,87,12,1,95,,488,145,30,04/01/2023,03/31/2024
26C0001082,CHESTERFIELD SURGERY CENTER,17050 BAXTER RD SUITE 110,CHESTERFIELD,MO,63005,,(636) 537-0122,98,2,0,99,93,6,1,96,92,7,1,96,88,11,1,96,,848,281,33,04/01/2023,03/31/2024
26C0001087,ADVANCED AMBULATORY SURGICAL CARE LP,"10448 OLD OLIVE ST RD, SUITE 100",CREVE COEUR,MO,63141,,(314) 743-8091,97,3,0,99,93,6,1,96,90,9,1,95,86,13,1,95,,840,240,29,04/01/2023,03/31/2024
26C0001088,SURGERY CENTER OF COLUMBIA LP,305 NORTH KEENE ST SUITE 107,COLUMBIA,MO,65201,,(573) 256-6272,98,1,1,99,93,6,1,96,86,12,2,95,87,12,1,95,,630,250,40,04/01/2023,03/31/2024
26C0001097,RIVERSIDE AMBULATORY SURGERY CENTER,100 VILLAGE SQUARE,HAZELWOOD,MO,63042,,(314) 373-8931,97,3,0,98,94,5,1,96,89,9,2,95,85,12,3,94,,1736,454,26,04/01/2023,03/31/2024
26C0001109,WEBSTER AMBULATORY SURGERY CENTER LP,520 S. ELM AVE.,WEBSTER GROVES,MO,63119,,(314) 962-3464,99,1,0,99,93,5,2,96,90,9,1,95,83,15,2,94,,890,238,27,04/01/2023,03/31/2024
26C0001112,FRONTENAC AMBULATORY SURGERY AND SPINE CARE CENTER LP DBA FRONTENAC SURGERY AND SPINE CARE CENTER,10435 CLAYTON RD SUITE 110,FRONTENAC,MO,63131,,(314) 995-3990,97,2,1,98,92,6,2,95,92,5,3,96,87,10,3,94,,1193,299,25,04/01/2023,03/31/2024
26C0001116,GATEWAY ENDOSCOPY CENTER LP,12855 N. 40 DR. STE. 150,ST LOUIS,MO,63141,,(314) 336-1130,99,1,0,100,95,4,1,97,94,5,1,97,95,4,1,98,,1069,365,34,04/01/2023,03/31/2024
26C0001117,TWIN CITIES AMBULATORY SURGERY CENTER LP,1101 W. GANNON DR.,FESTUS,MO,63028,,(636) 931-5997,98,2,0,99,92,7,1,95,88,10,2,94,85,12,3,93,,707,257,36,04/01/2023,03/31/2024
26C0001138,OLD TESSON SURGERY CENTER,12639 OLD TESSON SUITE 130,ST. LOUIS,MO,63128,,(314) 748-4225,97,2,1,98,91,8,1,95,90,8,2,95,87,11,2,95,,766,322,42,04/01/2023,03/31/2024
26C0001148,EMERSON SURGERY CENTER LLC,"633 EMERSON RD, SUITE 140",ST LOUIS,MO,63141,,(314) 991-9922,98,2,0,99,93,6,1,96,93,7,0,97,92,7,1,97,,1014,306,30,04/01/2023,03/31/2024
26C0001157,NORTH CAMPUS SURGERY CENTER LLC,"633 EMERSON RD., SUITE 120",CREVE COEUR,MO,63141,,(314) 991-2090,94,5,1,97,93,4,3,95,70,29,1,91,69,27,4,88,3,203,40,20,04/01/2023,03/31/2024
26C0001162,TOTAL JOINT CENTER OF THE NORTHLAND,200 NORTHEAST 54TH ST SUITE 200,KANSAS CITY,MO,64118,,(816) 499-8500,99,1,0,99,94,5,1,97,95,4,1,98,93,6,1,97,,455,234,52,04/01/2023,03/31/2024
27C0001020,YELLOWSTONE SURGERY CENTER LLC,1144 N. 28TH ST.,BILLINGS,MT,59101,,(406) 237-5900,98,2,0,99,92,7,1,96,91,7,2,96,90,9,1,96,,918,271,30,04/01/2023,03/31/2024
27C0001022,FLATHEAD OUTPATIENT CENTER PC,111 SUNNYVIEW LANE,KALISPELL,MT,59901,,(406) 752-7900,,,,,,,,,,,,,,,,,4,,,,,
27C0001026,KALISPELL REGIONAL MEDICAL CENTER INC DBA POLSON HEALTH OUTPATIENT CENTER,106 RIDGEWATER DR SUITE B,POLSON,MT,59860,,(406) 883-1911,,,,,,,,,,,,,,,,,4,,,,,
27C0001028,YELLOWSTONE SURGERY CENTER LLC DBA YELLOWSTONE SURGERY CENTER WEST,1739 SPRING CREEK DRIVE,BILLINGS,MT,59102,,(000) 000-0000,97,3,0,98,90,9,1,94,92,7,1,96,88,10,2,95,,1209,490,41,04/01/2023,03/31/2024
27C0001029,WEST BOZEMAN SURGERY CENTER LLC DBA BOZEMAN OUTPATIENT SURGERY CENTER,875 SOUTH COTTONWOOD ROAD SUITE 100,BOZEMAN,MT,59718,,(000) 000-0000,99,1,0,99,94,5,1,97,90,9,1,96,88,11,1,96,,1390,465,33,04/01/2023,03/31/2024
28C0001032,NORTH PLATTE SURGERY CENTER LLC,621 WEST FRANCIS ST,NORTH PLATTE,NE,69101,,(308) 534-5400,98,2,0,99,93,6,1,96,89,9,2,95,86,13,1,95,,1213,380,31,04/01/2023,03/31/2024
29C0001005,SURGERY CENTER OF RENO,343 ELM ST SUITE 100,RENO,NV,89503,,(775) 336-6952,,,,,,,,,,,,,,,,,4,,,,,
29C0001036,PARKWAY SURGERY CENTER,100 NORTH GREEN VALLEY PARKWAY SUITE 125,HENDERSON,NV,89074,,(702) 616-4950,96,4,0,98,89,9,2,94,87,10,3,94,84,14,2,94,,1226,251,20,04/01/2023,03/31/2024
29C0001038,LAKE TAHOE SURGERY CENTER,212 ELKS POINT RD SUITE 201,ZEPHYR COVE,NV,89448,,(775) 588-9188,98,2,0,99,96,3,1,98,94,6,0,97,91,8,1,96,2,539,215,40,04/01/2023,03/31/2024
29C0001073,DURANGO OUTPATIENT SURGERY CENTER,8530 WEST SUNSET RD SUITE 100,LAS VEGAS,NV,89113,,(702) 789-5700,98,2,0,99,90,8,2,94,91,8,1,96,87,9,4,94,,927,146,16,04/01/2023,03/31/2024
29C0001102,PARKWAY SURGERY CENTER DBA PARKWAY SURGERY CENTER AT HORIZON RIDGE,10561 JEFFREYS ST SUITE 130,HENDERSON,NV,89052,,(702) 724-8900,96,3,1,97,90,8,2,94,87,9,4,94,85,13,2,94,,1371,317,23,04/01/2023,03/31/2024
30C0001014,DARTMOUTH-HITCHCOCK AMBULATORY SURGERY CENTER,100 HITCHCOCK WAY,MANCHESTER,NH,03104,,(603) 629-8127,99,1,0,99,93,6,1,96,93,6,1,96,92,7,1,96,,2667,665,25,04/01/2023,03/31/2024
30C0001031,DARTMOUTH HITCHCOCK NASHUA ENDOSCOPY CENTER,2300 SOUTHWOOD DR,NASHUA,NH,03063,,(603) 629-8127,99,1,0,100,95,4,1,97,94,5,1,97,92,8,0,97,,1731,446,26,04/01/2023,03/31/2024
30C0001042,NORTH ATLANTIC SURGICAL SUITES LLC,23 KEEYWAYDIN DRIVE,SALEM,NH,03079,,(603) 386-0272,99,1,0,99,93,6,1,96,92,7,1,97,90,9,1,96,,644,350,54,04/01/2023,03/31/2024
30C0001043,MINIMALLY INVASIVE SURGERY CENTER OF NEW ENGLAND,4 HAWTHORNE DRIVE,BEDFORD,NH,03079,,(000) 000-0000,96,3,1,98,89,9,2,94,85,13,2,94,82,17,1,94,,1313,356,27,04/01/2023,03/31/2024
30C0001044,ATLANTIC COAST SURGICAL SUITES LLC,325-2 LAFAYETTE RD,SEABROOK,NH,03874,,(603) 218-1793,98,1,1,99,92,7,1,95,90,9,1,96,89,9,2,95,,450,174,39,04/01/2023,03/31/2024
30C0001050,MASS GENERAL BRIGHAM AMSURG INC,30 TUSCAN BOULEVARD THIRD FLOOR,SALEM,NH,03079,,(857) 282-8001,,,,,,,,,,,,,,,,,4,,,,,
31C0001007,SUMMIT SURGICAL CENTER LLC,200 BOWMAN DR SUITE D160,VOORHEES,NJ,08043,,(856) 247-7810,,,,,,,,,,,,,,,,,4,,,,,
31C0001035,BERGEN GASTROENTEROLOGY PC,"466 OLD HOOK RD, SUITE 1",EMERSON,NJ,07630,,(201) 967-8221,97,3,0,99,92,6,2,95,84,14,2,93,86,13,1,95,,1047,249,24,04/01/2023,03/31/2024
31C0001087,NJ VEIN & COSMETIC SURGERY CENTER,741 NORTHFIELD AVE SUITE 105,WEST ORANGE,NJ,07052,,(732) 383-4189,,,,,,,,,,,,,,,,,4,,,,,
31C0001088,ATLANTICARE SURGERY CENTER LLC,2500 ENGLISH CREEK AVE. STE. 702,EGG HARBOR TOWNSHIP,NJ,08234,,(609) 407-2553,,,,,,,,,,,,,,,,,4,,,,,
31C0001099,SHORE OUTPATIENT SURGICENTER LLC,360 ROUTE 70,LAKEWOOD,NJ,08201,,(732) 942-9835,98,2,0,99,90,7,3,93,90,7,3,95,84,14,2,93,,1110,356,32,04/01/2023,03/31/2024
31C0001103,ATLANTICARE SURGERY CENTER CAPE MAY,106 CT HOUSE SOUTH DENNIS RD BUILDING 100,CAPE MAY CT HOUSE,NJ,08210,,(609) 465-0300,,,,,,,,,,,,,,,,,4,,,,,
31C0001126,SHREWSBURY SURGERY CENTER,655 SHREWSBURY AVE,SHREWSBURY,NJ,07702,,(732) 450-6000,99,1,0,99,91,8,1,95,92,7,1,96,90,9,1,96,,1376,380,28,04/01/2023,03/31/2024
31C0001147,SAME DAY SURGERY CENTER OF CENTRAL JERSEY LLC,225 MAY ST. UNIT C,EDISON,NJ,08837,,(732) 661-0570,97,3,0,98,91,7,2,95,88,11,1,95,85,14,1,95,,1394,312,22,04/01/2023,03/31/2024
31C0001150,ORTHOPAEDIC SURGERY CENTER OF NORTHWEST JERSEY LLC,3130 ROUTE 10 WEST STE. 200,DENVILLE,NJ,07834,,(973) 328-3475,97,3,0,99,93,5,2,96,90,9,1,96,88,11,1,95,,1194,330,28,04/01/2023,03/31/2024
31C0001152,HACKENSACK ENDOSCOPY CENTER,170 PROSPECTIVE AVE. STE 10,HACKENSACK,NJ,07601,,(201) 498-0030,97,3,0,99,92,5,3,94,91,7,2,95,93,6,1,97,,911,243,27,04/01/2023,03/31/2024
31C0001153,TOMS RIVER SURGERY CENTER,1430 HOOPER AVE SUITE 301,TOMS RIVER,NJ,08753,,(732) 240-2277,98,2,0,99,95,3,2,97,97,2,1,98,95,4,1,97,,1105,358,32,04/01/2023,03/31/2024
31C0001160,HAMILTON ENDOSCOPY AND SURGERY CENTER LLC,"1235 WHITE HORSE MERCERVILLE RD, SUITE 310",HAMILTON,NJ,08619,,(609) 581-6610,97,3,0,98,86,10,4,91,90,6,4,95,84,14,2,94,,725,186,26,04/01/2023,03/31/2024
31C0001162,SUBURBAN ENDOSCOPY CENTER LLC,799 BLOOMFIELD AVE.,VERONA,NJ,07044,,(973) 571-1600,98,2,0,99,90,7,3,93,92,7,1,96,88,11,1,95,,1156,254,22,04/01/2023,03/31/2024
31C0001191,SADDLE RIVER VALLEY SURGICAL CENTER,1 WEST RIDGEWOOD AVE. G-03,PARAMUS,NJ,07652,,(201) 447-2677,,,,,,,,,,,,,,,,,4,,,,,
31C0001193,LAKEWOOD SURGERY CENTER LLC,1215 ROUTE 70 SUITE 2000,LAKEWOOD,NJ,08701,,(732) 719-1800,98,2,0,99,93,6,1,96,90,10,0,96,89,10,1,96,,1363,453,33,04/01/2023,03/31/2024
31C0001197,METROPOLITAN NEW JERSEY LLC DBA METROPOLITAN SURGERY CENTER,433 HACKENSACK AVE,HACKENSACK,NJ,07601,,(201) 527-6800,96,4,0,98,89,8,3,93,82,17,1,93,75,23,2,91,,1287,256,20,04/01/2023,03/31/2024
31C0001199,CENTER FOR BONE AND JOINT SURGERY DBA NORTHERN MONMOUTH REGIONAL SURGERY CENTER LLC,195 ROUTE 9 SOUTH SUITE 210,MANALAPAN,NJ,07726,,(732) 921-2305,99,1,0,99,90,8,2,94,92,7,1,97,88,10,2,95,,980,329,34,04/01/2023,03/31/2024
31C0001205,PARAMUS ENDOSCOPY LLC DBA ENDOSCOPY CENTER OF BERGEN COUNTY,80 EISENHOWER DR SUITE 100,PARAMUS,NJ,07652,,(201) 336-1100,98,2,0,99,89,8,3,93,91,8,1,96,89,9,2,95,,1445,350,24,04/01/2023,03/31/2024
31C0001216,SOMERSET AMBULATORY SURGICAL CENTER,1 HWY 206 N,SOMERVILLE,NJ,08876,,(908) 393-8360,98,2,0,99,90,7,3,94,89,10,1,96,87,11,2,94,,1015,273,27,04/01/2023,03/31/2024
31C0001218,MILLENNIUM SURGICAL CENTER LLC,"2090 SPRINGDALE RD., SUITE A",CHERRY HILL,NJ,08003,,(856) 751-4555,98,2,0,99,96,3,1,97,90,9,1,96,89,9,2,95,,1682,299,18,04/01/2023,03/31/2024
31C0001223,ATLANTICARE SURGERY CENTER-OCEAN COUNTY,798 ROUTE 539 BUILDING A SUITE 1,LITTLE EGG HARBOR,NJ,08087,,(609) 296-1122,,,,,,,,,,,,,,,,,4,,,,,
31C0001253,KHS AMBULATORY SURGICAL CENTER,405 HURFFVILLE-CROSSKEYS RD SUITE 210,SEWELL,NJ,08080,,(856) 582-2072,99,1,0,99,93,6,1,96,92,7,1,97,88,10,2,95,,1208,425,35,04/01/2023,03/31/2024
31C0001261,COASTAL ENDO LLC,175 GUNNING RIVER RD,BARNEGAT,NJ,08005,,(609) 698-0700,97,2,1,98,95,4,1,97,91,8,1,96,89,10,1,96,,1180,354,30,04/01/2023,03/31/2024
31C0001269,SURGICAL SPECIALISTS AT PRINCETON LLC,136 MAIN ST. STE. 100,PRINCETON,NJ,08540,,(609) 853-2261,98,2,0,99,94,5,1,97,91,9,0,95,91,8,1,97,,1449,422,29,04/01/2023,03/31/2024
31C0001305,VANGUARD SURGICAL CENTER LLC,113 ESSEX ST.,MAYWOOD,NJ,07607,,(201) 291-9100,99,1,0,99,96,3,1,98,94,4,2,97,92,7,1,97,,1086,352,32,04/01/2023,03/31/2024
31C0001341,ATLANTICARE CENTER FOR ORTHOPEDIC SURGERY,2500 ENGLISH CREEK AVE SUITE 1201,EGG HARBOR TWP,NJ,08234,,(609) 383-6493,,,,,,,,,,,,,,,,,4,,,,,
32C0001107,NEW MEXICO ORTHOPAEDIC SURGERY CENTER LP DBA NEW MEXICO ORTHOPAEDIC SURGERY CENTER,201 CEDAR ST SOUTHEAST SUITE 7650,ALBUQUERQUE,NM,87106,,(505) 724-4394,96,4,0,98,90,8,2,94,89,10,1,95,85,13,2,94,,1605,448,28,04/01/2023,03/31/2024
32C0001127,PRESBYTERIAN HOSPITAL ASC,201 CEDAR ST SOUTHEAST SUITE 7650,ALBUQUERQUE,NM,87106,,(505) 357-3567,98,2,0,99,90,9,1,94,91,6,3,95,82,17,1,93,,1229,270,22,04/01/2023,03/31/2024
32C0001129,PRESBYTERIAN RUST MEDICAL CENTER ASC LLC DBA NEW MEXICO SURGERY CENTER MULTI SPECIALTY,2400 UNSER BOULEVARD SOUTHEAST SUITE 09100B,RIO RANCHO,NM,87124,,(000) 000-0000,96,4,0,98,93,6,1,96,90,8,2,95,88,11,1,95,,1389,358,26,04/01/2023,03/31/2024
33C0001012,MILLARD FILLMORE SURGERY CENTER LLC,215 KLEIN RD.,WILLIAMSVILLE,NY,14221,,(716) 568-6184,,,,,,,,,,,,,,,,,4,,,,,
33C0001164,SOUTHTOWNS SURGERY CENTER LLC,5959 BIG TREE ROAD STE 100,ORCHARD PARK,NY,14127,,(000) 000-0000,,,,,,,,,,,,,,,,,4,,,,,
33C0001176,PORT JEFFERSON SURGERY CENTER,1500 ROUTE 1R BUILDING 4,PORT JEFFERSON STATIO,NY,11776,,(631) 828-3555,,,,,,,,,,,,,,,,,4,,,,,
33C0001212,HARLEM ROAD AMBULATORY SURGERY CENTER LLC,3085 HARLEM ROAD SUITE 300,CHEEKTOWAGA,NY,14225,,(716) 748-3600,,,,,,,,,,,,,,,,,4,,,,,
34C0001035,LEBAUER ENDOSCOPY CENTER,520 N. ELAM AVE 4TH FLOOR,GREENSBORO,NC,27403,,(336) 323-5259,,,,,,,,,,,,,,,,,4,,,,,
34C0001112,NOVANT HEALTH SOUTHPARK SURGERY CENTER,6035 FAIRVIEW RD SUITE 3,CHARLOTTE,NC,28210,,(336) 277-8770,,,,,,,,,,,,,,,,,4,,,,,
34C0001154,NOVANT HEALTH BALLANTYNE OUTPATIENT SURGERY,200 HAWTHORNE LANE,CHARLOTTE,NC,28204,,(336) 277-8770,,,,,,,,,,,,,,,,,4,,,,,
34C0001159,PRIVATE DIAGNOSTIC CLINIC PLLC,"BRIER CREEK MEDICAL PAVILLION, 10207 CERNY ST., ST",RALEIGH,NC,27617,,(919) 660-0620,98,2,0,99,93,5,2,96,93,6,1,97,91,8,1,96,,1566,264,17,04/01/2023,03/31/2024
34C0001165,WAKE ENDOSCOPY CENTER LLC,2601 LAKE DR. S 201,RALEIGH,NC,27607,,(919) 341-3529,97,2,1,98,90,7,3,93,84,13,3,93,86,12,2,94,,1884,202,11,04/01/2023,03/31/2024
34C0001168,NOVANT HEALTH HUNTERSVILLE OUTPATIENT SURGERY,10030 GILEAD RD,HUNTERSVILLE,NC,28078,,(336) 277-8770,,,,,,,,,,,,,,,,,4,,,,,
34C0001174,REX SURGERY CENTER OF CARY LLC,1505 SOUTHWEST CARY PARKWAY SUITE 100,CARY,NC,27511,,(804) 814-9753,99,1,0,99,91,7,2,94,89,10,1,95,87,12,1,95,,3050,729,24,04/01/2023,03/31/2024
34C0001180,NOVANT HEALTH MATTHEWS SURGERY CENTER,710 PARK CENTER DR SUITE 100,MATTHEWS,NC,28103,,(336) 277-8770,,,,,,,,,,,,,,,,,4,,,,,
34C0001189,CAROLINA DIGESTIVE CARE,107 B MICA AVE,MORGANTON,NC,28655,,(828) 588-1166,99,1,0,99,94,5,1,96,95,4,1,97,93,5,2,97,,901,263,29,04/01/2023,03/31/2024
34C0001199,NOVANT HEALTH BRUNSWICK ENDOSCOPY CENTER,2085 FRONTIS PLAZA BLVD,WINSTON-SALEM,NC,27103,,(336) 277-8770,,,,,,,,,,,,,,,,,4,,,,,
34C0001200,NOVANT HEALTH KERNERSVILLE OUTPATIENT SURGERY,1730 KERNERSVILLE MEDICAL PARKWAY,KERNERSVILLE,NC,27284,,(336) 277-8770,,,,,,,,,,,,,,,,,4,,,,,
34C0001209,NOVANT HEALTH CLEMMONS OUTPATIENT SURGERY CENTER,7210 VILLAGE MEDICAL CIRCLE,CLEMMONS,NC,27012,,(000) 000-0000,,,,,,,,,,,,,,,,,4,,,,,
34C0001215,TRIAD CENTER FOR SURGERY DBA KIMEL PARK SURGERY CENTER,180 KIMEL PARK DRIVE SUITE 200,WINSTON SALEM,NC,27103,,(202) 378-0139,,,,,,,,,,,,,,,,,4,,,,,
34C0001218,SUMMIT HEALTH PARTNERS LLC DBA WESTERN CAROLINA SURGERY CENTER,30 AIRPORT PARK ROAD,FLETCHER,NC,28732,,(828) 900-0220,97,2,1,98,93,6,1,96,88,11,1,95,87,11,2,95,,2111,830,39,04/01/2023,03/31/2024
34C0001221,WAKE SPINE AND SPECIALTY SURGERY CENTER LLC DBA RALEIGH NEUROSURGICAL AND SPINE SURGERY CENTER,5241 SIX FORKS ROAD SUITE 200,RALEIGH,NC,27609,,(984) 884-1600,,,,,,,,,,,,,,,,,4,,,,,
35C0001004,TRINITY HEALTH,1102 MAIN ST,WILLISTON,ND,58801,,(701) 572-7711,98,2,0,99,94,5,1,97,86,13,1,95,90,10,0,97,,571,203,36,04/01/2023,03/31/2024
35C0001007,ESSENTIA HEALTH WAHPETON ASC,275 11TH ST SOUTH,WAHPETON,ND,58075,,(701) 642-2000,,,,,,,,,,,,,,,,,4,,,,,
35C0001025,SANFORD HEALTH DICKINSON AMBULATORY SURGERY CTR,2615 FAIRWAY ST,DICKINSON,ND,58601,,(701) 456-6000,,,,,,,,,,,,,,,,,4,,,,,
36C0001043,DIGESTIVECARE INC,75 SYLVANIA DR,BEAVERCREEK,OH,45440,,(937) 320-5050,,,,,,,,,,,,,,,,,4,,,,,
36C0001091,WHITEHALL SURGERY CENTER,1030 REFUGEE RD SUITE 160,PICKERINGTON,OH,43147,,(614) 604-7450,,,,,,,,,,,,,,,,,4,,,,,
36C0001097,REYNOLDS ROAD SURGICAL CENTER LTD DBA WILDWOOD SURGICAL CENTER,"2865 NORTH REYNOLDS RD, SUITE 190",TOLEDO,OH,43615,,(419) 578-7547,99,1,0,99,94,5,1,97,93,7,0,97,90,9,1,96,,1710,600,35,04/01/2023,03/31/2024
36C0001148,ENDOSCOPY CENTER OF DAYTON NORTH LLC,9000 N. MAIN ST. STE. 405,DAYTON,OH,45415,,(937) 320-5050,,,,,,,,,,,,,,,,,4,,,,,
36C0001155,NEW HORIZONS SURGERY CENTER LLC,1167 INDEPENDENCE AVE.,MARION,OH,43302,,(740) 375-5854,99,1,0,99,95,4,1,97,91,8,1,97,90,9,1,96,,1040,347,33,04/01/2023,03/31/2024
36C0001173,WOOSTER MILLTOWN SPECIALTY AND SURGERY CENTER,721 EAST MILLTOWN RD,WOOSTER,OH,44691,,(216) 310-2280,,,,,,,,,,,,,,,,,4,,,,,
36C0001222,THE CHRIST HOSPITAL SPINE SURGERY CENTER LLC,4020 SMITH RD,NORWOOD,OH,45209,,(513) 619-5899,99,1,0,100,97,3,0,98,93,6,1,97,94,5,1,98,,1097,417,38,04/01/2023,03/31/2024
36C0001294,NORTHPOINTE SURGICAL SUITES LLC,3250 NORTHPOINTE DR,ZANESVILLE,OH,43701,,(740) 487-1823,98,2,0,99,95,4,1,97,91,9,0,96,89,10,1,96,,863,391,45,04/01/2023,03/31/2024
36C0001298,ENDOSCOPY CENTER OF DAYTON LTD,4200 INDIAN RIPPLE RD,BEAVERCREEK,OH,45440,,(937) 320-5050,,,,,,,,,,,,,,,,,4,,,,,
36C0001301,LANCASTER SPECIALTY SURGERY CENTER,3056 COLUMBUS LANCASTER ROAD NW,LANCASTER,OH,43130,,(740) 974-2731,98,2,0,99,92,7,1,96,94,5,1,97,88,11,1,95,,536,230,43,04/01/2023,03/31/2024
36C0001306,TRIHEALTH SURGERY CENTER -- ANDERSON,7810 FIVE MILE ROAD SUITE B,CINCINNATI,OH,45230,,(000) 000-0000,98,2,0,99,94,4,2,96,97,3,0,97,95,5,0,98,3,325,68,21,04/01/2023,03/31/2024
36C0001308,ONYX AND PEARL SURGICAL SUITES LLC,465 NORTH CLEVELAND AVE SUITE 150,WESTERVILLE,OH,43082,,(614) 918-0030,97,3,0,99,93,6,1,96,91,8,1,96,84,16,0,94,,793,191,24,04/01/2023,03/31/2024
36C0001315,NWO SURGERY CENTER LLC,15028 EAST US ROUTE 224,FINDLAY,OH,45840,,(419) 427-3040,,,,,,,,,,,,,,,,,4,,,,,
36C0001326,WHEELING HOSPITAL AMBULATORY SURGERY CENTER LLC,68 STATE ROUTE 7,BRIDGEPORT,OH,43912,,(740) 676-6600,99,1,0,100,93,6,1,96,92,7,1,97,91,8,1,96,,2241,430,19,04/01/2023,03/31/2024
36C0001327,THREE GABLES SURGERY CENTER,5897 COUNTY ROAD 107,PROCTORVILLE,OH,45669,,(000) 000-0000,97,3,0,99,92,6,2,95,90,8,2,96,94,5,1,97,,1106,219,20,04/01/2023,03/31/2024
36C0001343,OSU WEXNER MEDICAL CENTER AMUBLATORY SURGERY CENTER NEW ALBANY,6100 NORTH HAMILTON ROAD 2ND FLOOR SUITE 2D,WESTERVILLE,OH,43081,,(614) 814-8434,98,2,0,99,94,5,1,96,93,5,2,96,91,8,1,96,,8252,1566,19,04/01/2023,03/31/2024
37C0001026,MEDICAL PLAZA ENDOSCOPY UNIT LLC,1125 NORTH PORTER AVE SUITE 304,NORMAN,OK,73071,,(405) 360-2799,,,,,,,,,,,,,,,,,4,,,,,
37C0001055,USPI MEMORIAL SURGERY CENTER,8131 SOUTH MEMORIAL DR SUITE 107,TULSA,OK,74133,,(918) 249-7921,96,4,0,98,90,8,2,94,89,9,2,94,83,15,2,94,,1011,330,33,04/01/2023,03/31/2024
37C0001061,WEST NORMAN ENDOSCOPY CENTER LLC,3101 WEST TECUMSEH RD SUITE 100,NORMAN,OK,73072,,(405) 364-5900,,,,,,,,,,,,,,,,,4,,,,,
37C0001068,ORTHO CENTERAL ASC,3400 WEST TECUMSEH RD SUITE 301,NORMAN,OK,73072,,(405) 801-4200,,,,,,,,,,,,,,,,,4,,,,,
38C0001030,INTERSTATE AMBULATORY SURGERY CENTER,3500 N INTERSTATE AVE.,PORTLAND,OR,97227,,(971) 310-3089,97,2,1,98,94,5,1,97,89,9,2,95,85,14,1,94,,2265,891,39,04/01/2023,03/31/2024
