"Facility Name","Facility ID","NPI","City/Town","State","ZIP Code","Year","ASC-9 Rate","ASC-9 Footnote","ASC-11 Rate","ASC-11 Footnote","ASC-12 Total Cases","ASC-12 Performance Category","ASC-12 RSHV Rate","ASC-12 Interval Lower Limit","ASC-12 Interval Upper Limit","ASC-12 Footnote","ASC-13 Rate","ASC-13 Footnote","ASC-14 Rate","ASC-14 Footnote","ASC-17 Total Cases","ASC-17 Performance Category","ASC-17 RSHV Rate","ASC-17 Interval Lower Limit","ASC-17 Interval Upper Limit","ASC-17 Footnote","ASC-18 Total Cases","ASC-18 Performance Category","ASC-18 RSHV Rate","ASC-18 Interval Lower Limit","ASC-18 Interval Upper Limit","ASC-18 Footnote","ASC-20 Sample","ASC-20 Rate","ASC-20 Footnote"
METHODIST PHYSICIANS CLINIC,28C0001035,1720606932,OMAHA,NE,68114,2022,91.15,,N/A,5,330,No Different Than the National Rate,10.3,7.3,14.1,,N/A,5,N/A,5,N/A,N/A,N/A,N/A,N/A,5,N/A,N/A,N/A,N/A,N/A,5,,N/A,5
METHODIST PHYSICIANS CLINIC,28C0001035,1720606932,OMAHA,NE,68114,2022_Q4,N/A,5,N/A,5,N/A,N/A,N/A,N/A,N/A,5,N/A,5,N/A,5,N/A,N/A,N/A,N/A,N/A,5,N/A,N/A,N/A,N/A,N/A,5,13,95.2,
SOUTHWELL AMBULATORY INC DBA SOUTHWELL VALDOSTA ENDOSCOPY CENTER,11C0001208,1720625296,VALDOSTA,GA,31602,2022,100,,N/A,5,325,No Different Than the National Rate,10.6,7.9,14.7,,N/A,5,N/A,5,N/A,N/A,N/A,N/A,N/A,5,N/A,N/A,N/A,N/A,N/A,5,,N/A,5
SOUTHWELL AMBULATORY INC DBA SOUTHWELL VALDOSTA ENDOSCOPY CENTER,11C0001208,1720625296,VALDOSTA,GA,31602,2022_Q4,N/A,5,N/A,5,N/A,N/A,N/A,N/A,N/A,5,N/A,5,N/A,5,N/A,N/A,N/A,N/A,N/A,5,N/A,N/A,N/A,N/A,N/A,5,6,N/A,1
CIGARROA INTERVENTIONAL ASC LLC,45C0001702,1720630759,LAREDO,TX,78041,2022,N/A,5,N/A,5,N/A,N/A,N/A,N/A,N/A,5,N/A,5,N/A,5,N/A,N/A,N/A,N/A,N/A,5,N/A,N/A,N/A,N/A,N/A,5,,N/A,5
CIGARROA INTERVENTIONAL ASC LLC,45C0001702,1720630759,LAREDO,TX,78041,2022_Q4,N/A,5,N/A,5,N/A,N/A,N/A,N/A,N/A,5,N/A,5,N/A,5,N/A,N/A,N/A,N/A,N/A,5,N/A,N/A,N/A,N/A,N/A,5,18,100,
TREASURE COAST CENTER FOR SURGERY,10C0001264,1730112129,STUART,FL,34994,2022,N/A,5,N/A,5,N/A,N/A,N/A,N/A,N/A,5,N/A,5,N/A,5,N/A,N/A,N/A,N/A,N/A,5,N/A,N/A,N/A,N/A,N/A,5,,N/A,5
TREASURE COAST CENTER FOR SURGERY,10C0001264,1730112129,STUART,FL,34994,2022_Q4,N/A,5,N/A,5,N/A,N/A,N/A,N/A,N/A,5,N/A,5,N/A,5,N/A,N/A,N/A,N/A,N/A,5,N/A,N/A,N/A,N/A,N/A,5,70,51.4,
SAN JOAQUIN LASER AND SURGERY CENTER INC,05C0001077,1730112178,STOCKTON,CA,95204,2022,N/A,5,N/A,5,N/A,N/A,N/A,N/A,N/A,5,N/A,5,0.16,,N/A,N/A,N/A,N/A,N/A,5,N/A,N/A,N/A,N/A,N/A,5,,N/A,5
SAN JOAQUIN LASER AND SURGERY CENTER INC,05C0001077,1730112178,STOCKTON,CA,95204,2022_Q4,N/A,5,N/A,5,N/A,N/A,N/A,N/A,N/A,5,N/A,5,N/A,5,N/A,N/A,N/A,N/A,N/A,5,N/A,N/A,N/A,N/A,N/A,5,19,89.3,
DHA ENDOSCOPY LLC,22C0001058,1730113325,STONEHAM,MA,2180,2022,87.83,,N/A,5,2522,No Different Than the National Rate,11.7,9.2,15,,N/A,5,N/A,5,N/A,N/A,N/A,N/A,N/A,5,N/A,N/A,N/A,N/A,N/A,5,,N/A,5
DHA ENDOSCOPY LLC,22C0001058,1730113325,STONEHAM,MA,2180,2022_Q4,N/A,5,N/A,5,N/A,N/A,N/A,N/A,N/A,5,N/A,5,N/A,5,N/A,N/A,N/A,N/A,N/A,5,N/A,N/A,N/A,N/A,N/A,5,31,100,
SALEM ENDOSCOPY CENTER LLC,38C0001073,1730121401,SALEM,OR,97301,2022,98.47,,N/A,5,2175,No Different Than the National Rate,11.2,8.7,14.6,,N/A,5,N/A,5,N/A,N/A,N/A,N/A,N/A,5,N/A,N/A,N/A,N/A,N/A,5,,N/A,5
SALEM ENDOSCOPY CENTER LLC,38C0001073,1730121401,SALEM,OR,97301,2022_Q4,N/A,5,N/A,5,N/A,N/A,N/A,N/A,N/A,5,N/A,5,N/A,5,N/A,N/A,N/A,N/A,N/A,5,N/A,N/A,N/A,N/A,N/A,5,38,100,
SANTA MARIA DIGESTIVE DIAGNOSTIC CENTER,05C0001595,1730124124,SANTA MARIA,CA,93454,2022,92.05,,N/A,5,3999,No Different Than the National Rate,12.4,10,15.4,,N/A,5,N/A,5,N/A,N/A,N/A,N/A,N/A,5,N/A,N/A,N/A,N/A,N/A,5,,N/A,5
SANTA MARIA DIGESTIVE DIAGNOSTIC CENTER,05C0001595,1730124124,SANTA MARIA,CA,93454,2022_Q4,N/A,5,N/A,5,N/A,N/A,N/A,N/A,N/A,5,N/A,5,N/A,5,N/A,N/A,N/A,N/A,N/A,5,N/A,N/A,N/A,N/A,N/A,5,44,95.5,
SURGERY CENTER OF WESTON LLC,10C0001335,1730124561,WESTON,FL,33326,2022,N/A,5,100,,N/A,N/A,N/A,N/A,N/A,5,100,,0.72,,N/A,Number of Cases Too Small,N/A,N/A,N/A,1,N/A,N/A,N/A,N/A,N/A,5,,N/A,5
SURGERY CENTER OF WESTON LLC,10C0001335,1730124561,WESTON,FL,33326,2022_Q4,N/A,5,N/A,5,N/A,N/A,N/A,N/A,N/A,5,N/A,5,N/A,5,N/A,N/A,N/A,N/A,N/A,5,N/A,N/A,N/A,N/A,N/A,5,85,75.9,
PENNSYLVANIA EYE SURGERY CENTER INC,39C0001014,1730130246,HARRISBURG,PA,17112,2022,N/A,5,N/A,5,N/A,N/A,N/A,N/A,N/A,5,N/A,5,0.49,,N/A,N/A,N/A,N/A,N/A,5,N/A,N/A,N/A,N/A,N/A,5,,N/A,5
PENNSYLVANIA EYE SURGERY CENTER INC,39C0001014,1730130246,HARRISBURG,PA,17112,2022_Q4,N/A,5,N/A,5,N/A,N/A,N/A,N/A,N/A,5,N/A,5,N/A,5,N/A,N/A,N/A,N/A,N/A,5,N/A,N/A,N/A,N/A,N/A,5,28,89.2,
OUTPATIENT SURGERY CENTER INC,04C0001070,1730132853,MOUNTAIN HOME,AR,72653,2022,N/A,5,N/A,5,34,No Different Than the National Rate,11.1,7.8,15.6,,N/A,5,N/A,5,N/A,N/A,N/A,N/A,N/A,5,N/A,N/A,N/A,N/A,N/A,5,,N/A,5
OUTPATIENT SURGERY CENTER INC,04C0001070,1730132853,MOUNTAIN HOME,AR,72653,2022_Q4,N/A,5,N/A,5,N/A,N/A,N/A,N/A,N/A,5,N/A,5,N/A,5,N/A,N/A,N/A,N/A,N/A,5,N/A,N/A,N/A,N/A,N/A,5,,N/A,5
CONROE SURGERY CENTER 2 LLC,45C0001018,1730146861,CONROE,TX,77304,2022,N/A,5,N/A,5,N/A,N/A,N/A,N/A,N/A,5,100,,0.25,,83,No Different Than the National Rate,1.9,1.2,3,,121,No Different Than the National Rate,6,4.1,8.7,,,N/A,5
CONROE SURGERY CENTER 2 LLC,45C0001018,1730146861,CONROE,TX,77304,2022_Q4,N/A,5,N/A,5,N/A,N/A,N/A,N/A,N/A,5,N/A,5,N/A,5,N/A,N/A,N/A,N/A,N/A,5,N/A,N/A,N/A,N/A,N/A,5,222,89.8,
HAWTHORN SURGERY CENTER,14C0001002,1730151168,VERNON HILLS,IL,60061,2022,N/A,5,N/A,5,N/A,N/A,N/A,N/A,N/A,5,100,,N/A,5,594,No Different Than the National Rate,1.6,1.1,2.3,,80,No Different Than the National Rate,5.3,3.5,8.1,,,N/A,5
HAWTHORN SURGERY CENTER,14C0001002,1730151168,VERNON HILLS,IL,60061,2022_Q4,N/A,5,N/A,5,N/A,N/A,N/A,N/A,N/A,5,N/A,5,N/A,5,N/A,N/A,N/A,N/A,N/A,5,N/A,N/A,N/A,N/A,N/A,5,86,91.1,
HARFORD ENDOSCOPY CENTER,21C0001126,1730152869,BEL AIR,MD,21015,2022,91.03,,N/A,5,3553,No Different Than the National Rate,9.7,7.6,12.2,,N/A,5,N/A,5,N/A,N/A,N/A,N/A,N/A,5,N/A,N/A,N/A,N/A,N/A,5,,N/A,5
HARFORD ENDOSCOPY CENTER,21C0001126,1730152869,BEL AIR,MD,21015,2022_Q4,N/A,5,N/A,5,N/A,N/A,N/A,N/A,N/A,5,N/A,5,N/A,5,N/A,N/A,N/A,N/A,N/A,5,N/A,N/A,N/A,N/A,N/A,5,55,81.7,
EAST MEMPHIS UROLOGY CENTER DBA UROCENTER,44C0001096,1730153073,MEMPHIS,TN,38120,2022,N/A,5,N/A,5,N/A,N/A,N/A,N/A,N/A,5,99.79,,N/A,5,N/A,N/A,N/A,N/A,N/A,5,768,No Different Than the National Rate,5.6,4.4,7.2,,,N/A,5
EAST MEMPHIS UROLOGY CENTER DBA UROCENTER,44C0001096,1730153073,MEMPHIS,TN,38120,2022_Q4,N/A,5,N/A,5,N/A,N/A,N/A,N/A,N/A,5,N/A,5,N/A,5,N/A,N/A,N/A,N/A,N/A,5,N/A,N/A,N/A,N/A,N/A,5,79,100,
LEO R MCCAFFERTY MD SURGICAL CENTER,39C0001164,1730169657,PITTSBURGH,PA,15232,2022,N/A,5,N/A,5,N/A,N/A,N/A,N/A,N/A,5,N/A,5,N/A,5,N/A,Number of Cases Too Small,N/A,N/A,N/A,1,N/A,N/A,N/A,N/A,N/A,5,,N/A,5
LEO R MCCAFFERTY MD SURGICAL CENTER,39C0001164,1730169657,PITTSBURGH,PA,15232,2022_Q4,N/A,5,N/A,5,N/A,N/A,N/A,N/A,N/A,5,N/A,5,N/A,5,N/A,N/A,N/A,N/A,N/A,5,N/A,N/A,N/A,N/A,N/A,5,,N/A,5
CHARLOTTE ENDOSCOPIC SURGERY CENTER LLC DBA CHARLOTTE ENDOSCOPIC SURGERY CENTER,10C0001371,1730175159,PORT CHARLOTTE,FL,33908,2022,97.92,,N/A,5,1315,No Different Than the National Rate,10.2,7.7,13.4,,N/A,5,0,,N/A,N/A,N/A,N/A,N/A,5,N/A,N/A,N/A,N/A,N/A,5,,N/A,5
CHARLOTTE ENDOSCOPIC SURGERY CENTER LLC DBA CHARLOTTE ENDOSCOPIC SURGERY CENTER,10C0001371,1730175159,PORT CHARLOTTE,FL,33908,2022_Q4,N/A,5,N/A,5,N/A,N/A,N/A,N/A,N/A,5,N/A,5,N/A,5,N/A,N/A,N/A,N/A,N/A,5,N/A,N/A,N/A,N/A,N/A,5,40,2.5,
BROOKLYN EYE SURGERY CENTER LLC,33C0001001,1730180084,BROOKLYN,NY,11230,2022,N/A,5,N/A,5,N/A,N/A,N/A,N/A,N/A,5,N/A,5,0.28,,N/A,N/A,N/A,N/A,N/A,5,N/A,N/A,N/A,N/A,N/A,5,,N/A,5
BROOKLYN EYE SURGERY CENTER LLC,33C0001001,1730180084,BROOKLYN,NY,11230,2022_Q4,N/A,5,N/A,5,N/A,N/A,N/A,N/A,N/A,5,N/A,5,N/A,5,N/A,N/A,N/A,N/A,N/A,5,N/A,N/A,N/A,N/A,N/A,5,47,100,
CHEYENNE SURGICAL CENTER LLC,53C0001003,1730191651,CHEYENNE,WY,82001,2022,100,,N/A,5,N/A,Number of Cases Too Small,N/A,N/A,N/A,1,100,,N/A,5,110,No Different Than the National Rate,2.4,1.6,3.8,,N/A,Number of Cases Too Small,N/A,N/A,N/A,1,,N/A,5
CHEYENNE SURGICAL CENTER LLC,53C0001003,1730191651,CHEYENNE,WY,82001,2022_Q4,N/A,5,N/A,5,N/A,N/A,N/A,N/A,N/A,5,N/A,5,N/A,5,N/A,N/A,N/A,N/A,N/A,5,N/A,N/A,N/A,N/A,N/A,5,156,87.2,
MEMORIAL AMBULATORY SURGERY CENTER LLC,31C0001225,1730227992,MOUNT HOLLY,NJ,8060,2022,N/A,5,N/A,5,N/A,N/A,N/A,N/A,N/A,5,99.42,,N/A,5,144,No Different Than the National Rate,1.9,1.3,3,,N/A,Number of Cases Too Small,N/A,N/A,N/A,1,,N/A,5
MEMORIAL AMBULATORY SURGERY CENTER LLC,31C0001225,1730227992,MOUNT HOLLY,NJ,8060,2022_Q4,N/A,5,N/A,5,N/A,N/A,N/A,N/A,N/A,5,N/A,5,N/A,5,N/A,N/A,N/A,N/A,N/A,5,N/A,N/A,N/A,N/A,N/A,5,62,100,
AMBULATORY SURGERY CENTER OF WNY,33C0001043,1730249327,AMHERST,NY,14226,2022,N/A,5,N/A,5,N/A,N/A,N/A,N/A,N/A,5,100,,0.27,,211,No Different Than the National Rate,2.1,1.4,3.2,,N/A,N/A,N/A,N/A,N/A,5,,N/A,5
AMBULATORY SURGERY CENTER OF WNY,33C0001043,1730249327,AMHERST,NY,14226,2022_Q4,N/A,5,N/A,5,N/A,N/A,N/A,N/A,N/A,5,N/A,5,N/A,5,N/A,N/A,N/A,N/A,N/A,5,N/A,N/A,N/A,N/A,N/A,5,219,100,
J C PITTS ENTERPRISES INC,38C0001021,1730252487,ONTARIO,OR,97914,2022,N/A,5,N/A,5,N/A,N/A,N/A,N/A,N/A,5,N/A,5,N/A,5,N/A,N/A,N/A,N/A,N/A,5,N/A,N/A,N/A,N/A,N/A,5,,N/A,5
J C PITTS ENTERPRISES INC,38C0001021,1730252487,ONTARIO,OR,97914,2022_Q4,N/A,5,N/A,5,N/A,N/A,N/A,N/A,N/A,5,N/A,5,N/A,5,N/A,N/A,N/A,N/A,N/A,5,N/A,N/A,N/A,N/A,N/A,5,14,90.5,
EYNON SURGERY CENTER,39C0001148,1730253782,EYNON,PA,18403,2022,N/A,5,N/A,5,N/A,N/A,N/A,N/A,N/A,5,N/A,5,N/A,5,N/A,N/A,N/A,N/A,N/A,5,N/A,N/A,N/A,N/A,N/A,5,,N/A,5
EYNON SURGERY CENTER,39C0001148,1730253782,EYNON,PA,18403,2022_Q4,N/A,5,N/A,5,N/A,N/A,N/A,N/A,N/A,5,N/A,5,N/A,5,N/A,N/A,N/A,N/A,N/A,5,N/A,N/A,N/A,N/A,N/A,5,13,100,
BEDFORD AMBULATORY SURGICAL CENTER LLC,30C0001009,1730277575,BEDFORD,NH,3110,2022,100,,N/A,5,921,No Different Than the National Rate,10.8,8,14.5,,98.79,,0.25,,225,No Different Than the National Rate,2,1.3,3.1,,N/A,N/A,N/A,N/A,N/A,5,,N/A,5
BEDFORD AMBULATORY SURGICAL CENTER LLC,30C0001009,1730277575,BEDFORD,NH,3110,2022_Q4,N/A,5,N/A,5,N/A,N/A,N/A,N/A,N/A,5,N/A,5,N/A,5,N/A,N/A,N/A,N/A,N/A,5,N/A,N/A,N/A,N/A,N/A,5,129,100,
BETHANY MEDICAL CENTER PA,34C0001118,1730283151,HIGH POINT,NC,27262,2022,N/A,5,N/A,5,77,No Different Than the National Rate,11,7.8,15.5,,N/A,5,N/A,5,N/A,N/A,N/A,N/A,N/A,5,N/A,N/A,N/A,N/A,N/A,5,,N/A,5
BETHANY MEDICAL CENTER PA,34C0001118,1730283151,HIGH POINT,NC,27262,2022_Q4,N/A,5,N/A,5,N/A,N/A,N/A,N/A,N/A,5,N/A,5,N/A,5,N/A,N/A,N/A,N/A,N/A,5,N/A,N/A,N/A,N/A,N/A,5,28,75.3,
WILLS EYE SURGERY CENTER AT PLYMOTH MEETING,39C0001060,1730286097,CONSHOHOCKEN,PA,19428,2022,N/A,5,N/A,5,N/A,N/A,N/A,N/A,N/A,5,N/A,1,0.22,,N/A,N/A,N/A,N/A,N/A,5,N/A,N/A,N/A,N/A,N/A,5,,N/A,5
WILLS EYE SURGERY CENTER AT PLYMOTH MEETING,39C0001060,1730286097,CONSHOHOCKEN,PA,19428,2022_Q4,N/A,5,N/A,5,N/A,N/A,N/A,N/A,N/A,5,N/A,5,N/A,5,N/A,N/A,N/A,N/A,N/A,5,N/A,N/A,N/A,N/A,N/A,5,24,91.5,
DAY SURGERY CENTER LLC,51C0001007,1730296997,CHARLESTON,WV,25304,2022,87.5,,N/A,5,587,No Different Than the National Rate,10.9,8.1,14.8,,N/A,5,N/A,5,N/A,Number of Cases Too Small,N/A,N/A,N/A,1,N/A,N/A,N/A,N/A,N/A,5,,N/A,5
DAY SURGERY CENTER LLC,51C0001007,1730296997,CHARLESTON,WV,25304,2022_Q4,N/A,5,N/A,5,N/A,N/A,N/A,N/A,N/A,5,N/A,5,N/A,5,N/A,N/A,N/A,N/A,N/A,5,N/A,N/A,N/A,N/A,N/A,5,27,85.2,
PHYSICIANS CHOICE SURGICENTER INC,33C0001052,1730301284,HOWARD BEACH,NY,11414,2022,N/A,5,N/A,5,99,No Different Than the National Rate,10.9,7.7,15.1,,N/A,5,N/A,5,N/A,Number of Cases Too Small,N/A,N/A,N/A,1,N/A,N/A,N/A,N/A,N/A,5,,N/A,5
PHYSICIANS CHOICE SURGICENTER INC,33C0001052,1730301284,HOWARD BEACH,NY,11414,2022_Q4,N/A,5,N/A,5,N/A,N/A,N/A,N/A,N/A,5,N/A,5,N/A,5,N/A,N/A,N/A,N/A,N/A,5,N/A,N/A,N/A,N/A,N/A,5,,N/A,5
GARDENDALE SURGERY CENTER,01C0001054,1730318353,GARDENDALE,AL,35071,2022,97.92,,N/A,5,473,No Different Than the National Rate,10.4,7.5,14.3,,95.24,,0,,N/A,Number of Cases Too Small,N/A,N/A,N/A,1,N/A,N/A,N/A,N/A,N/A,5,,N/A,5
GARDENDALE SURGERY CENTER,01C0001054,1730318353,GARDENDALE,AL,35071,2022_Q4,N/A,5,N/A,5,N/A,N/A,N/A,N/A,N/A,5,N/A,5,N/A,5,N/A,N/A,N/A,N/A,N/A,5,N/A,N/A,N/A,N/A,N/A,5,23,71.5,
FORT MYERS ENDOSCOPY CENTER LLC,10C0001095,1730355595,FORT MYERS,FL,33907,2022,N/A,5,N/A,5,42,No Different Than the National Rate,10.4,7.4,14.4,,N/A,5,N/A,5,N/A,N/A,N/A,N/A,N/A,5,N/A,N/A,N/A,N/A,N/A,5,,N/A,5
FORT MYERS ENDOSCOPY CENTER LLC,10C0001095,1730355595,FORT MYERS,FL,33907,2022_Q4,N/A,5,N/A,5,N/A,N/A,N/A,N/A,N/A,5,N/A,5,N/A,5,N/A,N/A,N/A,N/A,N/A,5,N/A,N/A,N/A,N/A,N/A,5,,N/A,5
AMERICAN FOOT AND LEG SPECIALISTS PC,11C0001024,1730360264,FOREST PARK,GA,30297,2022,N/A,5,N/A,5,N/A,N/A,N/A,N/A,N/A,5,N/A,5,N/A,5,47,No Different Than the National Rate,2.1,1.4,3.3,,N/A,N/A,N/A,N/A,N/A,5,,N/A,5
AMERICAN FOOT AND LEG SPECIALISTS PC,11C0001024,1730360264,FOREST PARK,GA,30297,2022_Q4,N/A,5,N/A,5,N/A,N/A,N/A,N/A,N/A,5,N/A,5,N/A,5,N/A,N/A,N/A,N/A,N/A,5,N/A,N/A,N/A,N/A,N/A,5,,N/A,5
SHORELINE SURGERY CENTER LLP DBA CHRISTUS SPOHN SURGICARE OF CORPUS CHRISTI,45C0001250,1730369802,CORPUS CHRISTI,TX,78404,2022,96.5,,N/A,5,628,No Different Than the National Rate,11,8,15.1,,100,,0.25,,N/A,N/A,N/A,N/A,N/A,5,N/A,N/A,N/A,N/A,N/A,5,,N/A,5
SHORELINE SURGERY CENTER LLP DBA CHRISTUS SPOHN SURGICARE OF CORPUS CHRISTI,45C0001250,1730369802,CORPUS CHRISTI,TX,78404,2022_Q4,N/A,5,N/A,5,N/A,N/A,N/A,N/A,N/A,5,N/A,5,N/A,5,N/A,N/A,N/A,N/A,N/A,5,N/A,N/A,N/A,N/A,N/A,5,86,86.1,
NORTHVIEW ORTHOPAEDIC SURGERY CENTER PC,11C0001309,1730374307,DAHLONEGA,GA,30533,2022,N/A,5,N/A,5,N/A,N/A,N/A,N/A,N/A,5,N/A,5,N/A,5,63,No Different Than the National Rate,2.2,1.4,3.4,,N/A,N/A,N/A,N/A,N/A,5,,N/A,5
NORTHVIEW ORTHOPAEDIC SURGERY CENTER PC,11C0001309,1730374307,DAHLONEGA,GA,30533,2022_Q4,N/A,5,N/A,5,N/A,N/A,N/A,N/A,N/A,5,N/A,5,N/A,5,N/A,N/A,N/A,N/A,N/A,5,N/A,N/A,N/A,N/A,N/A,5,10,N/A,1
SURGERY CENTER OF SOUTH BAY,05C0001013,1730378498,TORRANCE,CA,90505,2022,N/A,5,N/A,5,N/A,N/A,N/A,N/A,N/A,5,100,,0.13,,N/A,Number of Cases Too Small,N/A,N/A,N/A,1,N/A,N/A,N/A,N/A,N/A,5,,N/A,5
SURGERY CENTER OF SOUTH BAY,05C0001013,1730378498,TORRANCE,CA,90505,2022_Q4,N/A,5,N/A,5,N/A,N/A,N/A,N/A,N/A,5,N/A,5,N/A,5,N/A,N/A,N/A,N/A,N/A,5,N/A,N/A,N/A,N/A,N/A,5,70,88.6,
CAROLINA ENDOSCOPY CENTER HUNTERSVILLE,34C0001150,1730382789,HUNTERSVILLE,NC,28078,2022,84.95,,N/A,5,972,No Different Than the National Rate,9,6.7,12.4,,N/A,5,N/A,5,N/A,N/A,N/A,N/A,N/A,5,N/A,N/A,N/A,N/A,N/A,5,,N/A,5
CAROLINA ENDOSCOPY CENTER HUNTERSVILLE,34C0001150,1730382789,HUNTERSVILLE,NC,28078,2022_Q4,N/A,5,N/A,5,N/A,N/A,N/A,N/A,N/A,5,N/A,5,N/A,5,N/A,N/A,N/A,N/A,N/A,5,N/A,N/A,N/A,N/A,N/A,5,34,97.1,
MAITLAND SURGERY CENTER,10C0001551,1730401571,MAITLAND,FL,32751,2022,N/A,1,N/A,5,N/A,N/A,N/A,N/A,N/A,5,100,,0.4,,N/A,Number of Cases Too Small,N/A,N/A,N/A,1,N/A,N/A,N/A,N/A,N/A,5,,N/A,5
MAITLAND SURGERY CENTER,10C0001551,1730401571,MAITLAND,FL,32751,2022_Q4,N/A,5,N/A,5,N/A,N/A,N/A,N/A,N/A,5,N/A,5,N/A,5,N/A,N/A,N/A,N/A,N/A,5,N/A,N/A,N/A,N/A,N/A,5,113,95.6,
CHARDON SURGERY CENTER,36C0001261,1730409400,CHARDON,OH,44024,2022,N/A,5,N/A,5,76,No Different Than the National Rate,10.3,7.4,14.3,,100,,0.26,,152,No Different Than the National Rate,2.2,1.5,3.4,,N/A,N/A,N/A,N/A,N/A,5,,N/A,5
CHARDON SURGERY CENTER,36C0001261,1730409400,CHARDON,OH,44024,2022_Q4,N/A,5,N/A,5,N/A,N/A,N/A,N/A,N/A,5,N/A,5,N/A,5,N/A,N/A,N/A,N/A,N/A,5,N/A,N/A,N/A,N/A,N/A,5,36,82.4,
SURGICAL SPECIALISTS AT PRINCETON LLC,31C0001269,1730410697,PRINCETON,NJ,8540,2022,76.19,,N/A,5,874,No Different Than the National Rate,10.4,7.8,13.9,,100,,0.33,,N/A,Number of Cases Too Small,N/A,N/A,N/A,1,212,No Different Than the National Rate,6.4,4.5,9.3,,,N/A,5
SURGICAL SPECIALISTS AT PRINCETON LLC,31C0001269,1730410697,PRINCETON,NJ,8540,2022_Q4,N/A,5,N/A,5,N/A,N/A,N/A,N/A,N/A,5,N/A,5,N/A,5,N/A,N/A,N/A,N/A,N/A,5,N/A,N/A,N/A,N/A,N/A,5,105,96.2,
PEACHTREE ORTHOPAEDIC SURGERY CENTER AT PERIMETER,11C0001384,1730463753,ATLANTA,GA,30342,2022,N/A,5,N/A,5,N/A,N/A,N/A,N/A,N/A,5,N/A,5,N/A,5,126,No Different Than the National Rate,2.2,1.4,3.3,,N/A,N/A,N/A,N/A,N/A,5,,N/A,5
PEACHTREE ORTHOPAEDIC SURGERY CENTER AT PERIMETER,11C0001384,1730463753,ATLANTA,GA,30342,2022_Q4,N/A,5,N/A,5,N/A,N/A,N/A,N/A,N/A,5,N/A,5,N/A,5,N/A,N/A,N/A,N/A,N/A,5,N/A,N/A,N/A,N/A,N/A,5,62,96.1,
HOAG ENDOSCOPY CENTER,05C0002003,1730466483,NEWPORT BEACH,CA,92663,2022,100,,N/A,5,2598,No Different Than the National Rate,9.3,7.3,12.1,,N/A,5,N/A,5,N/A,N/A,N/A,N/A,N/A,5,N/A,N/A,N/A,N/A,N/A,5,,N/A,5
HOAG ENDOSCOPY CENTER,05C0002003,1730466483,NEWPORT BEACH,CA,92663,2022_Q4,N/A,5,N/A,5,N/A,N/A,N/A,N/A,N/A,5,N/A,5,N/A,5,N/A,N/A,N/A,N/A,N/A,5,N/A,N/A,N/A,N/A,N/A,5,63,100,
WASHINGTON UROLOGY ASSOCIATES PLLC,50C0001188,1730496092,BELLEVUE,WA,98004,2022,N/A,5,N/A,5,N/A,N/A,N/A,N/A,N/A,5,N/A,5,N/A,5,N/A,N/A,N/A,N/A,N/A,5,122,No Different Than the National Rate,5.4,3.5,8.2,,,N/A,5
WASHINGTON UROLOGY ASSOCIATES PLLC,50C0001188,1730496092,BELLEVUE,WA,98004,2022_Q4,N/A,5,N/A,5,N/A,N/A,N/A,N/A,N/A,5,N/A,5,N/A,5,N/A,N/A,N/A,N/A,N/A,5,N/A,N/A,N/A,N/A,N/A,5,,N/A,5
BARDMOOR SURGERY CENTER LLC,10C0001304,1730500935,LARGO,FL,33777,2022,100,,N/A,5,658,No Different Than the National Rate,10.8,8,14.4,,100,,0,,46,No Different Than the National Rate,2.1,1.4,3.2,,N/A,Number of Cases Too Small,N/A,N/A,N/A,1,,N/A,5
BARDMOOR SURGERY CENTER LLC,10C0001304,1730500935,LARGO,FL,33777,2022_Q4,N/A,5,N/A,5,N/A,N/A,N/A,N/A,N/A,5,N/A,5,N/A,5,N/A,N/A,N/A,N/A,N/A,5,N/A,N/A,N/A,N/A,N/A,5,142,91.7,
KY ADVANCED SURGICAL CENTER INC,05C0002121,1730514027,FRESNO,CA,93726,2022,N/A,5,N/A,5,N/A,N/A,N/A,N/A,N/A,5,N/A,5,N/A,5,167,No Different Than the National Rate,1.9,1.3,2.8,,N/A,N/A,N/A,N/A,N/A,5,,N/A,5
KY ADVANCED SURGICAL CENTER INC,05C0002121,1730514027,FRESNO,CA,93726,2022_Q4,N/A,5,N/A,5,N/A,N/A,N/A,N/A,N/A,5,N/A,5,N/A,5,N/A,N/A,N/A,N/A,N/A,5,N/A,N/A,N/A,N/A,N/A,5,8,N/A,1
RICHMOND PAIN MANAGEMENT ASC,33C0001165,1730540600,STATEN ISLAND,NY,10305,2022,N/A,5,N/A,5,N/A,N/A,N/A,N/A,N/A,5,N/A,5,N/A,5,N/A,Number of Cases Too Small,N/A,N/A,N/A,1,N/A,N/A,N/A,N/A,N/A,5,,N/A,5
RICHMOND PAIN MANAGEMENT ASC,33C0001165,1730540600,STATEN ISLAND,NY,10305,2022_Q4,N/A,5,N/A,5,N/A,N/A,N/A,N/A,N/A,5,N/A,5,N/A,5,N/A,N/A,N/A,N/A,N/A,5,N/A,N/A,N/A,N/A,N/A,5,35,100,
