"Facility Name","Facility ID","NPI","City/Town","State","ZIP Code","Year","ASC-9 Rate","ASC-9 Footnote","ASC-11 Rate","ASC-11 Footnote","ASC-12 Total Cases","ASC-12 Performance Category","ASC-12 RSHV Rate","ASC-12 Interval Lower Limit","ASC-12 Interval Upper Limit","ASC-12 Footnote","ASC-13 Rate","ASC-13 Footnote","ASC-14 Rate","ASC-14 Footnote","ASC-17 Total Cases","ASC-17 Performance Category","ASC-17 RSHV Rate","ASC-17 Interval Lower Limit","ASC-17 Interval Upper Limit","ASC-17 Footnote","ASC-18 Total Cases","ASC-18 Performance Category","ASC-18 RSHV Rate","ASC-18 Interval Lower Limit","ASC-18 Interval Upper Limit","ASC-18 Footnote","ASC-19 Total Cases","ASC-19 Performance Category","ASC-19 RSHV Rate","ASC-19 Interval Lower Limit","ASC-19 Interval Upper Limit","ASC-19 Footnote","ASC-20 Sample","ASC-20 Rate","ASC-20 Footnote"
NYEEQ ASC LLC DBA NORTH QUEENS SURGICAL CENTER,33C0001146,1851717383,BAYSIDE,NY,11361,2022,N/A,5,100.00,,N/A,N/A,N/A,N/A,N/A,5,100.00,,0.41,,75,No Different Than the National Rate,2.1,1.4,3.4,,N/A,Number of Cases Too Small,N/A,N/A,N/A,1,38,No Different than expected,1.0,0.6,1.9,,,N/A,5
NYEEQ ASC LLC DBA NORTH QUEENS SURGICAL CENTER,33C0001146,1851717383,BAYSIDE,NY,11361,2023_Q1,N/A,5,N/A,5,N/A,N/A,N/A,N/A,N/A,5,N/A,5,N/A,5,N/A,N/A,N/A,N/A,N/A,5,N/A,N/A,N/A,N/A,N/A,5,N/A,N/A,N/A,N/A,N/A,5,123,100.00,
WEST SHORE PAIN AND SPINE INSTITUTE LLC,39C0001323,1851845986,MECHANICSBURG,PA,17050,2022,N/A,5,N/A,5,N/A,N/A,N/A,N/A,N/A,5,N/A,5,N/A,5,N/A,N/A,N/A,N/A,N/A,5,N/A,N/A,N/A,N/A,N/A,5,N/A,N/A,N/A,N/A,N/A,5,,N/A,5
WEST SHORE PAIN AND SPINE INSTITUTE LLC,39C0001323,1851845986,MECHANICSBURG,PA,17050,2023_Q1,N/A,5,N/A,5,N/A,N/A,N/A,N/A,N/A,5,N/A,5,N/A,5,N/A,N/A,N/A,N/A,N/A,5,N/A,N/A,N/A,N/A,N/A,5,N/A,N/A,N/A,N/A,N/A,5,8,N/A,1
PINNACLE SURGERY CENTER OF AUSTIN,45C0001666,1851848253,AUSTIN,TX,78705,2022,N/A,5,N/A,5,N/A,N/A,N/A,N/A,N/A,5,N/A,5,N/A,5,68,No Different Than the National Rate,2.3,1.5,3.7,,N/A,Number of Cases Too Small,N/A,N/A,N/A,1,N/A,Number of Cases Too Small,N/A,N/A,N/A,1,,N/A,5
PINNACLE SURGERY CENTER OF AUSTIN,45C0001666,1851848253,AUSTIN,TX,78705,2023_Q1,N/A,5,N/A,5,N/A,N/A,N/A,N/A,N/A,5,N/A,5,N/A,5,N/A,N/A,N/A,N/A,N/A,5,N/A,N/A,N/A,N/A,N/A,5,N/A,N/A,N/A,N/A,N/A,5,,N/A,5
ATLANTA SURGERY NORTH,11C0001518,1851865828,ROSWELL,GA,30076,2022,N/A,5,N/A,5,N/A,N/A,N/A,N/A,N/A,5,75.61,,N/A,5,N/A,N/A,N/A,N/A,N/A,5,51,No Different Than the National Rate,4.7,3.0,7.2,,N/A,Number of Cases Too Small,N/A,N/A,N/A,1,,N/A,5
ATLANTA SURGERY NORTH,11C0001518,1851865828,ROSWELL,GA,30076,2023_Q1,N/A,5,N/A,5,N/A,N/A,N/A,N/A,N/A,5,N/A,5,N/A,5,N/A,N/A,N/A,N/A,N/A,5,N/A,N/A,N/A,N/A,N/A,5,N/A,N/A,N/A,N/A,N/A,5,30,94.10,
SOUTHERN LAKES ENDOSCOPY CENTER,52C0001122,1851887715,MILWAUKEE,WI,53215,2022,91.67,,N/A,5,499,No Different Than the National Rate,11.2,7.9,15.9,,N/A,5,N/A,5,N/A,N/A,N/A,N/A,N/A,5,N/A,N/A,N/A,N/A,N/A,5,N/A,N/A,N/A,N/A,N/A,5,,N/A,5
SOUTHERN LAKES ENDOSCOPY CENTER,52C0001122,1851887715,MILWAUKEE,WI,53215,2023_Q1,N/A,5,N/A,5,N/A,N/A,N/A,N/A,N/A,5,N/A,5,N/A,5,N/A,N/A,N/A,N/A,N/A,5,N/A,N/A,N/A,N/A,N/A,5,N/A,N/A,N/A,N/A,N/A,5,4,N/A,1
TEXAS HEALTH SURGERY CENTER IRVING,45C0001675,1851887863,IRVING,TX,75061,2022,N/A,5,N/A,5,N/A,N/A,N/A,N/A,N/A,5,99.62,,N/A,5,78,No Different Than the National Rate,2.6,1.6,4.1,,N/A,N/A,N/A,N/A,N/A,5,N/A,Number of Cases Too Small,N/A,N/A,N/A,1,,N/A,5
TEXAS HEALTH SURGERY CENTER IRVING,45C0001675,1851887863,IRVING,TX,75061,2023_Q1,N/A,5,N/A,5,N/A,N/A,N/A,N/A,N/A,5,N/A,5,N/A,5,N/A,N/A,N/A,N/A,N/A,5,N/A,N/A,N/A,N/A,N/A,5,N/A,N/A,N/A,N/A,N/A,5,57,96.50,
EAST VALLEY OUTPATIENT SURGERY LLC,03C0001418,1851946875,MESA,AZ,85206,2022,N/A,5,N/A,5,N/A,N/A,N/A,N/A,N/A,5,N/A,5,0.62,,N/A,N/A,N/A,N/A,N/A,5,N/A,N/A,N/A,N/A,N/A,5,N/A,N/A,N/A,N/A,N/A,5,,N/A,5
EAST VALLEY OUTPATIENT SURGERY LLC,03C0001418,1851946875,MESA,AZ,85206,2023_Q1,N/A,5,N/A,5,N/A,N/A,N/A,N/A,N/A,5,N/A,5,N/A,5,N/A,N/A,N/A,N/A,N/A,5,N/A,N/A,N/A,N/A,N/A,5,N/A,N/A,N/A,N/A,N/A,5,11,100.00,
YUMA ADVANCED SURGICAL SUITES,03C0001408,1851950281,YUMA,AZ,85364,2022,N/A,5,N/A,5,N/A,N/A,N/A,N/A,N/A,5,100.00,,N/A,5,499,No Different Than the National Rate,1.6,1.2,2.3,,N/A,Number of Cases Too Small,N/A,N/A,N/A,1,37,No Different than expected,1.1,0.6,1.9,,,N/A,5
YUMA ADVANCED SURGICAL SUITES,03C0001408,1851950281,YUMA,AZ,85364,2023_Q1,N/A,5,N/A,5,N/A,N/A,N/A,N/A,N/A,5,N/A,5,N/A,5,N/A,N/A,N/A,N/A,N/A,5,N/A,N/A,N/A,N/A,N/A,5,N/A,N/A,N/A,N/A,N/A,5,41,78.00,
BAY SURGERY CENTERS LLC DBA CLEARWAY SURGERY CENTER OF ANNAPOLIS,21C0001637,1861001372,ANNAPOLIS,MD,21401,2022,N/A,5,N/A,5,N/A,N/A,N/A,N/A,N/A,5,N/A,5,N/A,5,N/A,Number of Cases Too Small,N/A,N/A,N/A,1,N/A,N/A,N/A,N/A,N/A,5,N/A,N/A,N/A,N/A,N/A,5,,N/A,5
BAY SURGERY CENTERS LLC DBA CLEARWAY SURGERY CENTER OF ANNAPOLIS,21C0001637,1861001372,ANNAPOLIS,MD,21401,2023_Q1,N/A,5,N/A,5,N/A,N/A,N/A,N/A,N/A,5,N/A,5,N/A,5,N/A,N/A,N/A,N/A,N/A,5,N/A,N/A,N/A,N/A,N/A,5,N/A,N/A,N/A,N/A,N/A,5,14,100.00,
EAST ATLANTA EYE SURGERY CENTER,11C0001529,1861029712,LAWRENCEVILLE,GA,30046,2022,N/A,5,N/A,5,N/A,N/A,N/A,N/A,N/A,5,100.00,,0.00,,N/A,N/A,N/A,N/A,N/A,5,N/A,N/A,N/A,N/A,N/A,5,N/A,Number of Cases Too Small,N/A,N/A,N/A,1,,N/A,5
EAST ATLANTA EYE SURGERY CENTER,11C0001529,1861029712,LAWRENCEVILLE,GA,30046,2023_Q1,N/A,5,N/A,5,N/A,N/A,N/A,N/A,N/A,5,N/A,5,N/A,5,N/A,N/A,N/A,N/A,N/A,5,N/A,N/A,N/A,N/A,N/A,5,N/A,N/A,N/A,N/A,N/A,5,24,75.00,
KADLEC REGIONAL MEDICAL CENTER DBA KADLEC AMBULATORY ENDOSCOPY CENTER LEE CAMPUS,50C0001331,1861041139,RICHLAND,WA,99352,2022,85.00,,N/A,5,309,No Different Than the National Rate,10.0,7.0,14.4,,N/A,1,N/A,5,N/A,N/A,N/A,N/A,N/A,5,N/A,N/A,N/A,N/A,N/A,5,N/A,N/A,N/A,N/A,N/A,5,,N/A,5
KADLEC REGIONAL MEDICAL CENTER DBA KADLEC AMBULATORY ENDOSCOPY CENTER LEE CAMPUS,50C0001331,1861041139,RICHLAND,WA,99352,2023_Q1,N/A,5,N/A,5,N/A,N/A,N/A,N/A,N/A,5,N/A,5,N/A,5,N/A,N/A,N/A,N/A,N/A,5,N/A,N/A,N/A,N/A,N/A,5,N/A,N/A,N/A,N/A,N/A,5,233,98.60,
FISHERS SPECIALTY SURGERY CENTER,15C0001213,1861059818,FISHERS,IN,46037,2022,N/A,5,N/A,5,N/A,N/A,N/A,N/A,N/A,5,100.00,,N/A,5,171,No Different Than the National Rate,2.5,1.7,3.7,,N/A,N/A,N/A,N/A,N/A,5,N/A,Number of Cases Too Small,N/A,N/A,N/A,1,,N/A,5
FISHERS SPECIALTY SURGERY CENTER,15C0001213,1861059818,FISHERS,IN,46037,2023_Q1,N/A,5,N/A,5,N/A,N/A,N/A,N/A,N/A,5,N/A,5,N/A,5,N/A,N/A,N/A,N/A,N/A,5,N/A,N/A,N/A,N/A,N/A,5,N/A,N/A,N/A,N/A,N/A,5,40,95.00,
PALMETTO ENDOSCOPY CENTER MT PLEASANT LLC,42C0001103,1861073371,MOUNT PLEASANT,SC,29466,2022,N/A,5,N/A,5,126,No Different Than the National Rate,9.4,6.4,13.8,,N/A,5,N/A,5,N/A,N/A,N/A,N/A,N/A,5,N/A,N/A,N/A,N/A,N/A,5,N/A,N/A,N/A,N/A,N/A,5,,N/A,5
PALMETTO ENDOSCOPY CENTER MT PLEASANT LLC,42C0001103,1861073371,MOUNT PLEASANT,SC,29466,2023_Q1,N/A,5,N/A,5,N/A,N/A,N/A,N/A,N/A,5,N/A,5,N/A,5,N/A,N/A,N/A,N/A,N/A,5,N/A,N/A,N/A,N/A,N/A,5,N/A,N/A,N/A,N/A,N/A,5,,N/A,5
BARNET DULANEY PERKINS EYE CENTER DBA AMERICAN VISION PARTNERS BDPEC ASC TUCSON 5TH ST,03C0001013,1861089666,TUCSON,AZ,85711,2022,N/A,5,N/A,5,N/A,N/A,N/A,N/A,N/A,5,N/A,5,0.17,,N/A,N/A,N/A,N/A,N/A,5,N/A,N/A,N/A,N/A,N/A,5,N/A,N/A,N/A,N/A,N/A,5,,N/A,5
BARNET DULANEY PERKINS EYE CENTER DBA AMERICAN VISION PARTNERS BDPEC ASC TUCSON 5TH ST,03C0001013,1861089666,TUCSON,AZ,85711,2023_Q1,N/A,5,N/A,5,N/A,N/A,N/A,N/A,N/A,5,N/A,5,N/A,5,N/A,N/A,N/A,N/A,N/A,5,N/A,N/A,N/A,N/A,N/A,5,N/A,N/A,N/A,N/A,N/A,5,,N/A,5
CEDAR PARK SURGERY CENTER LLP DBA HILL COUNTRY SURGERY CENTER,45C0001412,1861405607,CEDAR PARK,TX,78613,2022,77.56,,N/A,5,1089,No Different Than the National Rate,9.9,7.2,13.7,,82.35,,N/A,5,N/A,N/A,N/A,N/A,N/A,5,N/A,N/A,N/A,N/A,N/A,5,N/A,N/A,N/A,N/A,N/A,5,,N/A,5
CEDAR PARK SURGERY CENTER LLP DBA HILL COUNTRY SURGERY CENTER,45C0001412,1861405607,CEDAR PARK,TX,78613,2023_Q1,N/A,5,N/A,5,N/A,N/A,N/A,N/A,N/A,5,N/A,5,N/A,5,N/A,N/A,N/A,N/A,N/A,5,N/A,N/A,N/A,N/A,N/A,5,N/A,N/A,N/A,N/A,N/A,5,47,91.50,
SPECIALTY SURGICAL CENTER OF ARCADIA LP,05C0001697,1861408643,ARCADIA,CA,91006,2022,100.00,,N/A,5,79,No Different Than the National Rate,10.4,7.1,15.0,,100.00,,0.33,,N/A,Number of Cases Too Small,N/A,N/A,N/A,1,N/A,N/A,N/A,N/A,N/A,5,N/A,Number of Cases Too Small,N/A,N/A,N/A,1,,N/A,5
SPECIALTY SURGICAL CENTER OF ARCADIA LP,05C0001697,1861408643,ARCADIA,CA,91006,2023_Q1,N/A,5,N/A,5,N/A,N/A,N/A,N/A,N/A,5,N/A,5,N/A,5,N/A,N/A,N/A,N/A,N/A,5,N/A,N/A,N/A,N/A,N/A,5,N/A,N/A,N/A,N/A,N/A,5,149,95.30,
MAPLEWOOD AMBULATORY SURGERY CENTER INC,45C0001241,1861418378,WICHITA FALLS,TX,76308,2022,N/A,5,N/A,5,N/A,N/A,N/A,N/A,N/A,5,N/A,5,N/A,5,N/A,N/A,N/A,N/A,N/A,5,N/A,N/A,N/A,N/A,N/A,5,N/A,N/A,N/A,N/A,N/A,5,,N/A,5
MAPLEWOOD AMBULATORY SURGERY CENTER INC,45C0001241,1861418378,WICHITA FALLS,TX,76308,2023_Q1,N/A,5,N/A,5,N/A,N/A,N/A,N/A,N/A,5,N/A,5,N/A,5,N/A,N/A,N/A,N/A,N/A,5,N/A,N/A,N/A,N/A,N/A,5,N/A,N/A,N/A,N/A,N/A,5,13,84.60,
WOODHAMS EYE CLINIC PC,11C0001209,1861425399,ATLANTA,GA,30328,2022,N/A,5,N/A,5,N/A,N/A,N/A,N/A,N/A,5,N/A,5,N/A,5,N/A,N/A,N/A,N/A,N/A,5,N/A,N/A,N/A,N/A,N/A,5,N/A,N/A,N/A,N/A,N/A,5,,N/A,5
WOODHAMS EYE CLINIC PC,11C0001209,1861425399,ATLANTA,GA,30328,2023_Q1,N/A,5,N/A,5,N/A,N/A,N/A,N/A,N/A,5,N/A,5,N/A,5,N/A,N/A,N/A,N/A,N/A,5,N/A,N/A,N/A,N/A,N/A,5,N/A,N/A,N/A,N/A,N/A,5,10,N/A,1
MOUNTAINVIEW SURGERY CENTER,32C0001113,1861444838,LAS CRUCES,NM,88011,2022,N/A,5,N/A,5,N/A,Number of Cases Too Small,N/A,N/A,N/A,1,100.00,,0.21,,N/A,Number of Cases Too Small,N/A,N/A,N/A,1,N/A,N/A,N/A,N/A,N/A,5,N/A,Number of Cases Too Small,N/A,N/A,N/A,1,,N/A,5
MOUNTAINVIEW SURGERY CENTER,32C0001113,1861444838,LAS CRUCES,NM,88011,2023_Q1,N/A,5,N/A,5,N/A,N/A,N/A,N/A,N/A,5,N/A,5,N/A,5,N/A,N/A,N/A,N/A,N/A,5,N/A,N/A,N/A,N/A,N/A,5,N/A,N/A,N/A,N/A,N/A,5,33,99.00,
KIRURGS LLC,21C0001278,1861449571,CUMBERLAND,MD,21502,2022,N/A,5,N/A,5,N/A,N/A,N/A,N/A,N/A,5,N/A,5,N/A,5,N/A,Number of Cases Too Small,N/A,N/A,N/A,1,N/A,N/A,N/A,N/A,N/A,5,N/A,N/A,N/A,N/A,N/A,5,,N/A,5
KIRURGS LLC,21C0001278,1861449571,CUMBERLAND,MD,21502,2023_Q1,N/A,5,N/A,5,N/A,N/A,N/A,N/A,N/A,5,N/A,5,N/A,5,N/A,N/A,N/A,N/A,N/A,5,N/A,N/A,N/A,N/A,N/A,5,N/A,N/A,N/A,N/A,N/A,5,10,N/A,1
BRASS PARTNERSHIP IN COMMENDAM DBA BRASS SURGERY CENTER,19C0001001,1861458507,BATON ROUGE,LA,70808,2022,N/A,5,N/A,5,N/A,N/A,N/A,N/A,N/A,5,100.00,,N/A,5,51,No Different Than the National Rate,2.1,1.3,3.4,,N/A,Number of Cases Too Small,N/A,N/A,N/A,1,43,No Different than expected,1.1,0.6,1.9,,,N/A,5
BRASS PARTNERSHIP IN COMMENDAM DBA BRASS SURGERY CENTER,19C0001001,1861458507,BATON ROUGE,LA,70808,2023_Q1,N/A,5,N/A,5,N/A,N/A,N/A,N/A,N/A,5,N/A,5,N/A,5,N/A,N/A,N/A,N/A,N/A,5,N/A,N/A,N/A,N/A,N/A,5,N/A,N/A,N/A,N/A,N/A,5,149,71.10,
AESTIQUE AMBULATORY SURGICAL CENTER INC,39C0001036,1861462038,GREENSBURG,PA,15601,2022,N/A,5,100.00,,N/A,Number of Cases Too Small,N/A,N/A,N/A,1,79.50,,0.88,,N/A,Number of Cases Too Small,N/A,N/A,N/A,1,N/A,N/A,N/A,N/A,N/A,5,41,No Different than expected,1.0,0.6,1.8,,,N/A,5
AESTIQUE AMBULATORY SURGICAL CENTER INC,39C0001036,1861462038,GREENSBURG,PA,15601,2023_Q1,N/A,5,N/A,5,N/A,N/A,N/A,N/A,N/A,5,N/A,5,N/A,5,N/A,N/A,N/A,N/A,N/A,5,N/A,N/A,N/A,N/A,N/A,5,N/A,N/A,N/A,N/A,N/A,5,43,88.50,
ORLANDO CENTER FOR OUTPATIENT SURGERY LP,10C0001176,1861463259,ORLANDO,FL,32806,2022,93.86,,N/A,5,37,No Different Than the National Rate,9.8,6.6,14.3,,N/A,5,N/A,5,176,No Different Than the National Rate,2.5,1.6,4.0,,137,No Different Than the National Rate,7.3,5.3,10.2,,49,No Different than expected,1.0,0.6,1.7,,,N/A,5
ORLANDO CENTER FOR OUTPATIENT SURGERY LP,10C0001176,1861463259,ORLANDO,FL,32806,2023_Q1,N/A,5,N/A,5,N/A,N/A,N/A,N/A,N/A,5,N/A,5,N/A,5,N/A,N/A,N/A,N/A,N/A,5,N/A,N/A,N/A,N/A,N/A,5,N/A,N/A,N/A,N/A,N/A,5,30,100.00,
DISCOVER EYE SURGERY CENTER LLC,26C0001022,1861485138,INDEPENDENCE,MO,64055,2022,N/A,5,N/A,5,N/A,N/A,N/A,N/A,N/A,5,N/A,5,0.16,,N/A,N/A,N/A,N/A,N/A,5,N/A,N/A,N/A,N/A,N/A,5,N/A,N/A,N/A,N/A,N/A,5,,N/A,5
DISCOVER EYE SURGERY CENTER LLC,26C0001022,1861485138,INDEPENDENCE,MO,64055,2023_Q1,N/A,5,N/A,5,N/A,N/A,N/A,N/A,N/A,5,N/A,5,N/A,5,N/A,N/A,N/A,N/A,N/A,5,N/A,N/A,N/A,N/A,N/A,5,N/A,N/A,N/A,N/A,N/A,5,27,77.80,
DOCTORS PARK SURGERY INC,26C0001007,1861487324,CAPE GIRARDEAU,MO,63703,2022,N/A,5,N/A,5,N/A,N/A,N/A,N/A,N/A,5,99.58,,0.00,,N/A,Number of Cases Too Small,N/A,N/A,N/A,1,401,No Different Than the National Rate,6.2,4.6,8.3,,135,No Different than expected,0.9,0.6,1.6,,,N/A,5
DOCTORS PARK SURGERY INC,26C0001007,1861487324,CAPE GIRARDEAU,MO,63703,2023_Q1,N/A,5,N/A,5,N/A,N/A,N/A,N/A,N/A,5,N/A,5,N/A,5,N/A,N/A,N/A,N/A,N/A,5,N/A,N/A,N/A,N/A,N/A,5,N/A,N/A,N/A,N/A,N/A,5,33,74.90,
THE PLASTIC SURGERY CENTER LAND LLC,11C0001093,1861491987,SAVANNAH,GA,31405,2022,N/A,5,N/A,5,N/A,N/A,N/A,N/A,N/A,5,N/A,5,N/A,5,51,No Different Than the National Rate,2.2,1.4,3.5,,N/A,N/A,N/A,N/A,N/A,5,1576,No Different than expected,0.8,0.6,1.2,,,N/A,5
THE PLASTIC SURGERY CENTER LAND LLC,11C0001093,1861491987,SAVANNAH,GA,31405,2023_Q1,N/A,5,N/A,5,N/A,N/A,N/A,N/A,N/A,5,N/A,5,N/A,5,N/A,N/A,N/A,N/A,N/A,5,N/A,N/A,N/A,N/A,N/A,5,N/A,N/A,N/A,N/A,N/A,5,59,90.30,
GRANTS PASS SURGERY CENTER,38C0001028,1861492530,GRANTS PASS,OR,97526,2022,82.76,,N/A,5,635,No Different Than the National Rate,10.0,6.9,14.0,,93.75,,N/A,5,514,No Different Than the National Rate,1.9,1.4,2.8,,N/A,Number of Cases Too Small,N/A,N/A,N/A,1,34,No Different than expected,0.9,0.5,1.6,,,N/A,5
GRANTS PASS SURGERY CENTER,38C0001028,1861492530,GRANTS PASS,OR,97526,2023_Q1,N/A,5,N/A,5,N/A,N/A,N/A,N/A,N/A,5,N/A,5,N/A,5,N/A,N/A,N/A,N/A,N/A,5,N/A,N/A,N/A,N/A,N/A,5,N/A,N/A,N/A,N/A,N/A,5,76,79.70,
CLIFTON SURGERY CENTER INC,31C0001042,1861494007,CLIFTON,NJ,07013,2022,N/A,5,N/A,5,N/A,N/A,N/A,N/A,N/A,5,100.00,,N/A,5,76,No Different Than the National Rate,2.3,1.4,3.5,,N/A,Number of Cases Too Small,N/A,N/A,N/A,1,N/A,Number of Cases Too Small,N/A,N/A,N/A,1,,N/A,5
CLIFTON SURGERY CENTER INC,31C0001042,1861494007,CLIFTON,NJ,07013,2023_Q1,N/A,5,N/A,5,N/A,N/A,N/A,N/A,N/A,5,N/A,5,N/A,5,N/A,N/A,N/A,N/A,N/A,5,N/A,N/A,N/A,N/A,N/A,5,N/A,N/A,N/A,N/A,N/A,5,50,99.40,
DIGESTIVE HEALTHCARE OF GA LLC,11C0001144,1861496564,ATLANTA,GA,30309,2022,88.19,,N/A,5,2713,No Different Than the National Rate,7.5,5.6,10.0,,N/A,5,N/A,5,N/A,N/A,N/A,N/A,N/A,5,N/A,N/A,N/A,N/A,N/A,5,N/A,N/A,N/A,N/A,N/A,5,,N/A,5
DIGESTIVE HEALTHCARE OF GA LLC,11C0001144,1861496564,ATLANTA,GA,30309,2023_Q1,N/A,5,N/A,5,N/A,N/A,N/A,N/A,N/A,5,N/A,5,N/A,5,N/A,N/A,N/A,N/A,N/A,5,N/A,N/A,N/A,N/A,N/A,5,N/A,N/A,N/A,N/A,N/A,5,45,100.00,
NORTHEAST NEBRASKA SURGERY CENTER LLC,28C0001018,1861497380,NORFOLK,NE,68701,2022,100.00,,N/A,5,245,No Different Than the National Rate,9.1,6.1,13.3,,100.00,,0.00,,399,No Different Than the National Rate,2.9,2.0,4.2,,N/A,Number of Cases Too Small,N/A,N/A,N/A,1,180,No Different than expected,1.4,0.8,2.3,,,N/A,5
NORTHEAST NEBRASKA SURGERY CENTER LLC,28C0001018,1861497380,NORFOLK,NE,68701,2023_Q1,N/A,5,N/A,5,N/A,N/A,N/A,N/A,N/A,5,N/A,5,N/A,5,N/A,N/A,N/A,N/A,N/A,5,N/A,N/A,N/A,N/A,N/A,5,N/A,N/A,N/A,N/A,N/A,5,65,75.40,
CENTRACARE SURGERY CENTER LLC,24C0001060,1861538613,ST CLOUD,MN,56303,2022,100.00,,N/A,5,174,No Different Than the National Rate,10.5,7.0,15.4,,89.19,,0.60,,51,No Different Than the National Rate,2.3,1.5,3.6,,318,No Different Than the National Rate,6.1,4.4,8.2,,82,No Different than expected,1.1,0.7,2.0,,,N/A,5
CENTRACARE SURGERY CENTER LLC,24C0001060,1861538613,ST CLOUD,MN,56303,2023_Q1,N/A,5,N/A,5,N/A,N/A,N/A,N/A,N/A,5,N/A,5,N/A,5,N/A,N/A,N/A,N/A,N/A,5,N/A,N/A,N/A,N/A,N/A,5,N/A,N/A,N/A,N/A,N/A,5,336,94.20,
BOYNTON BEACH ASC LLC,10C0001125,1861550246,BOYNTON BEACH,FL,33426,2022,N/A,5,N/A,5,N/A,N/A,N/A,N/A,N/A,5,N/A,5,0.77,,N/A,N/A,N/A,N/A,N/A,5,N/A,N/A,N/A,N/A,N/A,5,N/A,N/A,N/A,N/A,N/A,5,,N/A,5
BOYNTON BEACH ASC LLC,10C0001125,1861550246,BOYNTON BEACH,FL,33426,2023_Q1,N/A,5,N/A,5,N/A,N/A,N/A,N/A,N/A,5,N/A,5,N/A,5,N/A,N/A,N/A,N/A,N/A,5,N/A,N/A,N/A,N/A,N/A,5,N/A,N/A,N/A,N/A,N/A,5,42,88.10,
CAROLINAS PHYSICIANS NETWORK INC DBA CAROLINAS GASTROENTEROLOGY MEDICAL CENTER PLAZA,34C0001138,1861580870,CHARLOTTE,NC,28203,2022,89.95,,N/A,5,696,No Different Than the National Rate,10.2,7.2,14.4,,N/A,5,N/A,5,N/A,N/A,N/A,N/A,N/A,5,N/A,N/A,N/A,N/A,N/A,5,N/A,N/A,N/A,N/A,N/A,5,,N/A,5
CAROLINAS PHYSICIANS NETWORK INC DBA CAROLINAS GASTROENTEROLOGY MEDICAL CENTER PLAZA,34C0001138,1861580870,CHARLOTTE,NC,28203,2023_Q1,N/A,5,N/A,5,N/A,N/A,N/A,N/A,N/A,5,N/A,5,N/A,5,N/A,N/A,N/A,N/A,N/A,5,N/A,N/A,N/A,N/A,N/A,5,N/A,N/A,N/A,N/A,N/A,5,64,97.30,
GI ENDOSCOPY CENTER,11C0001047,1861596967,RIVERDALE,GA,30274,2022,73.00,,N/A,5,177,No Different Than the National Rate,9.7,6.7,13.8,,N/A,5,N/A,5,N/A,N/A,N/A,N/A,N/A,5,N/A,N/A,N/A,N/A,N/A,5,N/A,N/A,N/A,N/A,N/A,5,,N/A,5
GI ENDOSCOPY CENTER,11C0001047,1861596967,RIVERDALE,GA,30274,2023_Q1,N/A,5,N/A,5,N/A,N/A,N/A,N/A,N/A,5,N/A,5,N/A,5,N/A,N/A,N/A,N/A,N/A,5,N/A,N/A,N/A,N/A,N/A,5,N/A,N/A,N/A,N/A,N/A,5,13,84.20,
MUSKEGON SC LLC,23C0001110,1861648404,MUSKEGON,MI,49444,2022,N/A,5,N/A,5,N/A,N/A,N/A,N/A,N/A,5,99.53,,0.00,,428,No Different Than the National Rate,1.9,1.3,2.8,,48,No Different Than the National Rate,6.2,4.1,9.4,,27,No Different than expected,1.0,0.6,1.9,,,N/A,5
MUSKEGON SC LLC,23C0001110,1861648404,MUSKEGON,MI,49444,2023_Q1,N/A,5,N/A,5,N/A,N/A,N/A,N/A,N/A,5,N/A,5,N/A,5,N/A,N/A,N/A,N/A,N/A,5,N/A,N/A,N/A,N/A,N/A,5,N/A,N/A,N/A,N/A,N/A,5,150,88.70,
BEACON ORTHOPAEDICS SURGERY CENTER,36C0001223,1861656449,CINCINNATI,OH,45247,2022,N/A,5,N/A,5,N/A,N/A,N/A,N/A,N/A,5,99.36,,N/A,5,471,No Different Than the National Rate,2.5,1.8,3.6,,N/A,N/A,N/A,N/A,N/A,5,N/A,Number of Cases Too Small,N/A,N/A,N/A,1,,N/A,5
BEACON ORTHOPAEDICS SURGERY CENTER,36C0001223,1861656449,CINCINNATI,OH,45247,2023_Q1,N/A,5,N/A,5,N/A,N/A,N/A,N/A,N/A,5,N/A,5,N/A,5,N/A,N/A,N/A,N/A,N/A,5,N/A,N/A,N/A,N/A,N/A,5,N/A,N/A,N/A,N/A,N/A,5,52,75.00,
HOWERTON SURGICAL CENTER LLC,45C0001137,1861660151,AUSTIN,TX,78704,2022,N/A,5,N/A,5,N/A,N/A,N/A,N/A,N/A,5,N/A,5,N/A,5,N/A,N/A,N/A,N/A,N/A,5,N/A,N/A,N/A,N/A,N/A,5,N/A,N/A,N/A,N/A,N/A,5,,N/A,5
HOWERTON SURGICAL CENTER LLC,45C0001137,1861660151,AUSTIN,TX,78704,2023_Q1,N/A,5,N/A,5,N/A,N/A,N/A,N/A,N/A,5,N/A,5,N/A,5,N/A,N/A,N/A,N/A,N/A,5,N/A,N/A,N/A,N/A,N/A,5,N/A,N/A,N/A,N/A,N/A,5,6,N/A,1
ASCENT SURGERY CENTER LLC,06C0001072,1861663098,COLORADO SPRINGS,CO,80919,2022,N/A,5,N/A,5,N/A,N/A,N/A,N/A,N/A,5,99.65,,N/A,5,N/A,N/A,N/A,N/A,N/A,5,N/A,N/A,N/A,N/A,N/A,5,26,No Different than expected,0.9,0.5,1.6,,,N/A,5
