"Facility ID","Facility Name","Address","City","State","ZIP Code","County","Telephone","Patients who reported that staff definitely gave care in a professional way and the facility was clean","Patients who reported that staff somewhat gave care in a professional way or the facility was somewhat clean","Patients who reported that staff did not give care in a professional way or the facility was not clean","Facilities and staff linear mean score","Patients who reported that staff definitely communicated about what to expect during and after the procedure","Patients who reported that staff somewhat communicated about what to expect during and after the procedure","Patients who reported that staff did not communicate about what to expect during and after the procedure","Communication about your procedure linear mean score","Patients who gave the facility a rating of 9 or 10 on a scale from 0 (lowest) to 10 (highest)","Patients who gave the facility a rating of 7 or 8 on a scale from 0 (lowest) to 10 (highest)","Patients who gave the facility a rating of 0 to 6 on a scale from 0 (lowest) to 10 (highest)","Patients’ rating of the facility linear mean score","Patients who reported YES they would DEFINITELY recommend the facility to family or friends","Patients who reported PROBABLY YES they would recommend the facility to family or friends","Patients who reported NO, they would not recommend the facility to family or friends","Patients recommending the facility linear mean score","Footnote","Number of Sampled Patients","Number of Completed Surveys","Survey Response Rate Percent","Start Date","End Date"
45C0001250,SHORELINE SURGERY CENTER LLP DBA CHRISTUS SPOHN-SURGICARE OF CORPUS CHRISTI,718 ELIZABETH ST,CORPUS CHRISTI,TX,78404,,(361) 882-3204,98,2,0,99,92,6,2,95,85,13,2,95,87,11,2,95,,1156,397,34,07/01/2019,12/31/2020
45C0001257,BAYLOR SCOTT AND WHITE SURGICARE DENTON,350 SOUTH IH 35 EAST,DENTON,TX,76205,,(940) 323-1393,98,2,0,99,95,4,1,97,91,8,1,96,91,9,0,97,,1310,470,36,07/01/2019,12/31/2020
45C0001264,TEXAN SURGERY CENTER,7000 NORTH MOPAC EXPRESSWAY SUITE 120,AUSTIN,TX,78731,,(512) 342-0900,96,3,1,98,91,8,1,95,84,14,2,93,83,13,4,92,,1149,372,32,07/01/2019,12/31/2020
45C0001267,NMC SURGERY CENTER LP DBA THE SURGERY CENTER OF NACOGDOCHES,4948 N E STALLINGS DR,NACOGDOCHES,TX,75965,,(936) 568-3595,99,1,0,99,93,6,1,96,94,5,1,97,92,7,1,97,,1208,359,30,07/01/2019,12/31/2020
45C0001274,VICTORIA AMBULATORY SURGERY CENTER DBA THE SURGERY CENTER,6370 NORTH NAVARRO ST,VICTORIA,TX,77904,,(361) 570-8311,98,2,0,99,92,6,2,95,94,4,2,96,91,7,2,96,,1192,406,34,07/01/2019,12/31/2020
45C0001277,TEXAS ENDOSCOPY PLANO,6405 WEST PARKER #370,PLANO,TX,75093,,(214) 778-2570,99,1,0,99,91,7,2,95,94,5,1,96,93,7,0,98,,1151,312,27,07/01/2019,12/31/2020
45C0001298,NORTH HOUSTON ENDOSCOPY AND SURGERY,275 LANTERN BEND SUITE 400,HOUSTON,TX,77090,,(281) 440-5797,96,4,0,98,93,5,2,96,84,13,3,94,84,13,3,93,,1008,279,28,07/01/2019,12/31/2020
45C0001301,BAYLOR SCOTT & WHITE SURGICARE GRAPEVINE,2040 WEST STATE HWY 114,GRAPEVINE,TX,76051,,(817) 410-4300,99,1,0,99,91,7,2,95,90,9,1,96,89,10,1,96,,1798,415,23,07/01/2019,12/31/2020
45C0001307,TEXAS ORTHOPEDICS SURGERY CENTER,4700 SETON CENTER PARKWAY SUITE 100,AUSTIN,TX,78759,,(512) 608-4647,96,3,1,98,91,8,1,95,90,9,1,95,86,13,1,95,,1706,397,23,07/01/2019,12/31/2020
45C0001315,PARK CITIES SURGERY CENTER LLC DBA PARK CITIES SURGERY CENTER,6901 SNIDER PLAZA SUITE 300,UNIVERSITY PARK,TX,75205,,(214) 706-6901,98,2,0,99,91,7,2,95,93,5,2,96,89,10,1,96,,1207,280,23,07/01/2019,12/31/2020
45C0001318,BAYLOR SCOTT AND WHITE SURGICARE CARROLLTON,4780 NORTH JOSEY LANE,CARROLLTON,TX,75010,,(972) 395-2210,97,3,0,98,93,6,1,96,90,7,3,95,86,12,2,95,,1429,340,24,07/01/2019,12/31/2020
45C0001338,SAN ANTONIO ENDOSCOPY CENTER,8550 DATAPOINT DR SUITE 100,SAN ANTONIO,TX,78229,,(210) 615-7232,98,2,0,99,92,6,2,95,92,7,1,97,90,9,1,96,,1456,406,28,07/01/2019,12/31/2020
45C0001344,MIDLAND TEXAS SURGICAL CENTER LLC,5609 DEAUVILLE BLVD,MIDLAND,TX,79706,,(432) 699-4224,98,2,0,99,93,6,1,96,92,7,1,96,91,8,1,96,,1112,289,26,07/01/2019,12/31/2020
45C0001351,THEDA OAKS GASTROENTEROLOGY AND ENDOSCOPY CENTER LLC,19226 STONE HUE SUITE 103,SAN ANTONIO,TX,78258,,(210) 268-0100,94,5,1,97,88,9,3,92,83,12,5,92,80,14,6,90,,1071,249,23,07/01/2019,12/31/2020
45C0001355,BAYLOR SCOTT & WHITE SURGICARE PLANO,1701 OHIO DR,PLANO,TX,75093,,(214) 291-3000,99,1,0,99,90,7,3,93,92,6,2,96,88,10,2,95,,1310,303,23,07/01/2019,12/31/2020
45C0001357,BAYLOR SCOTT AND WHITE SURGICARE FORT WORTH,750 12TH AVE,FORT WORTH,TX,76104,,(817) 334-5101,98,2,0,99,93,6,1,96,92,8,0,96,87,13,0,95,,1168,287,25,07/01/2019,12/31/2020
45C0001363,MEMORIAL HERMANN ENDOSCOPY CENTER NORTH LOOP,1900 NORTH LOOP WEST SUITE #550,HOUSTON,TX,77018,,(713) 396-1300,95,4,1,97,90,7,3,93,86,10,4,94,81,14,5,90,,1520,216,14,07/01/2019,12/31/2020
45C0001364,ROCKWALL AMBULATORY SURGERY CENTER LLP,825 WEST YELLOWJACKET LN,ROCKWALL,TX,75087,,(972) 772-6166,97,3,0,99,91,7,2,95,91,7,2,96,90,8,2,96,,1575,414,26,07/01/2019,12/31/2020
45C0001369,MEMORIAL HERMANN SURGERY CENTER GREATER HEIGHTS,1631 NORTH LOOP WEST SUITE #300,HOUSTON,TX,77008,,(713) 396-1300,97,2,1,98,92,6,2,95,88,10,2,95,85,12,3,94,,1150,231,20,07/01/2019,12/31/2020
45C0001370,TEXAS INTERNATIONAL ENDOSCOPY CENTER LP,6620 MAIN ST STE 1500,HOUSTON,TX,77030,,(713) 520-8432,96,3,1,97,91,8,1,95,88,9,3,95,85,13,2,94,,1148,269,23,07/01/2019,12/31/2020
45C0001373,ROCKWALL HEATH AMBULATORY SURGERY CENTER LLP DBA BAYLOR SURGICARE AT HEATH,6435 SOUTH FM 549 SUITE 101,HEATH,TX,75032,,(972) 722-9003,,,,,,,,,,,,,,,,,4,,,,,
45C0001374,EL PASO DAY,1300 MURCHISON,EL PASO,TX,79902,,(915) 373-4180,96,3,1,98,85,13,2,92,87,11,2,95,87,11,2,95,,720,180,25,07/01/2019,12/31/2020
45C0001384,TUSCAN SURGERY CENTER AT LAS COLINAS,701 TUSCAN DR SUITE 100,IRVING,TX,75039,,(214) 442-1900,98,2,0,99,92,7,1,95,93,5,2,96,91,7,2,96,,1337,355,27,07/01/2019,12/31/2020
45C0001391,NORTH TEXAS ENDOSCOPY PARTNERS,"2023 W. MCDERMOTT DR., # 240",ALLEN,TX,75013,,(972) 781-1482,98,2,0,99,93,5,2,96,95,4,1,97,92,7,1,97,,1605,447,28,07/01/2019,12/31/2020
45C0001393,NORTH GARLAND SURGERY CENTER LLP DBA BAYLOR SCOTT AND WHITE SURGICARE NORTH GARLAND,7150 NORTH GEORGE BUSH HWY SUITE 101,GARLAND,TX,75044,,(214) 703-1800,98,2,0,99,92,7,1,95,92,6,2,96,91,6,3,96,,1370,319,23,07/01/2019,12/31/2020
45C0001396,CENTENNIAL ASC LLC,4401 COIT RD #100,FRISCO,TX,75035,,(469) 893-6573,97,3,0,98,91,6,3,94,85,14,1,94,85,13,2,94,,1723,359,21,07/01/2019,12/31/2020
45C0001406,MEMORIAL HERMANN SURGERY CENTER THE WOODLANDS LLP DBA MEMORIAL HERMANN SURGERY CENTER THE WOODLANDS,9200 PINECROFT DR SUITE 200,THE WOODLANDS,TX,77380,,(281) 297-9500,98,2,0,99,93,6,1,96,92,8,0,96,88,10,2,95,,1255,274,22,07/01/2019,12/31/2020
45C0001412,CEDAR PARK SURGERY CENTER LLP DBA HILL COUNTRY SURGERY CENTER,801 EAST WHITESTONE BLVD SUITE 100,CEDAR PARK,TX,78613,,(512) 528-2000,98,2,0,99,91,7,2,95,92,6,2,96,88,11,1,95,,1498,359,24,07/01/2019,12/31/2020
45C0001421,MEMORIAL HERMANN SURGERY CENTER RICHMOND LLC,1517 THOMPSON RD SUITE 100,RICHMOND,TX,77469,,(281) 344-5444,98,2,0,99,92,6,2,95,88,11,1,95,86,12,2,94,,949,179,19,07/01/2019,12/31/2020
45C0001422,LONE STAR ENDOSCOPY-KELLER,180 BEAR CREEK PARKWAY,KELLER,TX,76248,,(817) 337-3671,97,3,0,98,93,6,1,96,95,4,1,97,93,6,1,97,,1040,263,25,07/01/2019,12/31/2020
45C0001442,MEMORIAL HERMANN SURGERY CENTER KINGSLAND,21720 KINGSLAND BLVD SUITE 101,KATY,TX,77450,,(281) 579-5655,97,3,0,99,91,7,2,94,89,10,1,95,88,10,2,95,,1381,278,20,07/01/2019,12/31/2020
45C0001443,MEMORIAL HERMANN SURGERY CENTER SOUTHWEST,7789 SOUTHWEST FREEWAY SUITE 200,HOUSTON,TX,77074,,(713) 343-3100,94,5,1,97,88,10,2,93,82,14,4,92,81,16,3,92,,1681,291,17,07/01/2019,12/31/2020
45C0001446,MEMORIAL HERMANN SURGERY CENTER TEXAS MEDICAL CENTER,6400 FANNIN ST SUITE 1500,HOUSTON,TX,77030,,(713) 790-7710,96,4,0,98,91,7,2,95,88,10,2,95,87,12,1,95,,1121,187,17,07/01/2019,12/31/2020
45C0001447,MEMORIAL HERMANN SURGERY CENTER KATY,23920 KATY FREEWAY,KATY,TX,77494,,(281) 644-3200,96,3,1,97,90,8,2,94,88,8,4,94,84,13,3,93,,2044,397,19,07/01/2019,12/31/2020
45C0001449,MEMORIAL HERMANN SURGERY CENTER SUGAR LAND LLP,17510 WEST GRAND PARKWAY SOUTH SUITE 200,SUGAR LAND,TX,77479,,(281) 238-1600,96,4,0,98,92,6,2,95,85,12,3,94,84,14,2,94,,1441,312,22,07/01/2019,12/31/2020
45C0001458,NORTHWEST SURGERY CENTER LLP,11111 RESEARCH BLVD SUITE 350,AUSTIN,TX,78759,,(512) 349-4010,97,3,0,99,91,8,1,95,87,11,2,94,83,15,2,93,,1012,227,22,07/01/2019,12/31/2020
45C0001465,EL PASO CENTER FOR GASTROINTESTINAL ENDOSCOPY LLC,1620 N. MESA ST,EL PASO,TX,79902,,(915) 545-5300,95,4,1,97,90,8,2,94,87,9,4,94,85,12,3,94,,1461,353,24,07/01/2019,12/31/2020
45C0001471,BAYLOR SURGICARE AT GRANBURY LLC,1717 PALUXY RD.,GRANBURY,TX,76048,,(817) 579-8863,99,1,0,99,94,5,1,96,94,5,1,97,94,5,1,97,,1269,529,42,07/01/2019,12/31/2020
45C0001481,HYDE PARK SURGERY CENTER,4611 GUADALUPE ST SUITE 100,AUSTIN,TX,78751,,(512) 420-2303,96,4,0,98,89,10,1,94,83,14,3,93,80,17,3,92,,1285,287,22,07/01/2019,12/31/2020
45C0001486,BAYLOR SCOTT & WHITE SURGICARE AT MANSFIELD,280 REGENCY PARKWAY,MANSFIELD,TX,76063,,(469) 387-2313,97,2,1,99,92,7,1,96,91,7,2,96,89,10,1,96,,1519,297,20,07/01/2019,12/31/2020
45C0001509,MEDICAL PARK TOWER SURGERY CENTER,1301 WEST 38TH ST SUITE 109,AUSTIN,TX,78705,,(512) 354-3011,96,3,1,98,92,6,2,95,87,11,2,94,83,15,2,93,,1589,429,27,07/01/2019,12/31/2020
45C0001513,MEMORIAL HERMANN MEMORIAL VILLAGE SURGERY CENTER,1120 BUSINESS CENTER DR SUITE 110,HOUSTON,TX,77043,,(713) 337-1111,97,3,0,98,93,6,1,96,90,8,2,95,85,13,2,94,,1353,303,22,07/01/2019,12/31/2020
45C0001522,WILLIAMSON SURGERY CENTER,"301 SETON PKWY, STE 200",ROUND ROCK,TX,78665,,(512) 861-4214,97,3,0,98,91,7,2,95,88,11,1,95,87,12,1,95,,1409,421,30,07/01/2019,12/31/2020
45C0001536,KIRBY GLEN SURGERY CENTER,2459 S. BRAESWOOD BLVD.,HOUSTON,TX,77030,,(713) 529-8600,96,3,1,98,89,9,2,94,83,16,1,93,80,18,2,92,,1321,344,26,07/01/2019,12/31/2020
45C0001570,LONE STAR ENDOSCOPY CENTER LLC,1001 SURREY LANE,FLOWER MOUND,TX,75022,,(214) 513-6300,98,2,0,99,92,6,2,95,93,6,1,97,93,6,1,97,,1228,363,30,07/01/2019,12/31/2020
45C0001597,NORTH PINES SURGERY CENTER LLC,4019 I 45 N SUITE 150,CONROE,TX,77304,,(936) 641-8181,98,2,0,99,92,6,2,95,93,6,1,96,88,10,2,95,,789,216,27,07/01/2019,12/31/2020
45C0001607,MEMORIAL HERMANN SURGERY CENTER PINECROFT,9305 PINECROFT DR SUITE 200,SPRING,TX,77380,,(832) 823-5156,98,2,0,99,93,6,1,96,91,8,1,96,89,9,2,95,,1387,338,24,07/01/2019,12/31/2020
45C0001622,METHODIST ALLEN SURGERY CENTER,1125 RAINTREE CIR SUITE 200,ALLEN,TX,75013,,(469) 569-4500,,,,,,,,,,,,,,,,,4,,,,,
45C0001638,METHODIST CRAIG RANCH SURGERY CENTER,6045 ALMA RD SUITE 100,MCKINNEY,TX,75070,,(469) 907-1650,97,3,0,98,90,8,2,94,91,8,1,96,88,10,2,95,,2098,394,19,07/01/2019,12/31/2020
45C0001646,LONE STAR ENDOSCOPY CENTER SOUTHLAKE,515 SOUTH NOLEN DR,SOUTHLAKE,TX,76092,,(817) 912-1999,,,,,,,,,,,,,,,,,4,,,,,
45C0001656,BAYLOR SURGICARE AT BAYLOR PLANO LLC DBA BAYLOR SCOTT AND WHITE SURGICARE AT PLANO ALLIANCE,4825 ALLIANCE BLVD SUTE 300,PLANO,TX,75093,,(469) 367-0700,98,2,0,99,92,6,2,95,93,6,1,96,88,10,2,95,,1392,315,23,07/01/2019,12/31/2020
45C0001657,BAYLOR SCOTT AND WHITE SPORTS SURGERY CENTER AT THE STAR,3800 GAYLORD PARKWAY SUITE 410,FRISCO,TX,75034,,(972) 668-5911,,,,,,,,,,,,,,,,,4,,,,,
45C0001678,HILL COUNTRY SURGERY CENTER LLC DBA SURGERY CENTER BOERNE,112 HERFF RD SUITE 200,BOERNE,TX,78006,,(830) 331-7700,,,,,,,,,,,,,,,,,4,,,,,
46C0001003,AVENUES SURGICAL CENTER,359 EAST 8TH AVE,SALT LAKE CITY,UT,84103,,(801) 792-2815,98,2,0,99,90,7,3,94,91,7,2,95,85,13,2,94,,1009,297,29,07/01/2019,12/31/2020
46C0001004,MCKAY DEE SURGICAL CENTER LLC,"3903 HARRISON BLVD., STE. 100",OGDEN,UT,84403,,(801) 387-3600,98,2,0,99,91,8,1,95,92,7,1,96,88,11,1,96,,1901,533,28,07/01/2019,12/31/2020
49C0001009,CENTRAL VIRGINIA SURGI-CENTER LP DBA SURGI-CENTER OF CENTRAL VIRGINIA,1500 DIXON ST SUITE 101,FREDERICKSBURG,VA,22401,,(540) 371-5349,98,2,0,99,93,6,1,96,90,9,1,95,88,12,0,96,,1036,388,37,07/01/2019,12/31/2020
49C0001012,VIRGINIA BEACH AMBULATORY SURGERY CENTER,1700 WILL O WISP DR,VIRGINIA BEACH,VA,23454,,(757) 496-6400,99,1,0,99,93,6,1,96,93,7,0,96,90,9,1,96,,1019,296,29,07/01/2019,12/31/2020
49C0001025,STONY POINT SURGERY CENTER L.L.C,"8700 STONY POINT PARKWAY, SUITE 100",RICHMOND,VA,23235,,(804) 775-4500,97,2,1,98,90,8,2,94,89,9,2,95,91,9,0,97,2,1530,318,21,07/01/2019,12/31/2020
49C0001034,MARY IMMACULATE AMBULATORY SURGERY CENTER LLC,12720 MCMANUS BLVD SUITE 103,NEWPORT NEWS,VA,23602,,(757) 369-7000,98,2,0,99,94,5,1,96,87,12,1,94,85,14,1,94,,1146,339,30,07/01/2019,12/31/2020
49C0001044,ST. MARY'S AMBULATORY SURGERY CENTER,1501 MAPLE AVE SUITE 300,RICHMOND,VA,23226,,(804) 287-7881,98,2,0,99,93,6,1,96,92,7,1,96,89,9,2,95,,1005,297,30,07/01/2019,12/31/2020
49C0001047,BON SECOURS SURGERY CENTER AT VIRGINIA BEACH LLC,828 HEALTHY WAY SUITE 115,VIRGINIA BEACH,VA,23462,,(757) 495-8070,98,2,0,99,94,5,1,96,93,6,1,96,91,7,2,96,,1254,411,33,07/01/2019,12/31/2020
49C0001049,BON SECOURS SURGERY CENTER AT HARBOUR VIEW LLC DBA BON SECOURS SURGERY CENTER AT HARBOUR VIEW,5818 HARBOUR VIEW BLVD SUITE 102D,SUFFOLK,VA,23435,,(757) 215-0499,98,1,1,98,93,6,1,96,91,8,1,96,91,8,1,96,,1058,313,30,07/01/2019,12/31/2020
49C0001062,NOVANT HEALTH HAYMARKET AMBULATORY SURGICAL CENTER,15225 HEATHCOTE BLVD,HAYMARKET,VA,20169,,(336) 277-8770,,,,,,,,,,,,,,,,,4,,,,,
50C0001048,TACOMA AMBULATORY SURGERY CENTER,209 MARTIN LUTHER KING JR WAY,TACOMA,WA,98405,,(206) 596-3590,98,2,0,99,93,6,1,96,82,16,2,93,81,17,2,93,,2745,872,32,07/01/2019,12/31/2020
50C0001093,EASTSIDE ENDOSCOPY CENTER PLLC,1135 116TH AVE NE STE. 570,BELLEVUE,WA,98004,,(425) 451-7335,,,,,,,,,,,,,,,,,4,,,,,
50C0001095,PUGET SOUND GASTROETNEROLOGY AT KIRKLANDEVERGREEN ENDO CTR,11800 NE 128TH ST SUITE 100,KIRKLAND,WA,98034,,(425) 899-4500,99,1,0,99,96,4,0,98,92,7,1,96,91,8,1,96,,1216,368,30,07/01/2019,12/31/2020
50C0001130,PUGET SOUND GASTROENTEROLOGY PS,11027 MERIDIAN AVE. N. STE. 100,SEATTLE,WA,98133,,(206) 365-4492,,,,,,,,,,,,,,,,,4,,,,,
50C0001146,THE EVERETT CLINIC,3901 HOYT AVE,EVERETT,WA,98201,,(425) 259-0966,97,3,0,98,92,6,2,95,88,10,2,94,85,13,2,94,,2022,567,28,07/01/2019,12/31/2020
50C0001152,THE VANCOUVER CLINIC INC,700 NE 87TH AVE.,VANCOUVER,WA,98664,,(360) 397-3462,97,3,0,99,90,8,2,94,87,11,2,94,85,13,2,94,,5714,1643,29,07/01/2019,12/31/2020
50C0001157,EDMONDS ENDOSCOPY CENTER,"21600 HWY 99, STE. 260",EDMONDS,WA,98026,,(425) 774-2650,98,2,0,99,93,6,1,96,87,11,2,94,88,11,1,95,,967,325,34,07/01/2019,12/31/2020
50C0001190,GASTROENTEROLOGY ASSOCIATES LLC,500 LILLY RD NORTHEAST SUITE 204,OLYMPIA,WA,98506,,(360) 413-8250,97,2,1,98,92,6,2,95,83,13,4,93,85,14,1,94,,1276,442,35,07/01/2019,12/31/2020
50C0001226,PUGET SOUND GASTROENTEROLOGY PS,501 N. 34TH ST. STE. 101,SEATTLE,WA,98103,,(206) 838-1777,98,2,0,99,93,6,1,96,91,8,1,95,90,8,2,96,,2286,810,35,07/01/2019,12/31/2020
50C0001233,NORTHWEST ORTHOPAEDIC SPECIALISTS PS,601 WEST 5TH AVE SUITE 500,SPOKANE,WA,99204,,(509) 344-8672,97,2,1,98,92,7,1,95,92,7,1,96,92,7,1,97,,2359,388,17,07/01/2019,12/31/2020
50C0001280,BELLEVUE AMBULATORY SURGERY CENTER,11511 NE 10TH ST,BELLEVUE,WA,98004,,(509) 241-7026,98,2,0,99,92,6,2,95,87,12,1,95,84,15,1,94,,3324,1024,31,07/01/2019,12/31/2020
50C0001300,EASTSIDE ENDOSCOPY CENTER PLLC,"1301 4TH AVE NW, STE. 301",ISSAQUAH,WA,98027,,(425) 270-6363,,,,,,,,,,,,,,,,,4,,,,,
50C0001311,PROVIDENCE SURGERY AND PROCEDURE CENTER,16528 EAST DESMET CT,SPOKANE VALLEY,WA,99216,,(509) 474-3732,97,3,0,99,92,7,1,95,92,6,2,96,91,8,1,96,,2304,566,25,07/01/2019,12/31/2020
50C0001327,THE EVERETT CLINIC,21401 72ND AVE WEST,EDMONDS,WA,98026,,(425) 258-3900,,,,,,,,,,,,,,,,,4,,,,,
52C0001005,SSM HEALTH DAVIS DUEHR DEAN SURGERY CENTER,1025 REGENT ST,MADISON,WI,53715,,(608) 259-3570,97,2,1,98,91,7,2,95,84,13,3,93,87,11,2,94,,742,363,49,07/01/2019,12/31/2020
52C0001006,AURORA ADVANCED HEALTHCARE: NORTH SHORE SURGICAL CENTER,7007 N. RANGE LINE RD.,MILWAUKEE,WI,53209,,(262) 532-7092,,,,,,,,,,,,,,,,,4,,,,,
52C0001011,SSM HEALTH SURGERYDIGESTIVE HEALTH CTR ON PARK ST,700 SOUTH PARK ST,MADISON,WI,53715,,(608) 259-3510,98,2,0,99,93,6,1,96,87,12,1,95,86,13,1,95,,1107,363,33,07/01/2019,12/31/2020
52C0001057,EAST MEQUON SURGERY CENTER LLC,12203 WEST CORPORATE PARKWAY,MEQUON,WI,53092,,(414) 649-3911,,,,,,,,,,,,,,,,,4,,,,,
52C0001066,ASPIRUS STEVENS POINT SURGERY CENTER LLC,5409 VERN HOLMES DR.,STEVENS POINT,WI,54481,,(715) 342-1015,,,,,,,,,,,,,,,,,4,,,,,
52C0001113,AURORA SURGERY CENTERS LLC,WEST 180 NORTH 11070 RIVER LANE RD,GERMANTOWN,WI,53222,,(262) 532-9777,,,,,,,,,,,,,,,,,4,,,,,
53C0001010,TETON OUTPATIENT SERVICES LLC,150 BUFFALO WAY,JACKSON,WY,83001,,(307) 733-8677,99,1,0,99,94,5,1,96,90,9,1,96,88,11,1,95,,1524,438,29,07/01/2019,12/31/2020
53C0001018,SHERIDAN SURGICAL CENTER LLC,1524 WEST 5TH ST,SHERIDAN,WY,82801,,(370) 672-7874,96,3,1,98,90,9,1,94,87,11,2,94,86,12,2,94,,1407,641,46,07/01/2019,12/31/2020
55C0001055,SAN FERNANDO VALLEY SURGERY CENTER,11550 INDIAN HILLS RD SUITE 160,MISSION HILLS,CA,91345,,(818) 256-2100,97,2,1,98,91,7,2,94,87,11,2,95,83,15,2,93,,1311,366,28,07/01/2019,12/31/2020
55C0001083,SACRAMENTO MIDTOWN ENDOSCOPY CENTER,3941 J ST SUITE 460,SACRAMENTO,CA,95819,,(916) 733-6940,95,4,1,97,87,10,3,92,81,16,3,92,80,17,3,92,,1073,331,31,07/01/2019,12/31/2020
